,Rank,Player,Blocks,PerGame,UniqueID,Rk,W,L,OL,PTS,Playoffs
2653,425,Valtteri Filppula,25.0,0.45,DET_2009,7.0,44,24,14,102,True
2654,426,Derek Meech,25.0,0.51,DET_2009,7.0,44,24,14,102,True
2655,427,Danny Cleary,25.0,0.39,DET_2009,7.0,44,24,14,102,True
2656,429,Kirk Maltby,25.0,0.48,DET_2009,7.0,44,24,14,102,True
2657,461,Andreas Lilja,21.0,1.05,DET_2009,7.0,44,24,14,102,True
2658,489,Justin Abdelkader,20.0,0.4,DET_2009,7.0,44,24,14,102,True
2659,500,Kris Draper,19.0,0.23,DET_2009,7.0,44,24,14,102,True
2660,505,Todd Bertuzzi,19.0,0.23,DET_2009,7.0,44,24,14,102,True
2661,560,Doug Janik,15.0,1.15,DET_2009,7.0,44,24,14,102,True
2662,594,Johan Franzen,12.0,0.44,DET_2009,7.0,44,24,14,102,True
2663,660,Tomas Holmstrom,7.0,0.1,DET_2009,7.0,44,24,14,102,True
2664,690,Jason Williams,5.0,0.11,DET_2009,7.0,44,24,14,102,True
2665,711,Brad May,4.0,0.1,DET_2009,7.0,44,24,14,102,True
2666,757,Mattias Ritola,2.0,0.4,DET_2009,7.0,44,24,14,102,True
2667,764,Kris Newbury,2.0,0.5,DET_2009,7.0,44,24,14,102,True
2668,861,Jakub Kindl,0.0,0,DET_2009,7.0,44,24,14,102,True
2669,924,Jimmy Howard,0.0,0,DET_2009,7.0,44,24,14,102,True
2670,958,Chris Osgood,0.0,0,DET_2009,7.0,44,24,14,102,True
2671,39,Jan Hejda,133.0,2.15,CLS_2009,27.0,32,35,15,79,False
2672,54,Fedor Tyutin,124.0,1.55,CLS_2009,27.0,32,35,15,79,False
2673,108,Kris Russell,96.0,1.37,CLS_2009,27.0,32,35,15,79,False
2674,123,Mike Commodore,87.0,1.53,CLS_2009,27.0,32,35,15,79,False
2675,159,Marc Methot,71.0,1.18,CLS_2009,27.0,32,35,15,79,False
2676,174,Mathieu Roy,65.0,2.1,CLS_2009,27.0,32,35,15,79,False
2677,190,R.J. Umberger,60.0,0.73,CLS_2009,27.0,32,35,15,79,False
2678,193,Milan Jurcina,59.0,1.34,CLS_2009,27.0,32,35,15,79,False
2679,209,Anton Stralman,55.0,0.75,CLS_2009,27.0,32,35,15,79,False
2680,240,Rostislav Klesla,49.0,1.88,CLS_2009,27.0,32,35,15,79,False
2681,297,Antoine Vermette,40.0,0.49,CLS_2009,27.0,32,35,15,79,False
2682,324,Samuel Pahlsson,35.0,0.44,CLS_2009,27.0,32,35,15,79,False
2683,428,Rick Nash,25.0,0.33,CLS_2009,27.0,32,35,15,79,False
2684,439,Derek Dorsett,24.0,0.47,CLS_2009,27.0,32,35,15,79,False
2685,539,Jakub Voracek,17.0,0.21,CLS_2009,27.0,32,35,15,79,False
2686,543,Chris Clark,17.0,0.23,CLS_2009,27.0,32,35,15,79,False
2687,546,Kristian Huselius,16.0,0.22,CLS_2009,27.0,32,35,15,79,False
2688,599,Jared Boll,12.0,0.18,CLS_2009,27.0,32,35,15,79,False
2689,608,Derick Brassard,11.0,0.14,CLS_2009,27.0,32,35,15,79,False
2690,614,Andrew Murray,11.0,0.24,CLS_2009,27.0,32,35,15,79,False
2691,626,Nathan Paetsch,10.0,0.48,CLS_2009,27.0,32,35,15,79,False
2692,655,Mike Blunden,7.0,0.18,CLS_2009,27.0,32,35,15,79,False
2693,663,Grant Clitsome,7.0,0.64,CLS_2009,27.0,32,35,15,79,False
2694,745,Alexandre Picard,2.0,0.22,CLS_2009,27.0,32,35,15,79,False
2695,769,Chad Kolarik,2.0,1,CLS_2009,27.0,32,35,15,79,False
2696,777,Nikita Filatov,2.0,0.15,CLS_2009,27.0,32,35,15,79,False
2697,791,Derek MacKenzie,1.0,0.06,CLS_2009,27.0,32,35,15,79,False
2698,798,Tom Sestito,1.0,0.33,CLS_2009,27.0,32,35,15,79,False
2699,805,Maksim Mayorov,1.0,0.25,CLS_2009,27.0,32,35,15,79,False
2700,823,Tomas Kana,1.0,0.17,CLS_2009,27.0,32,35,15,79,False
2701,899,Mathieu Garon,0.0,0,CLS_2009,27.0,32,35,15,79,False
2702,900,Trevor Frischmon,0.0,0,CLS_2009,27.0,32,35,15,79,False
2703,917,Greg Moore,0.0,0,CLS_2009,27.0,32,35,15,79,False
2704,934,Steve Mason,0.0,0,CLS_2009,27.0,32,35,15,79,False
2705,40,Mark Streit,132.0,1.61,NYI_2009,26.0,34,37,11,79,False
2706,42,Jack Hillen,131.0,1.9,NYI_2009,26.0,34,37,11,79,False
2707,91,Bruno Gervais,103.0,1.45,NYI_2009,26.0,34,37,11,79,False
2708,112,Andrew MacDonald,94.0,2.04,NYI_2009,26.0,34,37,11,79,False
2709,122,Freddy Meyer,87.0,1.36,NYI_2009,26.0,34,37,11,79,False
2710,153,Brendan Witt,74.0,1.76,NYI_2009,26.0,34,37,11,79,False
2711,204,Richard Park,56.0,0.69,NYI_2009,26.0,34,37,11,79,False
2712,218,Matt Moulson,52.0,0.63,NYI_2009,26.0,34,37,11,79,False
2713,264,Kyle Okposo,44.0,0.55,NYI_2009,26.0,34,37,11,79,False
2714,282,Frans Nielsen,41.0,0.54,NYI_2009,26.0,34,37,11,79,False
2715,294,Tim Jackman,40.0,0.74,NYI_2009,26.0,34,37,11,79,False
2716,302,Radek Martinek,39.0,2.44,NYI_2009,26.0,34,37,11,79,False
2717,309,Sean Bergenheim,37.0,0.59,NYI_2009,26.0,34,37,11,79,False
2718,314,Josh Bailey,36.0,0.49,NYI_2009,26.0,34,37,11,79,False
2719,319,Jon Sim,36.0,0.47,NYI_2009,26.0,34,37,11,79,False
2720,358,Blake Comeau,31.0,0.51,NYI_2009,26.0,34,37,11,79,False
2721,397,John Tavares,28.0,0.34,NYI_2009,26.0,34,37,11,79,False
2722,424,Dylan Reese,25.0,1.32,NYI_2009,26.0,34,37,11,79,False
2723,514,Rob Schremp,18.0,0.41,NYI_2009,26.0,34,37,11,79,False
2724,522,Trent Hunter,18.0,0.3,NYI_2009,26.0,34,37,11,79,False
2725,554,Doug Weight,16.0,0.44,NYI_2009,26.0,34,37,11,79,False
2726,581,Dustin Kohn,13.0,0.59,NYI_2009,26.0,34,37,11,79,False
2727,598,Jeff Tambellini,12.0,0.33,NYI_2009,26.0,34,37,11,79,False
2728,683,Mark Flood,5.0,0.83,NYI_2009,26.0,34,37,11,79,False
2729,724,Matt Martin,3.0,0.6,NYI_2009,26.0,34,37,11,79,False
2730,784,Jesse Joensuu,1.0,0.09,NYI_2009,26.0,34,37,11,79,False
2731,827,Joel Rechlicz,0.0,0,NYI_2009,26.0,34,37,11,79,False
2732,833,Micheal Haley,0.0,0,NYI_2009,26.0,34,37,11,79,False
2733,855,Dwayne Roloson,0.0,0,NYI_2009,26.0,34,37,11,79,False
2734,859,Anton Klementyev,0.0,0,NYI_2009,26.0,34,37,11,79,False
2735,882,Greg Mauldin,0.0,0,NYI_2009,26.0,34,37,11,79,False
2736,926,Trevor Gillies,0.0,0,NYI_2009,26.0,34,37,11,79,False
2737,933,Rick DiPietro,0.0,0,NYI_2009,26.0,34,37,11,79,False
2738,947,Martin Biron,0.0,0,NYI_2009,26.0,34,37,11,79,False
2739,44,Dan Boyle,130.0,1.71,SJ_2009,2.0,51,20,11,113,True
2740,68,Rob Blake,114.0,1.63,SJ_2009,2.0,51,20,11,113,True
2741,69,Kent Huskins,113.0,1.38,SJ_2009,2.0,51,20,11,113,True
2742,88,Marc-Edouard Vlasic,104.0,1.63,SJ_2009,2.0,51,20,11,113,True
2743,98,Douglas Murray,99.0,1.25,SJ_2009,2.0,51,20,11,113,True
2744,121,Niclas Wallin,88.0,1.26,SJ_2009,2.0,51,20,11,113,True
2745,188,Joe Pavelski,60.0,0.9,SJ_2009,2.0,51,20,11,113,True
2746,293,Jay Leach,40.0,1.14,SJ_2009,2.0,51,20,11,113,True
2747,295,Jason Demers,40.0,0.78,SJ_2009,2.0,51,20,11,113,True
2748,306,Manny Malhotra,38.0,0.54,SJ_2009,2.0,51,20,11,113,True
2749,313,Scott Nichol,36.0,0.46,SJ_2009,2.0,51,20,11,113,True
2750,323,Dany Heatley,35.0,0.43,SJ_2009,2.0,51,20,11,113,True
2751,345,Ryane Clowe,33.0,0.4,SJ_2009,2.0,51,20,11,113,True
2752,346,Patrick Marleau,33.0,0.4,SJ_2009,2.0,51,20,11,113,True
2753,365,Jed Ortmeyer,31.0,0.41,SJ_2009,2.0,51,20,11,113,True
2754,387,Joe Thornton,29.0,0.37,SJ_2009,2.0,51,20,11,113,True
2755,448,Derek Joslin,23.0,0.96,SJ_2009,2.0,51,20,11,113,True
2756,503,Torrey Mitchell,19.0,0.34,SJ_2009,2.0,51,20,11,113,True
2757,511,Devin Setoguchi,18.0,0.26,SJ_2009,2.0,51,20,11,113,True
2758,519,Jamie McGinn,18.0,0.31,SJ_2009,2.0,51,20,11,113,True
2759,620,Logan Couture,11.0,0.44,SJ_2009,2.0,51,20,11,113,True
2760,704,Joe Callahan,4.0,4,SJ_2009,2.0,51,20,11,113,True
2761,722,Benn Ferriero,3.0,0.13,SJ_2009,2.0,51,20,11,113,True
2762,753,Frazer McLaren,2.0,0.09,SJ_2009,2.0,51,20,11,113,True
2763,766,Ryan Vesce,2.0,0.22,SJ_2009,2.0,51,20,11,113,True
2764,774,Brad Staubitz,2.0,0.04,SJ_2009,2.0,51,20,11,113,True
2765,778,Dwight Helminen,1.0,0.25,SJ_2009,2.0,51,20,11,113,True
2766,802,John McCarthy,1.0,0.25,SJ_2009,2.0,51,20,11,113,True
2767,810,Steve Zalewski,1.0,0.33,SJ_2009,2.0,51,20,11,113,True
2768,865,Thomas Greiss,0.0,0,SJ_2009,2.0,51,20,11,113,True
2769,919,Evgeni Nabokov,0.0,0,SJ_2009,2.0,51,20,11,113,True
2770,45,Jeff Schultz,129.0,1.77,WAS_2009,1.0,54,15,13,121,True
2771,58,Tom Poti,121.0,1.73,WAS_2009,1.0,54,15,13,121,True
2772,87,Mike Green,105.0,1.4,WAS_2009,1.0,54,15,13,121,True
2773,90,Shaone Morrisonn,104.0,1.53,WAS_2009,1.0,54,15,13,121,True
2774,138,John Erskine,80.0,1.6,WAS_2009,1.0,54,15,13,121,True
2775,164,Joe Corvo,69.0,1.33,WAS_2009,1.0,54,15,13,121,True
2776,179,Nicklas Backstrom,62.0,0.76,WAS_2009,1.0,54,15,13,121,True
2777,220,Tyler Sloan,52.0,1.3,WAS_2009,1.0,54,15,13,121,True
2778,300,Brooks Laich,39.0,0.5,WAS_2009,1.0,54,15,13,121,True
2779,307,Dave Steckel,38.0,0.48,WAS_2009,1.0,54,15,13,121,True
2780,334,Mike Knuble,34.0,0.49,WAS_2009,1.0,54,15,13,121,True
2781,351,John Carlson,32.0,1.45,WAS_2009,1.0,54,15,13,121,True
2782,360,Brendan Morrison,31.0,0.42,WAS_2009,1.0,54,15,13,121,True
2783,376,Eric Belanger,29.0,0.38,WAS_2009,1.0,54,15,13,121,True
2784,462,Eric Fehr,21.0,0.3,WAS_2009,1.0,54,15,13,121,True
2785,469,Karl Alzner,21.0,1,WAS_2009,1.0,54,15,13,121,True
2786,474,Alexander Semin,21.0,0.29,WAS_2009,1.0,54,15,13,121,True
2787,485,Quintin Laing,20.0,0.56,WAS_2009,1.0,54,15,13,121,True
2788,493,Boyd Gordon,20.0,0.56,WAS_2009,1.0,54,15,13,121,True
2789,496,Alex Ovechkin,20.0,0.28,WAS_2009,1.0,54,15,13,121,True
2790,507,Matt Bradley,19.0,0.25,WAS_2009,1.0,54,15,13,121,True
2791,542,Tomas Fleischmann,17.0,0.25,WAS_2009,1.0,54,15,13,121,True
2792,548,Jason Chimera,16.0,0.21,WAS_2009,1.0,54,15,13,121,True
2793,652,Scott Walker,8.0,0.19,WAS_2009,1.0,54,15,13,121,True
2794,673,Mathieu Perreault,6.0,0.29,WAS_2009,1.0,54,15,13,121,True
2795,687,Jay Beagle,5.0,0.71,WAS_2009,1.0,54,15,13,121,True
2796,691,Chris Bourque,5.0,0.24,WAS_2009,1.0,54,15,13,121,True
2797,780,Alexandre Giroux,1.0,0.11,WAS_2009,1.0,54,15,13,121,True
2798,801,Andrew Gordon,1.0,0.5,WAS_2009,1.0,54,15,13,121,True
2799,857,Kyle Wilson,0.0,0,WAS_2009,1.0,54,15,13,121,True
2800,883,Michal Neuvirth,0.0,0,WAS_2009,1.0,54,15,13,121,True
2801,896,Semyon Varlamov,0.0,0,WAS_2009,1.0,54,15,13,121,True
2802,904,Keith Aucoin,0.0,0,WAS_2009,1.0,54,15,13,121,True
2803,928,Boyd Kane,0.0,0,WAS_2009,1.0,54,15,13,121,True
2804,956,Jose Theodore,0.0,0,WAS_2009,1.0,54,15,13,121,True
2805,47,Mike Weaver,127.0,1.65,STL_2009,15.0,40,32,10,90,True
2806,53,Roman Polak,124.0,1.59,STL_2009,15.0,40,32,10,90,True
2807,85,Barret Jackman,106.0,1.61,STL_2009,15.0,40,32,10,90,True
2808,101,Eric Brewer,98.0,1.66,STL_2009,15.0,40,32,10,90,True
2809,128,Darryl Sydor,85.0,1.81,STL_2009,15.0,40,32,10,90,True
2810,147,Erik Johnson,77.0,0.97,STL_2009,15.0,40,32,10,90,True
2811,173,T.J. Oshie,65.0,0.86,STL_2009,15.0,40,32,10,90,True
2812,191,David Backes,60.0,0.76,STL_2009,15.0,40,32,10,90,True
2813,221,Carlo Colaiacovo,52.0,0.78,STL_2009,15.0,40,32,10,90,True
2814,223,Jay McClement,52.0,0.63,STL_2009,15.0,40,32,10,90,True
2815,303,Alex Steen,39.0,0.57,STL_2009,15.0,40,32,10,90,True
2816,364,B.J. Crombeen,31.0,0.39,STL_2009,15.0,40,32,10,90,True
2817,396,Andy McDonald,28.0,0.35,STL_2009,15.0,40,32,10,90,True
2818,420,Paul Kariya,25.0,0.33,STL_2009,15.0,40,32,10,90,True
2819,521,Brad Boyes,18.0,0.22,STL_2009,15.0,40,32,10,90,True
2820,532,Matt D'Agostini,17.0,0.36,STL_2009,15.0,40,32,10,90,True
2821,586,Keith Tkachuk,13.0,0.19,STL_2009,15.0,40,32,10,90,True
2822,592,David Perron,12.0,0.15,STL_2009,15.0,40,32,10,90,True
2823,600,Brad Winchester,12.0,0.19,STL_2009,15.0,40,32,10,90,True
2824,616,Patrik Berglund,11.0,0.15,STL_2009,15.0,40,32,10,90,True
2825,667,Alex Pietrangelo,7.0,0.78,STL_2009,15.0,40,32,10,90,True
2826,692,Tyson Strachan,5.0,0.63,STL_2009,15.0,40,32,10,90,True
2827,741,D.J. King,2.0,0.17,STL_2009,15.0,40,32,10,90,True
2828,755,Cam Janssen,2.0,0.05,STL_2009,15.0,40,32,10,90,True
2829,773,Yan Stastny,2.0,0.5,STL_2009,15.0,40,32,10,90,True
2830,820,Lars Eller,1.0,0.14,STL_2009,15.0,40,32,10,90,True
2831,840,Derek Armstrong,0.0,0,STL_2009,15.0,40,32,10,90,True
2832,848,Ty Conklin,0.0,0,STL_2009,15.0,40,32,10,90,True
2833,877,Chris Mason,0.0,0,STL_2009,15.0,40,32,10,90,True
2834,891,Jonas Junland,0.0,0,STL_2009,15.0,40,32,10,90,True
2835,48,Matt Greene,126.0,1.68,LA_2009,9.0,46,27,9,101,True
2836,75,Rob Scuderi,109.0,1.49,LA_2009,9.0,46,27,9,101,True
2837,102,Sean O'Donnell,98.0,1.26,LA_2009,9.0,46,27,9,101,True
2838,125,Jack Johnson,86.0,1.08,LA_2009,9.0,46,27,9,101,True
2839,150,Drew Doughty,76.0,0.93,LA_2009,9.0,46,27,9,101,True
2840,172,Randy Jones,65.0,1.35,LA_2009,9.0,46,27,9,101,True
2841,181,Michal Handzus,62.0,0.77,LA_2009,9.0,46,27,9,101,True
2842,198,Davis Drewiske,59.0,1.4,LA_2009,9.0,46,27,9,101,True
2843,229,Anze Kopitar,51.0,0.62,LA_2009,9.0,46,27,9,101,True
2844,249,Jeff Halpern,47.0,0.66,LA_2009,9.0,46,27,9,101,True
2845,336,Jarret Stoll,34.0,0.47,LA_2009,9.0,46,27,9,101,True
2846,355,Wayne Simmonds,32.0,0.41,LA_2009,9.0,46,27,9,101,True
2847,382,Fredrik Modin,29.0,0.66,LA_2009,9.0,46,27,9,101,True
2848,392,Scott Parse,28.0,0.47,LA_2009,9.0,46,27,9,101,True
2849,418,Dustin Brown,25.0,0.3,LA_2009,9.0,46,27,9,101,True
2850,422,Ryan Smyth,25.0,0.37,LA_2009,9.0,46,27,9,101,True
2851,517,Peter Harrold,18.0,0.46,LA_2009,9.0,46,27,9,101,True
2852,524,Brad Richardson,17.0,0.21,LA_2009,9.0,46,27,9,101,True
2853,526,Justin Williams,17.0,0.35,LA_2009,9.0,46,27,9,101,True
2854,565,Alexander Frolov,14.0,0.17,LA_2009,9.0,46,27,9,101,True
2855,665,Oscar Moller,7.0,0.21,LA_2009,9.0,46,27,9,101,True
2856,668,Alec Martinez,7.0,1.75,LA_2009,9.0,46,27,9,101,True
2857,714,Raitis Ivanans,4.0,0.07,LA_2009,9.0,46,27,9,101,True
2858,727,Trevor Lewis,3.0,0.6,LA_2009,9.0,46,27,9,101,True
2859,739,Corey Elkins,3.0,1,LA_2009,9.0,46,27,9,101,True
2860,790,Richard Clune,1.0,0.07,LA_2009,9.0,46,27,9,101,True
2861,813,Brayden Schenn,1.0,1,LA_2009,9.0,46,27,9,101,True
2862,817,Marc-Andre Cliche,1.0,1,LA_2009,9.0,46,27,9,101,True
2863,863,Erik Ersberg,0.0,0,LA_2009,9.0,46,27,9,101,True
2864,872,Jonathan Bernier,0.0,0,LA_2009,9.0,46,27,9,101,True
2865,890,Jonathan Quick,0.0,0,LA_2009,9.0,46,27,9,101,True
2866,905,Andrei Loktionov,0.0,0,LA_2009,9.0,46,27,9,101,True
2867,57,Joni Pitkanen,122.0,1.72,CAR_2009,24.0,35,37,10,80,False
2868,65,Tim Gleason,115.0,1.89,CAR_2009,24.0,35,37,10,80,False
2869,81,Brian Pothier,107.0,1.75,CAR_2009,24.0,35,37,10,80,False
2870,119,Brett Carson,89.0,1.65,CAR_2009,24.0,35,37,10,80,False
2871,146,Alexandre Picard,77.0,1.43,CAR_2009,24.0,35,37,10,80,False
2872,234,Tom Kostopoulos,50.0,0.61,CAR_2009,24.0,35,37,10,80,False
2873,253,Jay Harrison,46.0,1.21,CAR_2009,24.0,35,37,10,80,False
2874,262,Brandon Sutter,45.0,0.63,CAR_2009,24.0,35,37,10,80,False
2875,337,Jamie McBain,34.0,2.43,CAR_2009,24.0,35,37,10,80,False
2876,359,Rod Brind'Amour,31.0,0.39,CAR_2009,24.0,35,37,10,80,False
2877,385,Pat Dwyer,29.0,0.5,CAR_2009,24.0,35,37,10,80,False
2878,405,Ray Whitney,27.0,0.34,CAR_2009,24.0,35,37,10,80,False
2879,431,Jussi Jokinen,25.0,0.31,CAR_2009,24.0,35,37,10,80,False
2880,491,Erik Cole,20.0,0.5,CAR_2009,24.0,35,37,10,80,False
2881,520,Eric Staal,18.0,0.26,CAR_2009,24.0,35,37,10,80,False
2882,525,Bryan Rodney,17.0,0.77,CAR_2009,24.0,35,37,10,80,False
2883,536,Sergei Samsonov,17.0,0.24,CAR_2009,24.0,35,37,10,80,False
2884,570,Chad LaRose,14.0,0.25,CAR_2009,24.0,35,37,10,80,False
2885,601,Tuomo Ruutu,12.0,0.22,CAR_2009,24.0,35,37,10,80,False
2886,642,Jiri Tlusty,9.0,0.45,CAR_2009,24.0,35,37,10,80,False
2887,659,Zach Boychuk,7.0,0.23,CAR_2009,24.0,35,37,10,80,False
2888,698,Casey Borer,5.0,2.5,CAR_2009,24.0,35,37,10,80,False
2889,748,Jerome Samson,2.0,0.29,CAR_2009,24.0,35,37,10,80,False
2890,762,Tim Conboy,2.0,0.17,CAR_2009,24.0,35,37,10,80,False
2891,841,Steven Goertzen,0.0,0,CAR_2009,24.0,35,37,10,80,False
2892,885,Manny Legace,0.0,0,CAR_2009,24.0,35,37,10,80,False
2893,888,Drayson Bowman,0.0,0,CAR_2009,24.0,35,37,10,80,False
2894,915,Justin Peters,0.0,0,CAR_2009,24.0,35,37,10,80,False
2895,921,Cam Ward,0.0,0,CAR_2009,24.0,35,37,10,80,False
2896,932,Oskar Osala,0.0,0,CAR_2009,24.0,35,37,10,80,False
2897,62,Mattias Ohlund,116.0,1.73,TB_2009,25.0,34,36,12,80,False
2898,63,Matt Walker,116.0,1.76,TB_2009,25.0,34,36,12,80,False
2899,79,Andrej Meszaros,108.0,1.33,TB_2009,25.0,34,36,12,80,False
2900,105,Victor Hedman,97.0,1.31,TB_2009,25.0,34,36,12,80,False
2901,116,Nate Thompson,91.0,1.28,TB_2009,25.0,34,36,12,80,False
2902,124,Mike Lundin,86.0,1.76,TB_2009,25.0,34,36,12,80,False
2903,161,Kurtis Foster,70.0,0.99,TB_2009,25.0,34,36,12,80,False
2904,288,Matt Smaby,41.0,1.24,TB_2009,25.0,34,36,12,80,False
2905,299,Martin St. Louis,40.0,0.49,TB_2009,25.0,34,36,12,80,False
2906,308,Steven Stamkos,38.0,0.46,TB_2009,25.0,34,36,12,80,False
2907,371,Alex Tanguay,30.0,0.38,TB_2009,25.0,34,36,12,80,False
2908,374,Paul Szczechura,30.0,0.58,TB_2009,25.0,34,36,12,80,False
2909,388,Stephane Veilleux,29.0,0.38,TB_2009,25.0,34,36,12,80,False
2910,449,Zenon Konopka,23.0,0.31,TB_2009,25.0,34,36,12,80,False
2911,452,David Hale,23.0,0.59,TB_2009,25.0,34,36,12,80,False
2912,457,Ryan Malone,22.0,0.32,TB_2009,25.0,34,36,12,80,False
2913,476,Vincent Lecavalier,21.0,0.26,TB_2009,25.0,34,36,12,80,False
2914,486,Steve Downie,20.0,0.25,TB_2009,25.0,34,36,12,80,False
2915,569,James Wright,14.0,0.29,TB_2009,25.0,34,36,12,80,False
2916,575,Todd Fedoruk,14.0,0.28,TB_2009,25.0,34,36,12,80,False
2917,579,Mark Parrish,13.0,0.81,TB_2009,25.0,34,36,12,80,False
2918,605,Paul Ranger,11.0,1.38,TB_2009,25.0,34,36,12,80,False
2919,618,Blair Jones,11.0,0.79,TB_2009,25.0,34,36,12,80,False
2920,633,Brandon Bochenski,10.0,0.36,TB_2009,25.0,34,36,12,80,False
2921,653,Teddy Purcell,8.0,0.13,TB_2009,25.0,34,36,12,80,False
2922,731,Matt Lashoff,3.0,0.6,TB_2009,25.0,34,36,12,80,False
2923,761,Vladimir Mihalik,2.0,0.5,TB_2009,25.0,34,36,12,80,False
2924,788,Ryan Craig,1.0,0.33,TB_2009,25.0,34,36,12,80,False
2925,795,Scott Jackson,1.0,1,TB_2009,25.0,34,36,12,80,False
2926,893,Antero Niittymaki,0.0,0,TB_2009,25.0,34,36,12,80,False
2927,910,Mike Smith,0.0,0,TB_2009,25.0,34,36,12,80,False
2928,939,Dustin Tokarski,0.0,0,TB_2009,25.0,34,36,12,80,False
2929,66,Alexander Edler,115.0,1.51,VAN_2009,5.0,49,28,5,103,True
2930,120,Andrew Alberts,89.0,1.17,VAN_2009,5.0,49,28,5,103,True
2931,127,Ryan Johnson,85.0,1.47,VAN_2009,5.0,49,28,5,103,True
2932,132,Christian Ehrhoff,82.0,1.03,VAN_2009,5.0,49,28,5,103,True
2933,141,Willie Mitchell,79.0,1.65,VAN_2009,5.0,49,28,5,103,True
2934,155,Ryan Kesler,73.0,0.89,VAN_2009,5.0,49,28,5,103,True
2935,192,Sami Salo,60.0,0.88,VAN_2009,5.0,49,28,5,103,True
2936,195,Kevin Bieksa,59.0,1.07,VAN_2009,5.0,49,28,5,103,True
2937,210,Alexandre Burrows,54.0,0.66,VAN_2009,5.0,49,28,5,103,True
2938,219,Shane O'Brien,52.0,0.8,VAN_2009,5.0,49,28,5,103,True
2939,238,Aaron Rome,49.0,1,VAN_2009,5.0,49,28,5,103,True
2940,349,Steve Bernier,32.0,0.54,VAN_2009,5.0,49,28,5,103,True
2941,415,Nolan Baumgartner,26.0,2.17,VAN_2009,5.0,49,28,5,103,True
2942,423,Rick Rypien,25.0,0.36,VAN_2009,5.0,49,28,5,103,True
2943,433,Brad Lukowich,25.0,1.92,VAN_2009,5.0,49,28,5,103,True
2944,501,Mason Raymond,19.0,0.23,VAN_2009,5.0,49,28,5,103,True
2945,509,Tanner Glass,19.0,0.28,VAN_2009,5.0,49,28,5,103,True
2946,513,Kyle Wellwood,18.0,0.24,VAN_2009,5.0,49,28,5,103,True
2947,550,Mikael Samuelsson,16.0,0.22,VAN_2009,5.0,49,28,5,103,True
2948,577,Henrik Sedin,13.0,0.16,VAN_2009,5.0,49,28,5,103,True
2949,587,Alexandre Bolduc,13.0,0.87,VAN_2009,5.0,49,28,5,103,True
2950,603,Pavol Demitra,12.0,0.43,VAN_2009,5.0,49,28,5,103,True
2951,621,Jannik Hansen,11.0,0.23,VAN_2009,5.0,49,28,5,103,True
2952,693,Matt Pettinger,5.0,0.56,VAN_2009,5.0,49,28,5,103,True
2953,712,Darcy Hordichuk,4.0,0.07,VAN_2009,5.0,49,28,5,103,True
2954,720,Daniel Sedin,3.0,0.05,VAN_2009,5.0,49,28,5,103,True
2955,781,Sergei Shirokov,1.0,0.17,VAN_2009,5.0,49,28,5,103,True
2956,783,Evan Oberg,1.0,0.5,VAN_2009,5.0,49,28,5,103,True
2957,785,Mario Bliznak,1.0,0.5,VAN_2009,5.0,49,28,5,103,True
2958,793,Michael Grabner,1.0,0.05,VAN_2009,5.0,49,28,5,103,True
2959,850,Roberto Luongo,0.0,0,VAN_2009,5.0,49,28,5,103,True
2960,870,Andrew Raycroft,0.0,0,VAN_2009,5.0,49,28,5,103,True
2961,878,Cory Schneider,0.0,0,VAN_2009,5.0,49,28,5,103,True
2962,927,Guillaume Desbiens,0.0,0,VAN_2009,5.0,49,28,5,103,True
2963,1,Josh Gorges,250.0,3.05,MON_2011,28.0,31,35,16,78,False
2964,80,P.K. Subban,113.0,1.4,MON_2011,28.0,31,35,16,78,False
2965,94,Raphael Diaz,102.0,1.73,MON_2011,28.0,31,35,16,78,False
2966,118,Alexei Emelin,88.0,1.31,MON_2011,28.0,31,35,16,78,False
2967,137,Tomas Kaberle,80.0,1.11,MON_2011,28.0,31,35,16,78,False
2968,201,Chris Campoli,59.0,1.37,MON_2011,28.0,31,35,16,78,False
2969,212,Tomas Plekanec,57.0,0.7,MON_2011,28.0,31,35,16,78,False
2970,220,Lars Eller,55.0,0.7,MON_2011,28.0,31,35,16,78,False
2971,248,David Desharnais,48.0,0.59,MON_2011,28.0,31,35,16,78,False
2972,252,Yannick Weber,47.0,0.78,MON_2011,28.0,31,35,16,78,False
2973,272,Mathieu Darche,45.0,0.74,MON_2011,28.0,31,35,16,78,False
2974,307,Travis Moen,41.0,0.85,MON_2011,28.0,31,35,16,78,False
2975,315,Max Pacioretty,39.0,0.49,MON_2011,28.0,31,35,16,78,False
2976,390,Erik Cole,30.0,0.37,MON_2011,28.0,31,35,16,78,False
2977,440,Rene Bourque,25.0,0.33,MON_2011,28.0,31,35,16,78,False
2978,494,Frederic St. Denis,21.0,1.24,MON_2011,28.0,31,35,16,78,False
2979,504,Brad Staubitz,20.0,0.32,MON_2011,28.0,31,35,16,78,False
2980,518,Louis Leblanc,18.0,0.43,MON_2011,28.0,31,35,16,78,False
2981,529,Ryan White,17.0,0.85,MON_2011,28.0,31,35,16,78,False
2982,565,Mike Blunden,15.0,0.38,MON_2011,28.0,31,35,16,78,False
2983,600,Brian Gionta,13.0,0.42,MON_2011,28.0,31,35,16,78,False
2984,604,Blake Geoffrion,13.0,0.37,MON_2011,28.0,31,35,16,78,False
2985,609,Scott Gomez,12.0,0.32,MON_2011,28.0,31,35,16,78,False
