,Rank,Player,Blocks,PerGame,UniqueID,Rk,W,L,OL,PTS,Playoffs
0,1,Francois Beauchemin,256.0,3.12,COL_2015,21.0,39,39,4,82,False
1,5,Erik Johnson,197.0,2.7,COL_2015,21.0,39,39,4,82,False
2,62,Nick Holden,118.0,1.44,COL_2015,21.0,39,39,4,82,False
3,123,Tyson Barrie,84.0,1.08,COL_2015,21.0,39,39,4,82,False
4,153,Carl Soderberg,71.0,0.87,COL_2015,21.0,39,39,4,82,False
5,170,Gabriel Landeskog,66.0,0.88,COL_2015,21.0,39,39,4,82,False
6,174,John Mitchell,65.0,0.92,COL_2015,21.0,39,39,4,82,False
7,225,Nathan MacKinnon,53.0,0.74,COL_2015,21.0,39,39,4,82,False
8,263,Jarome Iginla,45.0,0.55,COL_2015,21.0,39,39,4,82,False
9,308,Shawn Matthias,39.0,0.55,COL_2015,21.0,39,39,4,82,False
10,310,Mikhail Grigorenko,39.0,0.53,COL_2015,21.0,39,39,4,82,False
11,312,Zach Redmond,39.0,1.05,COL_2015,21.0,39,39,4,82,False
12,323,Matt Duchene,37.0,0.49,COL_2015,21.0,39,39,4,82,False
13,346,Blake Comeau,35.0,0.43,COL_2015,21.0,39,39,4,82,False
14,369,Nate Guenin,33.0,1.14,COL_2015,21.0,39,39,4,82,False
15,398,Mikkel Boedker,31.0,0.39,COL_2015,21.0,39,39,4,82,False
16,430,Cody McLeod,28.0,0.34,COL_2015,21.0,39,39,4,82,False
17,436,Andrew Bodnarchuk,27.0,0.73,COL_2015,21.0,39,39,4,82,False
18,440,Andreas Martinsen,27.0,0.49,COL_2015,21.0,39,39,4,82,False
19,472,Jack Skille,25.0,0.34,COL_2015,21.0,39,39,4,82,False
20,493,Eric Gelinas,23.0,0.58,COL_2015,21.0,39,39,4,82,False
21,534,Brandon Gormley,19.0,0.73,COL_2015,21.0,39,39,4,82,False
22,578,Chris Bigras,17.0,0.55,COL_2015,21.0,39,39,4,82,False
23,583,Nikita Zadorov,16.0,0.73,COL_2015,21.0,39,39,4,82,False
24,625,Dennis Everberg,12.0,0.8,COL_2015,21.0,39,39,4,82,False
25,636,Mikko Rantanen,11.0,1.22,COL_2015,21.0,39,39,4,82,False
26,687,Brad Stuart,7.0,1.17,COL_2015,21.0,39,39,4,82,False
27,735,Ben Street,4.0,0.57,COL_2015,21.0,39,39,4,82,False
28,743,Andrew Agozzino,4.0,0.44,COL_2015,21.0,39,39,4,82,False
29,772,Borna Rendulic,3.0,1,COL_2015,21.0,39,39,4,82,False
30,861,Calvin Pickard,0.0,0,COL_2015,21.0,39,39,4,82,False
31,865,Roman Will,0.0,0,COL_2015,21.0,39,39,4,82,False
32,877,Reto Berra,0.0,0,COL_2015,21.0,39,39,4,82,False
33,945,Semyon Varlamov,0.0,0,COL_2015,21.0,39,39,4,82,False
34,962,Taylor Beck,0.0,0,COL_2015,21.0,39,39,4,82,False
35,2,Kris Russell,210.0,3.39,DAL_2015,2.0,50,23,9,109,True
36,13,Johnny Oduya,172.0,2.1,DAL_2015,2.0,50,23,9,109,True
37,106,Jordie Benn,94.0,1.47,DAL_2015,2.0,50,23,9,109,True
38,142,Jason Demers,73.0,1.18,DAL_2015,2.0,50,23,9,109,True
39,159,John Klingberg,68.0,0.89,DAL_2015,2.0,50,23,9,109,True
40,196,Antoine Roussel,58.0,0.73,DAL_2015,2.0,50,23,9,109,True
41,218,Jamie Benn,55.0,0.67,DAL_2015,2.0,50,23,9,109,True
42,229,Colton Sceviour,52.0,0.73,DAL_2015,2.0,50,23,9,109,True
43,251,Cody Eakin,47.0,0.57,DAL_2015,2.0,50,23,9,109,True
44,252,Patrik Nemeth,47.0,1.24,DAL_2015,2.0,50,23,9,109,True
45,304,Vernon Fiddler,39.0,0.48,DAL_2015,2.0,50,23,9,109,True
46,372,Valeri Nichushkin,33.0,0.42,DAL_2015,2.0,50,23,9,109,True
47,384,Radek Faksa,33.0,0.73,DAL_2015,2.0,50,23,9,109,True
48,423,Jamie Oleksiak,29.0,1.53,DAL_2015,2.0,50,23,9,109,True
49,443,Tyler Seguin,27.0,0.38,DAL_2015,2.0,50,23,9,109,True
50,454,Ales Hemsky,26.0,0.35,DAL_2015,2.0,50,23,9,109,True
51,480,Patrick Sharp,24.0,0.32,DAL_2015,2.0,50,23,9,109,True
52,517,Mattias Janmark,21.0,0.29,DAL_2015,2.0,50,23,9,109,True
53,521,Stephen Johns,21.0,1.5,DAL_2015,2.0,50,23,9,109,True
54,524,Patrick Eaves,20.0,0.37,DAL_2015,2.0,50,23,9,109,True
55,530,Jason Spezza,20.0,0.27,DAL_2015,2.0,50,23,9,109,True
56,619,Travis Moen,13.0,0.57,DAL_2015,2.0,50,23,9,109,True
57,664,Esa Lindell,9.0,2.25,DAL_2015,2.0,50,23,9,109,True
58,773,Brett Ritchie,3.0,0.38,DAL_2015,2.0,50,23,9,109,True
59,810,Curtis McKenzie,1.0,0.33,DAL_2015,2.0,50,23,9,109,True
60,838,Jason Dickinson,1.0,1,DAL_2015,2.0,50,23,9,109,True
61,876,Antti Niemi,0.0,0,DAL_2015,2.0,50,23,9,109,True
62,883,Devin Shore,0.0,0,DAL_2015,2.0,50,23,9,109,True
63,892,Kari Lehtonen,0.0,0,DAL_2015,2.0,50,23,9,109,True
65,3,Karl Alzner,207.0,2.52,WAS_2015,1.0,56,18,8,120,True
66,30,Matt Niskanen,145.0,1.77,WAS_2015,1.0,56,18,8,120,True
67,66,John Carlson,114.0,2.04,WAS_2015,1.0,56,18,8,120,True
68,71,Nate Schmidt,111.0,1.54,WAS_2015,1.0,56,18,8,120,True
69,93,Brooks Orpik,102.0,2.49,WAS_2015,1.0,56,18,8,120,True
70,181,T.J. Oshie,62.0,0.78,WAS_2015,1.0,56,18,8,120,True
71,184,Dmitry Orlov,61.0,0.74,WAS_2015,1.0,56,18,8,120,True
72,186,Mike Weber,61.0,1.36,WAS_2015,1.0,56,18,8,120,True
73,199,Taylor Chorney,58.0,1.05,WAS_2015,1.0,56,18,8,120,True
74,238,Nicklas Backstrom,50.0,0.67,WAS_2015,1.0,56,18,8,120,True
75,245,Tom Wilson,48.0,0.59,WAS_2015,1.0,56,18,8,120,True
76,256,Daniel Winnik,46.0,0.61,WAS_2015,1.0,56,18,8,120,True
77,277,Justin Williams,43.0,0.52,WAS_2015,1.0,56,18,8,120,True
78,359,Alex Ovechkin,34.0,0.43,WAS_2015,1.0,56,18,8,120,True
79,420,Evgeny Kuznetsov,29.0,0.35,WAS_2015,1.0,56,18,8,120,True
80,478,Jay Beagle,24.0,0.42,WAS_2015,1.0,56,18,8,120,True
81,484,Andre Burakovsky,24.0,0.3,WAS_2015,1.0,56,18,8,120,True
82,485,Marcus Johansson,24.0,0.32,WAS_2015,1.0,56,18,8,120,True
83,551,Mike Richards,19.0,0.49,WAS_2015,1.0,56,18,8,120,True
84,610,Jason Chimera,13.0,0.16,WAS_2015,1.0,56,18,8,120,True
85,655,Michael Latta,10.0,0.23,WAS_2015,1.0,56,18,8,120,True
86,689,Aaron Ness,7.0,0.88,WAS_2015,1.0,56,18,8,120,True
87,701,Zach Sill,6.0,0.6,WAS_2015,1.0,56,18,8,120,True
88,746,Chandler Stephenson,4.0,0.44,WAS_2015,1.0,56,18,8,120,True
89,750,Stanislav Galiev,4.0,0.17,WAS_2015,1.0,56,18,8,120,True
90,791,Sean Collins,2.0,1,WAS_2015,1.0,56,18,8,120,True
91,831,Paul Carey,1.0,0.25,WAS_2015,1.0,56,18,8,120,True
92,878,Braden Holtby,0.0,0,WAS_2015,1.0,56,18,8,120,True
93,902,Philipp Grubauer,0.0,0,WAS_2015,1.0,56,18,8,120,True
94,986,Ryan Stanton,0.0,0,WAS_2015,1.0,56,18,8,120,True
95,4,Calvin de Haan,198.0,2.75,NYI_2015,10.0,45,27,10,100,True
96,34,Johnny Boychuk,140.0,2,NYI_2015,10.0,45,27,10,100,True
97,44,Travis Hamonic,128.0,1.78,NYI_2015,10.0,45,27,10,100,True
98,109,Frans Nielsen,92.0,1.14,NYI_2015,10.0,45,27,10,100,True
99,112,Thomas Hickey,90.0,1.45,NYI_2015,10.0,45,27,10,100,True
100,121,Nick Leddy,87.0,1.07,NYI_2015,10.0,45,27,10,100,True
101,163,Marek Zidlicky,68.0,1.28,NYI_2015,10.0,45,27,10,100,True
102,175,Brian Strait,65.0,1.25,NYI_2015,10.0,45,27,10,100,True
103,180,Casey Cizikas,62.0,0.78,NYI_2015,10.0,45,27,10,100,True
104,235,Nikolay Kulemin,50.0,0.62,NYI_2015,10.0,45,27,10,100,True
105,236,Brock Nelson,50.0,0.62,NYI_2015,10.0,45,27,10,100,True
106,311,Kyle Okposo,39.0,0.49,NYI_2015,10.0,45,27,10,100,True
107,364,Cal Clutterbuck,34.0,0.44,NYI_2015,10.0,45,27,10,100,True
108,404,Anders Lee,31.0,0.39,NYI_2015,10.0,45,27,10,100,True
109,419,John Tavares,29.0,0.37,NYI_2015,10.0,45,27,10,100,True
110,451,Mikhail Grabovski,26.0,0.45,NYI_2015,10.0,45,27,10,100,True
111,459,Josh Bailey,25.0,0.31,NYI_2015,10.0,45,27,10,100,True
112,476,Matt Martin,24.0,0.3,NYI_2015,10.0,45,27,10,100,True
113,544,Ryan Strome,19.0,0.27,NYI_2015,10.0,45,27,10,100,True
114,580,Adam Pelech,16.0,1.78,NYI_2015,10.0,45,27,10,100,True
115,596,Scott Mayfield,15.0,2.5,NYI_2015,10.0,45,27,10,100,True
116,605,Shane Prince,14.0,0.23,NYI_2015,10.0,45,27,10,100,True
117,618,Steve Bernier,13.0,0.54,NYI_2015,10.0,45,27,10,100,True
118,633,Ryan Pulock,11.0,0.73,NYI_2015,10.0,45,27,10,100,True
119,775,Alan Quine,3.0,1.5,NYI_2015,10.0,45,27,10,100,True
120,798,Bracken Kearns,2.0,1,NYI_2015,10.0,45,27,10,100,True
121,847,Thomas Greiss,0.0,0,NYI_2015,10.0,45,27,10,100,True
122,851,Christopher Gibson,0.0,0,NYI_2015,10.0,45,27,10,100,True
123,860,Eric Boulton,0.0,0,NYI_2015,10.0,45,27,10,100,True
124,870,Jaroslav Halak,0.0,0,NYI_2015,10.0,45,27,10,100,True
125,920,Ross Johnston,0.0,0,NYI_2015,10.0,45,27,10,100,True
126,930,Jean-Francois Berube,0.0,0,NYI_2015,10.0,45,27,10,100,True
128,6,Dan Girardi,195.0,2.64,NYR_2015,9.0,46,27,9,101,True
129,22,Kevin Klein,155.0,2.25,NYR_2015,9.0,46,27,9,101,True
130,37,Ryan McDonagh,138.0,1.89,NYR_2015,9.0,46,27,9,101,True
131,58,Marc Staal,120.0,1.56,NYR_2015,9.0,46,27,9,101,True
132,83,Dan Boyle,105.0,1.42,NYR_2015,9.0,46,27,9,101,True
133,158,Mats Zuccarello,69.0,0.85,NYR_2015,9.0,46,27,9,101,True
134,160,Keith Yandle,68.0,0.83,NYR_2015,9.0,46,27,9,101,True
135,216,Jesper Fast,55.0,0.7,NYR_2015,9.0,46,27,9,101,True
136,246,J.T. Miller,48.0,0.59,NYR_2015,9.0,46,27,9,101,True
137,307,Derek Stepan,39.0,0.54,NYR_2015,9.0,46,27,9,101,True
138,330,Oscar Lindberg,36.0,0.53,NYR_2015,9.0,46,27,9,101,True
139,352,Dominic Moore,35.0,0.44,NYR_2015,9.0,46,27,9,101,True
140,353,Dylan McIlrath,35.0,1.03,NYR_2015,9.0,46,27,9,101,True
141,380,Eric Staal,33.0,0.4,NYR_2015,9.0,46,27,9,101,True
142,381,Chris Kreider,33.0,0.42,NYR_2015,9.0,46,27,9,101,True
143,385,Viktor Stalberg,33.0,0.44,NYR_2015,9.0,46,27,9,101,True
144,483,Rick Nash,24.0,0.4,NYR_2015,9.0,46,27,9,101,True
145,494,Kevin Hayes,23.0,0.29,NYR_2015,9.0,46,27,9,101,True
146,501,Derick Brassard,23.0,0.29,NYR_2015,9.0,46,27,9,101,True
147,564,Tanner Glass,18.0,0.32,NYR_2015,9.0,46,27,9,101,True
148,630,Brady Skjei,11.0,1.57,NYR_2015,9.0,46,27,9,101,True
149,662,Daniel Paille,9.0,0.75,NYR_2015,9.0,46,27,9,101,True
150,813,Marek Hrivik,1.0,0.2,NYR_2015,9.0,46,27,9,101,True
151,818,Jayson Megna,1.0,0.17,NYR_2015,9.0,46,27,9,101,True
152,835,Chris Summers,1.0,0.33,NYR_2015,9.0,46,27,9,101,True
153,912,Chris Brown,0.0,0,NYR_2015,9.0,46,27,9,101,True
154,940,Antti Raanta,0.0,0,NYR_2015,9.0,46,27,9,101,True
155,941,Magnus Hellberg,0.0,0,NYR_2015,9.0,46,27,9,101,True
156,973,Henrik Lundqvist,0.0,0,NYR_2015,9.0,46,27,9,101,True
157,7,Mark Giordano,193.0,2.35,CGY_2015,26.0,35,40,7,77,False
158,76,Deryk Engelland,107.0,1.55,CGY_2015,26.0,35,40,7,77,False
159,78,Dougie Hamilton,106.0,1.29,CGY_2015,26.0,35,40,7,77,False
160,89,T.J. Brodie,104.0,1.49,CGY_2015,26.0,35,40,7,77,False
161,132,Dennis Wideman,77.0,1.51,CGY_2015,26.0,35,40,7,77,False
162,169,Jyrki Jokipakka,66.0,1.14,CGY_2015,26.0,35,40,7,77,False
163,230,Mikael Backlund,51.0,0.62,CGY_2015,26.0,35,40,7,77,False
164,262,Matt Stajan,45.0,0.56,CGY_2015,26.0,35,40,7,77,False
165,268,Michael Frolik,44.0,0.69,CGY_2015,26.0,35,40,7,77,False
166,281,Lance Bouma,42.0,0.95,CGY_2015,26.0,35,40,7,77,False
167,320,Sean Monahan,37.0,0.46,CGY_2015,26.0,35,40,7,77,False
168,378,Ladislav Smid,33.0,1.5,CGY_2015,26.0,35,40,7,77,False
169,388,Josh Jooris,33.0,0.56,CGY_2015,26.0,35,40,7,77,False
170,392,Sam Bennett,32.0,0.42,CGY_2015,26.0,35,40,7,77,False
171,429,Joe Colborne,28.0,0.38,CGY_2015,26.0,35,40,7,77,False
172,467,Brandon Bollig,25.0,0.46,CGY_2015,26.0,35,40,7,77,False
173,499,Jakub Nakladal,23.0,0.85,CGY_2015,26.0,35,40,7,77,False
174,509,Micheal Ferland,22.0,0.31,CGY_2015,26.0,35,40,7,77,False
175,574,Garnet Hathaway,17.0,1.21,CGY_2015,26.0,35,40,7,77,False
176,579,Tyler Wotherspoon,16.0,1.45,CGY_2015,26.0,35,40,7,77,False
177,634,Derek Grant,11.0,0.73,CGY_2015,26.0,35,40,7,77,False
178,651,Johnny Gaudreau,10.0,0.13,CGY_2015,26.0,35,40,7,77,False
179,692,Mason Raymond,7.0,0.24,CGY_2015,26.0,35,40,7,77,False
180,756,Brett Kulak,3.0,0.38,CGY_2015,26.0,35,40,7,77,False
181,766,Hunter Shinkaruk,3.0,0.38,CGY_2015,26.0,35,40,7,77,False
182,799,Freddie Hamilton,2.0,0.5,CGY_2015,26.0,35,40,7,77,False
183,801,Patrick Sieloff,2.0,2,CGY_2015,26.0,35,40,7,77,False
184,816,Drew Shore,1.0,0.5,CGY_2015,26.0,35,40,7,77,False
185,821,Oliver Kylington,1.0,1,CGY_2015,26.0,35,40,7,77,False
186,828,Emile Poirier,1.0,0.5,CGY_2015,26.0,35,40,7,77,False
187,926,Turner Elson,0.0,0,CGY_2015,26.0,35,40,7,77,False
188,954,Jonas Hiller,0.0,0,CGY_2015,26.0,35,40,7,77,False
189,957,Joni Ortio,0.0,0,CGY_2015,26.0,35,40,7,77,False
190,965,Karri Ramo,0.0,0,CGY_2015,26.0,35,40,7,77,False
191,968,Kenny Agostino,0.0,0,CGY_2015,26.0,35,40,7,77,False
192,983,Niklas Backstrom,0.0,0,CGY_2015,26.0,35,40,7,77,False
193,8,Roman Josi,185.0,2.28,NSH_2015,14.0,41,27,14,96,True
194,17,Shea Weber,160.0,2.05,NSH_2015,14.0,41,27,14,96,True
195,80,Mattias Ekholm,106.0,1.29,NSH_2015,14.0,41,27,14,96,True
196,96,Ryan Ellis,100.0,1.27,NSH_2015,14.0,41,27,14,96,True
197,122,Barret Jackman,86.0,1.18,NSH_2015,14.0,41,27,14,96,True
198,136,Mike Fisher,74.0,1.06,NSH_2015,14.0,41,27,14,96,True
199,261,Austin Watson,45.0,0.79,NSH_2015,14.0,41,27,14,96,True
200,285,Anthony Bitetto,41.0,1.46,NSH_2015,14.0,41,27,14,96,True
201,290,Filip Forsberg,41.0,0.5,NSH_2015,14.0,41,27,14,96,True
202,347,Viktor Arvidsson,35.0,0.63,NSH_2015,14.0,41,27,14,96,True
203,387,Paul Gaustad,33.0,0.52,NSH_2015,14.0,41,27,14,96,True
204,400,James Neal,31.0,0.38,NSH_2015,14.0,41,27,14,96,True
205,408,Miikka Salomaki,30.0,0.49,NSH_2015,14.0,41,27,14,96,True
206,415,Ryan Johansen,30.0,0.38,NSH_2015,14.0,41,27,14,96,True
207,452,Petter Granberg,26.0,0.96,NSH_2015,14.0,41,27,14,96,True
208,453,Eric Nystrom,26.0,0.57,NSH_2015,14.0,41,27,14,96,True
209,458,Colin Wilson,25.0,0.39,NSH_2015,14.0,41,27,14,96,True
210,477,Calle Jarnkrok,24.0,0.3,NSH_2015,14.0,41,27,14,96,True
211,508,Gabriel Bourque,22.0,1,NSH_2015,14.0,41,27,14,96,True
212,525,Mike Ribeiro,20.0,0.25,NSH_2015,14.0,41,27,14,96,True
213,533,Colton Sissons,20.0,0.59,NSH_2015,14.0,41,27,14,96,True
214,556,Craig Smith,18.0,0.22,NSH_2015,14.0,41,27,14,96,True
215,565,Stefan Elliott,18.0,0.86,NSH_2015,14.0,41,27,14,96,True
216,672,Cody Bass,8.0,0.47,NSH_2015,14.0,41,27,14,96,True
217,700,Cody Hodgson,6.0,0.15,NSH_2015,14.0,41,27,14,96,True
218,787,Kevin Fiala,2.0,0.4,NSH_2015,14.0,41,27,14,96,True
219,819,Corey Potter,1.0,1,NSH_2015,14.0,41,27,14,96,True
220,875,Carter Hutton,0.0,0,NSH_2015,14.0,41,27,14,96,True
221,907,Pekka Rinne,0.0,0,NSH_2015,14.0,41,27,14,96,True
222,946,Juuse Saros,0.0,0,NSH_2015,14.0,41,27,14,96,True
223,9,Alec Martinez,182.0,2.33,LA_2015,8.0,48,28,6,102,True
224,40,Jake Muzzin,135.0,1.65,LA_2015,8.0,48,28,6,102,True
225,81,Luke Schenn,106.0,1.47,LA_2015,8.0,48,28,6,102,True
226,87,Drew Doughty,105.0,1.28,LA_2015,8.0,48,28,6,102,True
227,104,Brayden McNabb,95.0,1.17,LA_2015,8.0,48,28,6,102,True
228,135,Rob Scuderi,75.0,1.19,LA_2015,8.0,48,28,6,102,True
229,172,Anze Kopitar,65.0,0.8,LA_2015,8.0,48,28,6,102,True
230,309,Jeff Carter,39.0,0.51,LA_2015,8.0,48,28,6,102,True
231,317,Jamie McBain,38.0,0.86,LA_2015,8.0,48,28,6,102,True
232,360,Tanner Pearson,34.0,0.43,LA_2015,8.0,48,28,6,102,True
233,390,Kris Versteeg,32.0,0.42,LA_2015,8.0,48,28,6,102,True
234,431,Trevor Lewis,28.0,0.37,LA_2015,8.0,48,28,6,102,True
235,512,Milan Lucic,22.0,0.27,LA_2015,8.0,48,28,6,102,True
236,513,Vincent Lecavalier,22.0,0.45,LA_2015,8.0,48,28,6,102,True
237,529,Dustin Brown,20.0,0.24,LA_2015,8.0,48,28,6,102,True
238,536,Tyler Toffoli,19.0,0.23,LA_2015,8.0,48,28,6,102,True
239,573,Marian Gaborik,17.0,0.31,LA_2015,8.0,48,28,6,102,True
240,576,Nick Shore,17.0,0.25,LA_2015,8.0,48,28,6,102,True
241,629,Kyle Clifford,11.0,0.2,LA_2015,8.0,48,28,6,102,True
242,638,Andy Andreoff,11.0,0.18,LA_2015,8.0,48,28,6,102,True
243,653,Michael Mersch,10.0,0.59,LA_2015,8.0,48,28,6,102,True
244,673,Jordan Nolan,8.0,0.15,LA_2015,8.0,48,28,6,102,True
245,685,Derek Forbort,7.0,0.5,LA_2015,8.0,48,28,6,102,True
246,713,Dwight King,6.0,0.13,LA_2015,8.0,48,28,6,102,True
247,731,Kevin Gravel,4.0,0.8,LA_2015,8.0,48,28,6,102,True
248,805,Jeff Schultz,2.0,2,LA_2015,8.0,48,28,6,102,True
249,815,Matt Greene,1.0,0.33,LA_2015,8.0,48,28,6,102,True
250,893,Peter Budaj,0.0,0,LA_2015,8.0,48,28,6,102,True
251,916,Nic Dowd,0.0,0,LA_2015,8.0,48,28,6,102,True
252,963,Jhonas Enroth,0.0,0,LA_2015,8.0,48,28,6,102,True
253,974,Jonathan Quick,0.0,0,LA_2015,8.0,48,28,6,102,True
255,10,Jacob Trouba,177.0,2.19,WPG_2015,24.0,35,39,8,78,False
256,59,Mark Stuart,120.0,1.88,WPG_2015,24.0,35,39,8,78,False
257,82,Dustin Byfuglien,105.0,1.3,WPG_2015,24.0,35,39,8,78,False
258,86,Ben Chiarot,105.0,1.5,WPG_2015,24.0,35,39,8,78,False
259,102,Toby Enstrom,96.0,1.33,WPG_2015,24.0,35,39,8,78,False
260,103,Tyler Myers,95.0,1.3,WPG_2015,24.0,35,39,8,78,False
261,211,Blake Wheeler,56.0,0.68,WPG_2015,24.0,35,39,8,78,False
262,244,Adam Lowry,48.0,0.65,WPG_2015,24.0,35,39,8,78,False
263,335,Mark Scheifele,36.0,0.51,WPG_2015,24.0,35,39,8,78,False
264,350,Alex Burmistrov,35.0,0.43,WPG_2015,24.0,35,39,8,78,False
265,377,Mathieu Perreault,33.0,0.46,WPG_2015,24.0,35,39,8,78,False
266,394,Chris Thorburn,32.0,0.39,WPG_2015,24.0,35,39,8,78,False
267,465,Nikolaj Ehlers,25.0,0.35,WPG_2015,24.0,35,39,8,78,False
268,507,Bryan Little,22.0,0.39,WPG_2015,24.0,35,39,8,78,False
269,531,Joel Armia,20.0,0.47,WPG_2015,24.0,35,39,8,78,False
270,563,Andrew Copp,18.0,0.23,WPG_2015,24.0,35,39,8,78,False
271,597,Drew Stafford,15.0,0.19,WPG_2015,24.0,35,39,8,78,False
272,601,Marko Dano,15.0,0.44,WPG_2015,24.0,35,39,8,78,False
273,608,Paul Postma,14.0,0.54,WPG_2015,24.0,35,39,8,78,False
274,627,Matt Halischuk,11.0,0.37,WPG_2015,24.0,35,39,8,78,False
275,671,Julian Melchiori,9.0,0.82,WPG_2015,24.0,35,39,8,78,False
276,738,Nic Petan,4.0,0.15,WPG_2015,24.0,35,39,8,78,False
277,742,Anthony Peluso,4.0,0.11,WPG_2015,24.0,35,39,8,78,False
278,785,Josh Morrissey,2.0,2,WPG_2015,24.0,35,39,8,78,False
279,788,Brandon Tanev,2.0,0.67,WPG_2015,24.0,35,39,8,78,False
280,790,Scott Kosmachuk,2.0,0.25,WPG_2015,24.0,35,39,8,78,False
281,795,J.C. Lipon,2.0,0.22,WPG_2015,24.0,35,39,8,78,False
282,873,Ondrej Pavelec,0.0,0,WPG_2015,24.0,35,39,8,78,False
283,885,Michael Hutchinson,0.0,0,WPG_2015,24.0,35,39,8,78,False
284,908,Chase De Leo,0.0,0,WPG_2015,24.0,35,39,8,78,False
285,919,Patrice Cormier,0.0,0,WPG_2015,24.0,35,39,8,78,False
286,944,Connor Hellebuyck,0.0,0,WPG_2015,24.0,35,39,8,78,False
287,11,Erik Karlsson,175.0,2.13,OTT_2015,19.0,38,35,9,85,False
288,42,Cody Ceci,130.0,1.73,OTT_2015,19.0,38,35,9,85,False
289,99,Mark Borowiecki,99.0,1.57,OTT_2015,19.0,38,35,9,85,False
290,111,Marc Methot,90.0,1.3,OTT_2015,19.0,38,35,9,85,False
291,115,Dion Phaneuf,89.0,1.25,OTT_2015,19.0,38,35,9,85,False
292,146,Chris Wideman,71.0,1.11,OTT_2015,19.0,38,35,9,85,False
293,189,Jean-Gabriel Pageau,60.0,0.73,OTT_2015,19.0,38,35,9,85,False
294,210,Patrick Wiercioch,56.0,1.08,OTT_2015,19.0,38,35,9,85,False
295,219,Mark Stone,54.0,0.72,OTT_2015,19.0,38,35,9,85,False
296,250,Curtis Lazar,47.0,0.62,OTT_2015,19.0,38,35,9,85,False
297,274,Mika Zibanejad,43.0,0.53,OTT_2015,19.0,38,35,9,85,False
298,397,Kyle Turris,31.0,0.54,OTT_2015,19.0,38,35,9,85,False
299,417,Fredrik Claesson,30.0,1.88,OTT_2015,19.0,38,35,9,85,False
300,421,Mike Hoffman,29.0,0.37,OTT_2015,19.0,38,35,9,85,False
301,433,Alex Chiasson,28.0,0.36,OTT_2015,19.0,38,35,9,85,False
302,456,Zack Smith,26.0,0.32,OTT_2015,19.0,38,35,9,85,False
303,482,Bobby Ryan,24.0,0.3,OTT_2015,19.0,38,35,9,85,False
304,526,Michael Kostka,20.0,1.33,OTT_2015,19.0,38,35,9,85,False
305,624,Chris Neil,12.0,0.15,OTT_2015,19.0,38,35,9,85,False
306,637,Max McCormick,11.0,0.55,OTT_2015,19.0,38,35,9,85,False
307,639,Scott Gomez,10.0,0.29,OTT_2015,19.0,38,35,9,85,False
308,642,Matt Puempel,10.0,0.38,OTT_2015,19.0,38,35,9,85,False
309,667,Nick Paul,9.0,0.38,OTT_2015,19.0,38,35,9,85,False
310,690,Dave Dziurzynski,7.0,0.5,OTT_2015,19.0,38,35,9,85,False
311,696,Ben Harpur,7.0,1.4,OTT_2015,19.0,38,35,9,85,False
312,698,Phil Varone,6.0,1,OTT_2015,19.0,38,35,9,85,False
313,741,Ryan Dzingel,4.0,0.13,OTT_2015,19.0,38,35,9,85,False
314,826,Buddy Robinson,1.0,0.33,OTT_2015,19.0,38,35,9,85,False
315,845,Clarke MacArthur,1.0,0.25,OTT_2015,19.0,38,35,9,85,False
316,895,Matthew O'Connor,0.0,0,OTT_2015,19.0,38,35,9,85,False
317,921,Andrew Hammond,0.0,0,OTT_2015,19.0,38,35,9,85,False
318,929,Chris Driedger,0.0,0,OTT_2015,19.0,38,35,9,85,False
319,972,Michael Keranen,0.0,0,OTT_2015,19.0,38,35,9,85,False
320,980,Craig Anderson,0.0,0,OTT_2015,19.0,38,35,9,85,False
322,12,Nick Schultz,174.0,2.15,PHI_2015,13.0,41,27,14,96,True
323,20,Radko Gudas,157.0,2.07,PHI_2015,13.0,41,27,14,96,True
324,90,Michael Del Zotto,104.0,2,PHI_2015,13.0,41,27,14,96,True
325,113,Mark Streit,90.0,1.45,PHI_2015,13.0,41,27,14,96,True
326,144,Andrew MacDonald,72.0,2.57,PHI_2015,13.0,41,27,14,96,True
327,188,Pierre-Edouard Bellemare,61.0,0.82,PHI_2015,13.0,41,27,14,96,True
328,190,Matt Read,60.0,0.76,PHI_2015,13.0,41,27,14,96,True
329,191,Chris VandeVelde,60.0,0.76,PHI_2015,13.0,41,27,14,96,True
330,194,Shayne Gostisbehere,59.0,0.92,PHI_2015,13.0,41,27,14,96,True
331,202,Brandon Manning,57.0,1.02,PHI_2015,13.0,41,27,14,96,True
332,233,Ryan White,51.0,0.7,PHI_2015,13.0,41,27,14,96,True
333,266,Wayne Simmonds,44.0,0.54,PHI_2015,13.0,41,27,14,96,True
334,336,Claude Giroux,36.0,0.46,PHI_2015,13.0,41,27,14,96,True
335,356,Jakub Voracek,34.0,0.47,PHI_2015,13.0,41,27,14,96,True
336,362,Michael Raffl,34.0,0.41,PHI_2015,13.0,41,27,14,96,True
337,366,Evgeny Medvedev,34.0,0.76,PHI_2015,13.0,41,27,14,96,True
338,412,Brayden Schenn,30.0,0.38,PHI_2015,13.0,41,27,14,96,True
339,413,Sean Couturier,30.0,0.48,PHI_2015,13.0,41,27,14,96,True
340,418,Scott Laughton,29.0,0.41,PHI_2015,13.0,41,27,14,96,True
341,570,Nick Cousins,17.0,0.47,PHI_2015,13.0,41,27,14,96,True
