Rank,Player,Team,Blocks,PerGame
683,Ben Maxwell,WPG,6,0.4
684,Jimmy Hayes,CHI,6,0.19
685,Linus Omark,EDM,6,0.43
686,Andrei Loktionov,LA,6,0.15
687,Joakim Lindstrom,COL,6,0.38
688,Trent Hunter,LA,6,0.16
689,Kyle Palmieri,ANH,6,0.33
690,Tomas Holmstrom,DET,6,0.08
691,T.J. Brennan,BUF,6,0.55
692,Kevin Westgarth,LA,6,0.24
693,Jody Shelley,PHI,6,0.2
694,Doug Janik,DET,6,0.67
695,Ethan Moreau,LA,6,0.21
696,Colby Armstrong,TOR,5,0.17
697,Pierre-Cedric Labrie,TB,5,0.36
698,Alexander Radulov,NSH,5,0.56
699,Kris Fredheim,MIN,5,1.67
700,Wojtek Wolski,FLA,5,0.16
701,Davis Drewiske,LA,5,0.56
702,Niclas Bergfors,NSH,5,0.45
703,Jerome Samson,CAR,5,0.31
704,Brandon Segal,TB,5,0.5
705,Matt Kassian,MIN,5,0.21
706,Mika Zibanejad,OTT,5,0.56
707,Chad Rau,MIN,5,0.56
708,Dwight King,LA,5,0.19
709,Ben Smith,CHI,5,0.38
710,Tomas Kubalik,CLS,5,0.63
711,Jaden Schwartz,STL,5,0.71
712,Matt Walker,PHI,5,1.25
713,Jay Rosehill,TOR,5,0.16
714,Joe Piskula,CGY,5,1
715,Nazem Kadri,TOR,5,0.24
716,Tim Sestito,NJ,5,0.28
717,Andreas Engqvist,MON,5,0.42
718,Stephane Veilleux,MIN,5,0.23
719,Andy McDonald,STL,5,0.2
720,Maxime Macenauer,WPG,4,0.14
721,Ben Holmstrom,PHI,4,0.8
722,Jordan Nolan,LA,4,0.15
723,Kevin Marshall,WAS,4,0.4
724,Zac Dalpe,CAR,4,0.25
725,Tomas Kundratek,WAS,4,0.8
726,Dane Byers,CLS,4,0.5
727,Kenndal McArdle,WPG,4,0.44
728,Erik Christensen,MIN,4,0.08
729,Torey Krug,BOS,4,2
730,Cade Fairchild,STL,4,0.8
731,Patrick O'Sullivan,PHO,4,0.17
732,Scott Parse,LA,4,0.44
733,Zach Hamill,WAS,4,0.25
734,Aaron Gagnon,WPG,4,0.57
735,Taylor Chorney,EDM,4,0.8
736,Chris Porter,STL,4,0.09
737,Matt Donovan,NYI,4,1.33
738,David McIntyre,MIN,3,0.43
739,Rob Klinkhammer,OTT,3,0.2
740,Cam Janssen,NJ,3,0.06
741,Travis Zajac,NJ,3,0.2
742,Chris VandeVelde,EDM,3,0.6
743,Maksim Mayorov,CLS,3,0.3
744,Chris Conner,DET,3,0.38
745,Adam Cracknell,STL,3,1.5
746,Lane MacDermid,BOS,3,0.6
747,J.T. Brown,TB,3,0.6
748,Peter Regin,OTT,3,0.3
749,Mattias Ekholm,NSH,3,1.5
750,Brian McGrattan,NSH,3,0.1
751,Brett Festerling,WPG,3,0.6
752,Guillaume Latendresse,MIN,3,0.19
753,Brenden Dillon,DAL,3,3
754,Ryan Garbutt,DAL,3,0.15
755,Paul Szczechura,BUF,3,0.33
756,Brad Mills,NJ,3,0.11
757,Mats Zuccarello,NYR,3,0.3
758,Dalton Prout,CLS,3,0.6
759,Trent Whitfield,BOS,3,3
760,Mark Fraser,TOR,3,0.75
761,Brandon Pirri,CHI,2,0.4
762,Bill Sweatt,VAN,2,1
763,Jason Zucker,MIN,2,0.33
764,Bobby Sanguinetti,CAR,2,0.67
765,Jeff Taffe,MIN,2,0.4
766,Mat Clark,ANH,2,1
767,Clay Wilson,CGY,2,0.4
768,Carter Camper,BOS,2,0.67
769,Zach Boychuk,CAR,2,0.13
770,Colby Robak,FLA,2,0.67
771,Micheal Haley,NYI,2,0.14
772,Jason Jaffray,WPG,2,0.15
773,Mike Angelidis,TB,2,0.33
774,Carter Ashton,TOR,2,0.13
775,Paul Byron,CGY,2,0.09
776,Jordie Benn,DAL,2,0.67
777,Chris Mueller,NSH,2,0.5
778,Brett Bulmer,MIN,2,0.22
779,Josh Green,EDM,2,0.29
780,Guillaume Desbiens,CGY,2,0.2
781,Jason Williams,PIT,2,0.25
782,Brandon Manning,PHI,2,0.5
783,Scottie Upshall,FLA,2,0.08
784,Tom Sestito,PHI,2,0.14
785,Andrew Joudrey,CLS,2,2
786,Darcy Hordichuk,EDM,2,0.05
787,Matt Bartkowski,BOS,2,0.67
788,Mike Duco,VAN,2,0.33
789,Zack Kassian,VAN,2,0.05
790,Travis Turnbull,BUF,2,0.67
791,B.J. Crombeen,STL,2,0.05
792,Frazer McLaren,SJ,2,0.29
793,Alexander Urbom,NJ,2,0.4
794,Peter Holland,ANH,1,0.25
795,Derek Whitmore,BUF,1,0.5
796,Riley Nash,CAR,1,0.2
797,Bill Thomas,FLA,1,0.14
798,Bracken Kearns,FLA,1,0.2
799,Spencer Machacek,WPG,1,0.08
800,Paul Postma,WPG,1,0.33
801,Paul Bissonnette,PHO,1,0.03
802,Mark Cullen,FLA,1,0.17
803,Mattias Ritola,TB,1,0.2
804,Evgenii Dadonov,CAR,1,0.07
805,Matt Calvert,CLS,1,0.08
806,Carl Sneep,PIT,1,1
807,Brandon Saad,CHI,1,0.5
808,Pat Maroon,ANH,1,0.5
809,Marc-Antoine Pouliot,PHO,1,0.08
810,Robert Bortuzzo,PIT,1,0.17
811,Kyle Wilson,NSH,1,0.2
812,Steve Zalewski,NJ,1,0.14
813,Chay Genoway,MIN,1,1
814,Mark Scheifele,WPG,1,0.14
815,John McCarthy,SJ,1,0.1
816,Fabian Brunnstrom,DET,1,0.2
817,Sean Collins,WAS,1,0.5
818,Brett Sutter,CAR,1,0.07
819,Rhett Rakhshani,NYI,1,0.2
820,Brett Carson,CGY,1,0.5
821,Tyler Cuma,MIN,1,1
822,Raitis Ivanans,CGY,1,1
823,Brad Malone,COL,1,0.11
824,Sean Avery,NYR,1,0.07
825,Mattias Tedenby,NJ,1,0.02
826,Jarod Palmer,MIN,1,0.17
827,Joakim Andersson,DET,1,0.2
828,Greg Nemisz,CGY,1,0.11
829,Michal Repik,FLA,1,0.06
830,Kris Newbury,NYR,1,0.14
831,Riley Sheahan,DET,1,1
832,Mike Connolly,COL,1,0.5
833,Matt Fraser,DAL,1,1
834,Stephen Gionta,NJ,1,1
835,Alex Plante,EDM,1,0.33
836,Nikita Filatov,OTT,1,0.11
837,Brett MacLean,PHO,1,0.2
838,Rostislav Olesz,CHI,1,0.17
839,Gabriel Dumont,MON,1,0.33
840,Cam Ward,CAR,0,0
841,Alexandre Bolduc,PHO,0,0
842,Vladimir Zharkov,NJ,0,0
843,Ryan Miller,BUF,0,0
844,Dan Ellis,ANH,0,0
845,Alex Auld,OTT,0,0
846,Ty Wishart,NYI,0,0
847,Patrice Cormier,WPG,0,0
848,Evan Oberg,TB,0,0
849,Josh Harding,MIN,0,0
850,Martin Biron,NYR,0,0
851,Dustin Tokarski,TB,0,0
852,Antti Niemi,SJ,0,0
853,Kris Foucault,MIN,0,0
854,Mathieu Garon,TB,0,0
855,Jeremy Welsh,CAR,0,0
856,Devan Dubnyk,EDM,0,0
857,Michal Neuvirth,WAS,0,0
858,Andy Miele,PHO,0,0
859,Jose Theodore,FLA,0,0
860,Joel Rechlicz,WAS,0,0
861,Rick DiPietro,NYI,0,0
862,Sergei Bobrovsky,PHI,0,0
863,Ryan Hamilton,TOR,0,0
864,Henrik Karlsson,CGY,0,0
865,Mark Borowiecki,OTT,0,0
866,Miikka Kiprusoff,CGY,0,0
867,Semyon Varlamov,COL,0,0
868,Victor Oreskovich,VAN,0,0
869,Bryan Rodney,EDM,0,0
870,Curtis Sanford,CLS,0,0
871,Leland Irving,CGY,0,0
872,Kevin Poulin,NYI,0,0
873,Kari Lehtonen,DAL,0,0
874,Drew MacIntyre,BUF,0,0
875,Jaroslav Halak,STL,0,0
876,Yann Danis,EDM,0,0
877,Mark Bell,ANH,0,0
878,Milan Kytnar,EDM,0,0
879,Tuukka Rask,BOS,0,0
880,Steve MacIntyre,PIT,0,0
881,Jon DiSalvatore,MIN,0,0
882,Martin Brodeur,NJ,0,0
883,Roberto Luongo,VAN,0,0
884,Dwayne Roloson,TB,0,0
885,Akim Aliu,CGY,0,0
886,Cory Schneider,VAN,0,0
887,Steve Mason,CLS,0,0
888,Andre Petersson,OTT,0,0
889,Pierre-Luc Letourneau-Leblond,CGY,0,0
890,Greg Rallo,FLA,0,0
891,Alexandre Giroux,CLS,0,0
892,Mike Murphy,CAR,0,0
893,Curtis McElhinney,CLS,0,0
894,Derek Meech,WPG,0,0
895,Colton Orr,TOR,0,0
896,Nolan Yonkman,FLA,0,0
897,Jon Matsumoto,FLA,0,0
898,Joey MacDonald,DET,0,0
899,Ryan Thang,NSH,0,0
900,Max Sauve,BOS,0,0
901,Johan Hedberg,NJ,0,0
902,Brent Johnson,PIT,0,0
903,Chris Mason,WPG,0,0
904,Joe Finley,BUF,0,0
905,Colin Stuart,BUF,0,0
906,Evan Brophey,COL,0,0
907,Carl Klingberg,WPG,0,0
908,Shawn Hunwick,CLS,0,0
909,Nikolai Khabibulin,EDM,0,0
910,Andre Deveaux,NYR,0,0
911,Jason LaBarbera,PHO,0,0
912,Matt Hackett,MIN,0,0
913,Mike Hoffman,OTT,0,0
914,Jean-Sebastien Giguere,COL,0,0
915,Zack Stortini,NSH,0,0
916,Reilly Smith,DAL,0,0
917,Richard Bachman,DAL,0,0
918,Tomas Vokoun,PIT,0,0
919,Pekka Rinne,NSH,0,0
920,Anton Khudobin,BOS,0,0
921,Iiro Tarkki,ANH,0,0
922,Brendan Bell,NYR,0,0
923,Robin Lehner,OTT,0,0
924,Ty Conklin,DET,0,0
925,Justin Peters,CAR,0,0
926,Brian Foster,FLA,0,0
927,D.J. King,WAS,0,0
928,Ray Emery,CHI,0,0
929,Kristian Huselius,CLS,0,0
930,Jussi Rynnas,TOR,0,0
931,Jhonas Enroth,BUF,0,0
932,Trevor Gillies,NYI,0,0
933,Francis Wathier,DAL,0,0
934,Jeff Deslauriers,ANH,0,0
935,Jonas Gustavsson,TOR,0,0
936,Jimmy Howard,DET,0,0
937,Jeremy Morin,CHI,0,0
938,Evgeni Nabokov,NYI,0,0
939,Ben Bishop,OTT,0,0
940,Sven Baertschi,CGY,0,0
941,Brian Elliott,STL,0,0
942,Gustav Nyquist,DET,0,0
943,Jacob Markstrom,FLA,0,0
944,Niklas Backstrom,MIN,0,0
945,Marty Turco,BOS,0,0
946,Jonas Hiller,ANH,0,0
947,Peter Budaj,MON,0,0
948,Mike Smith,PHO,0,0
949,Andrew Raycroft,DAL,0,0
950,Josh Hennessy,BOS,0,0
951,Scott Clemmensen,FLA,0,0
952,Scott Glennie,DAL,0,0
953,Krys Kolanos,CGY,0,0
954,Brett Sterling,STL,0,0
955,Matt Watkins,PHO,0,0
956,Thomas Greiss,SJ,0,0
957,Peter Mannino,WPG,0,0
958,James Reimer,TOR,0,0
959,Ben Scrivens,TOR,0,0
960,Philippe Cornet,EDM,0,0
961,Brian Boucher,CAR,0,0
962,Brad Thiessen,PIT,0,0
963,Anders Nilsson,NYI,0,0
964,Craig Anderson,OTT,0,0
965,Mark Mancari,VAN,0,0
966,Carey Price,MON,0,0
967,Al Montoya,NYI,0,0
968,Jean-Francois Jacques,ANH,0,0
969,Allen York,CLS,0,0
970,Colin McDonald,PIT,0,0
971,Ilya Bryzgalov,PHI,0,0
972,Jonathan Bernier,LA,0,0
973,Ondrej Pavelec,WPG,0,0
974,Calvin de Haan,NYI,0,0
975,Braden Holtby,WAS,0,0
976,Jonathan Quick,LA,0,0
977,Marc-Andre Fleury,PIT,0,0
978,Corey Crawford,CHI,0,0
979,Sebastien Caron,TB,0,0
980,Tim Thomas,BOS,0,0
981,Henrik Lundqvist,NYR,0,0
982,Cody Goloubef,CLS,0,0
983,Anders Lindback,NSH,0,0
984,Jonathan Cheechoo,STL,-,-
985,Owen Nolan,VAN,-,-
986,Nolan Baumgartner,VAN,-,-
987,Dan Sexton,ANH,-,-
988,Victor Bartley,NSH,-,-
989,Alex Grant,PIT,-,-
990,Angelo Esposito,DAL,-,-
991,Nicolas Deslauriers,LA,-,-
992,Stuart Percy,TOR,-,-
993,Peter LeBlanc,CHI,-,-
994,Stefan Meyer,CGY,-,-
995,Tyler Johnson,TB,-,-
996,Mathieu Corbeil,CLS,-,-
997,Kendall McFaull,WPG,-,-
998,Brock Nelson,NYI,-,-
999,Kent Simpson,CHI,-,-
1000,Joel Chouinard,COL,-,-
