Rank,Player,Team,Blocks,PerGame
134,Carlo Colaiacovo,STL,81,1.27
135,Andrew Ference,BOS,81,1.13
136,Mike Komisarek,TOR,80,1.78
137,Tomas Kaberle,MON,80,1.11
138,Clayton Stoner,MIN,80,1.57
139,Nicklas Lidstrom,DET,79,1.13
140,Corey Potter,EDM,79,1.27
141,Kris Russell,STL,78,1.42
142,Nick Leddy,CHI,78,0.95
143,Lubomir Visnovsky,ANH,78,1.15
144,Derek Morris,PHO,78,1.32
145,Justin Falk,MIN,78,1.66
146,Marc-Andre Bourdon,PHI,77,1.71
147,Keith Yandle,PHO,77,0.94
148,Deryk Engelland,PIT,77,1.05
149,Sami Salo,VAN,77,1.12
150,Mike Fisher,NSH,76,1.06
151,Tim Connolly,TOR,76,1.09
152,Logan Couture,SJ,76,0.95
153,Matt Gilroy,OTT,75,1.12
154,Keaton Ellerby,FLA,75,1.88
155,Dmitry Kulikov,FLA,74,1.28
156,James Wisniewski,CLS,74,1.54
157,Jared Cowen,OTT,74,0.9
158,Erik Gudbranson,FLA,73,1.01
159,Jim Slater,WPG,73,0.94
160,Ed Jovanovski,FLA,73,1.11
161,Philip Larsen,DAL,73,1.33
162,David Backes,STL,72,0.88
163,Andreas Lilja,PHI,72,1.57
164,Ryan Getzlaf,ANH,72,0.88
165,Theo Peckham,EDM,72,1.33
166,Aaron Johnson,CLS,72,1.29
167,Jonathon Blum,NSH,71,2.15
168,Anton Stralman,NYR,71,1.34
169,Tyler Myers,BUF,70,1.27
170,John Moore,CLS,70,1.04
171,Ryan Wilson,COL,70,1.19
172,R.J. Umberger,CLS,70,0.91
173,Drew Doughty,LA,70,0.91
174,Jay Pandolfo,NYI,69,1.11
175,Matt Niskanen,PIT,69,0.92
176,Erik Condra,OTT,69,0.85
177,Marc Staal,NYR,68,1.48
178,Jaroslav Spacek,CAR,68,1.48
179,Adam Larsson,NJ,67,1.03
180,Adrian Aucoin,PHO,67,1.05
181,Vernon Fiddler,DAL,67,0.82
182,Patrice Bergeron,BOS,67,0.83
183,Dave Steckel,TOR,66,0.87
184,Drew Miller,DET,66,0.83
185,Justin Braun,SJ,66,1
186,Frans Nielsen,NYI,66,0.8
187,Francis Bouillon,NSH,65,0.98
188,Jack Hillen,NSH,65,1.18
189,Erik Karlsson,OTT,65,0.8
190,Bruno Gervais,TB,63,1.26
191,Keith Ballard,VAN,63,1.34
192,Brian Lee,TB,62,1.13
193,Patrick Dwyer,CAR,62,0.85
194,Aaron Rome,VAN,62,1.44
195,Kyle Brodziak,MIN,62,0.76
196,Ryan Jones,EDM,61,0.77
197,Grant Clitsome,WPG,61,0.97
198,Stephen Weiss,FLA,61,0.76
199,Cory Sarich,CGY,60,0.97
200,Troy Brouwer,WAS,60,0.73
201,Chris Campoli,MON,59,1.37
202,Michal Handzus,SJ,59,0.88
203,Ryan Kesler,VAN,59,0.77
204,Max Talbot,PHI,58,0.72
205,Jeff Schultz,WAS,58,1.07
206,Gabriel Landeskog,COL,58,0.71
207,Matt Read,PHI,58,0.73
208,Jason Demers,SJ,58,1.02
209,Marek Zidlicky,NJ,58,0.92
210,Dustin Byfuglien,WPG,57,0.86
211,Jiri Tlusty,CAR,57,0.72
212,Tomas Plekanec,MON,57,0.7
213,Adam Henrique,NJ,57,0.77
214,Ruslan Fedotenko,NYR,57,0.78
215,Chris Kelly,BOS,56,0.68
216,Joe Corvo,BOS,56,0.75
217,Radek Dvorak,DAL,56,0.77
218,Nate Thompson,TB,56,0.82
219,Derek Smith,CGY,55,1.17
220,Lars Eller,MON,55,0.7
221,Jay McClement,COL,54,0.68
222,Dmitry Orlov,WAS,54,0.9
223,Anze Kopitar,LA,53,0.65
224,Cody Franson,TOR,53,0.93
225,Steve Eminger,NYR,53,1.26
226,Gregory Campbell,BOS,53,0.68
227,Jamie Benn,DAL,52,0.73
228,Jason Pominville,BUF,52,0.63
229,Tom Pyatt,TB,52,0.7
230,Matt Hendricks,WAS,52,0.67
231,Marc Methot,CLS,52,1.13
232,Stu Bickel,NYR,52,1.02
233,Brandon Prust,NYR,51,0.62
234,Tanner Glass,WPG,51,0.65
235,Derek Roy,BUF,50,0.63
236,Michael Ryder,DAL,50,0.61
237,Daniel Winnik,SJ,50,0.6
238,Ryan O'Reilly,COL,50,0.62
239,Daymond Langkow,PHO,50,0.68
240,Curtis Glencross,CGY,49,0.73
241,Brad Richards,NYR,49,0.6
242,Paul Stastny,COL,49,0.62
243,Andrew Desjardins,SJ,49,0.64
244,Adam Pardy,DAL,49,1.36
245,Jussi Jokinen,CAR,48,0.61
246,Tom Kostopoulos,CGY,48,0.59
247,Anton Babchuk,CGY,48,1.5
248,David Desharnais,MON,48,0.59
249,Colin Greening,OTT,48,0.59
250,Antoine Vermette,PHO,48,0.59
251,Alec Martinez,LA,48,0.94
252,Yannick Weber,MON,47,0.78
253,Lennart Petrell,EDM,47,0.78
254,Slava Voynov,LA,47,0.87
255,Paul Gaustad,NSH,47,0.67
256,Mike Mottau,BOS,47,1.34
257,Alex Tanguay,CGY,47,0.73
258,Shawn Horcoff,EDM,47,0.58
259,Jarret Stoll,LA,46,0.59
260,Mike Ribeiro,DAL,46,0.62
261,Chris Thorburn,WPG,46,0.64
262,David Krejci,BOS,46,0.58
263,Artem Anisimov,NYR,46,0.58
264,Milan Michalek,OTT,46,0.6
265,Blake Wheeler,WPG,46,0.58
266,Colton Gillies,CLS,46,0.61
267,Patrick Kaleta,BUF,46,0.73
268,Steve Montador,CHI,46,0.88
269,Dany Heatley,MIN,45,0.55
270,T.J. Oshie,STL,45,0.56
271,Craig Adams,PIT,45,0.55
272,Mathieu Darche,MON,45,0.74
273,Corey Perry,ANH,45,0.56
274,Mike Knuble,WAS,45,0.63
275,Manny Malhotra,VAN,45,0.58
276,Derek Stepan,NYR,44,0.54
277,Jeff Halpern,WAS,44,0.64
278,Claude Giroux,PHI,44,0.57
279,Mike Green,WAS,44,1.38
280,Sean O'Donnell,CHI,44,0.86
281,Pascal Dupuis,PIT,44,0.54
282,Brendan Mikkelson,TB,44,1.07
283,Ryan Russell,CLS,44,1.07
284,Mark Flood,WPG,43,1.3
285,Lauri Korpikoski,PHO,43,0.52
286,Jerred Smithson,FLA,43,0.62
287,Jarome Iginla,CGY,43,0.52
288,Andrew Cogliano,ANH,43,0.52
289,Chris Tanev,VAN,43,1.72
290,Jonathan Ericsson,DET,43,0.62
291,Nikolai Kulemin,TOR,43,0.61
292,Joni Pitkanen,CAR,43,1.43
293,Zack Smith,OTT,43,0.53
294,Marc-Andre Bergeron,TB,43,1
295,Justin Abdelkader,DET,42,0.52
296,Alex Ovechkin,WAS,42,0.54
297,Nik Antropov,WPG,41,0.59
298,Matt Martin,NYI,41,0.51
299,Joel Ward,WAS,41,0.56
300,Marc-Andre Gragnani,VAN,41,0.71
301,Dainius Zubrus,NJ,41,0.5
302,Eric Belanger,EDM,41,0.53
303,Matt Duchene,COL,41,0.71
304,Evgeni Malkin,PIT,41,0.55
305,Henrik Tallinder,NJ,41,1.05
306,Matt Cooke,PIT,41,0.5
307,Travis Moen,MON,41,0.85
308,Derek Dorsett,CLS,40,0.52
309,Marian Gaborik,NYR,40,0.49
310,Randy Jones,WPG,40,1.03
311,Loui Eriksson,DAL,40,0.49
312,Marian Hossa,CHI,40,0.49
313,Matt Moulson,NYI,40,0.49
314,Martin St. Louis,TB,39,0.51
315,Max Pacioretty,MON,39,0.49
316,Nick Bonino,ANH,39,0.78
317,Zach Parise,NJ,39,0.48
318,Matt Cullen,MIN,39,0.53
319,Mike Richards,LA,39,0.53
320,Vinny Prospal,CLS,39,0.48
321,Andrew Alberts,VAN,39,0.89
322,Alexander Sulzer,BUF,38,1.41
323,Keith Aulie,TB,38,1.06
324,Nick Spaling,NSH,38,0.49
325,Shawn Matthias,FLA,38,0.48
326,Dave Bolland,CHI,38,0.5
327,Eric Nystrom,DAL,38,0.51
328,Alexandre Burrows,VAN,38,0.48
329,T.J. Brodie,CGY,38,0.7
330,Scott Hartnell,PHI,37,0.45
331,Jamie McGinn,COL,37,0.47
332,Samuel Pahlsson,VAN,37,0.46
333,Justin Williams,LA,37,0.45
334,Ben Lovejoy,PIT,37,1.09
335,Martin Erat,NSH,37,0.52
336,Steven Stamkos,TB,37,0.45
337,Ryan Ellis,NSH,37,1.16
338,Marcus Kruger,CHI,36,0.51
339,Patrik Berglund,STL,36,0.44
340,Brandon Dubinsky,NYR,36,0.47
341,Adam Burish,DAL,36,0.55
342,Ryane Clowe,SJ,36,0.47
343,Matt Taormina,NJ,36,1.2
344,Ryan Malone,TB,36,0.53
345,Alexei Ponikarovsky,NJ,36,0.44
346,Joe Vitale,PIT,36,0.53
347,Josh Bailey,NYI,35,0.44
348,Kent Huskins,STL,35,1.4
349,Kurtis Foster,MIN,35,0.69
350,Mike Lundin,MIN,35,2.06
351,Tomas Kopecky,FLA,35,0.44
352,Erik Gustafsson,PHI,35,1.17
353,Eric Staal,CAR,35,0.43
354,Wayne Simmonds,PHI,34,0.41
355,Taylor Hall,EDM,34,0.56
356,Warren Peters,MIN,34,0.59
357,Joey Crabb,TOR,34,0.51
358,Tyler Bozak,TOR,34,0.47
359,Matthew Lombardi,TOR,34,0.55
360,Brenden Morrow,DAL,33,0.58
361,Tomas Fleischmann,FLA,33,0.4
362,Kaspars Daugavins,OTT,33,0.51
363,Ryan Nugent-Hopkins,EDM,33,0.53
364,Matt Stajan,CGY,33,0.54
365,Sean Couturier,PHI,33,0.43
366,Tim Brent,CAR,33,0.42
367,Torrey Mitchell,SJ,33,0.43
368,Danny Cleary,DET,33,0.44
369,Kyle Okposo,NYI,33,0.42
370,Patrick Marleau,SJ,33,0.4
371,Matt Halischuk,NSH,33,0.45
372,Mike Commodore,TB,32,1.07
373,Martin Hanzal,PHO,32,0.5
374,Mikhail Grabovski,TOR,32,0.43
375,Jakub Kindl,DET,32,0.58
376,Dustin Brown,LA,32,0.39
377,Michael Frolik,CHI,32,0.51
378,Vincent Lecavalier,TB,31,0.48
379,Cory Emmerton,DET,31,0.44
380,Stefan Elliott,COL,31,0.79
381,Ryan Smyth,EDM,31,0.38
382,Pavel Datsyuk,DET,31,0.44
383,Olli Jokinen,CGY,31,0.38
384,Evander Kane,WPG,31,0.42
385,Mike Sauer,NYR,31,1.63
386,Steven Kampfer,MIN,31,1.35
387,Marty Reasoner,NYI,31,0.51
388,Cal Clutterbuck,MIN,31,0.42
389,Daniel Alfredsson,OTT,31,0.41
390,Erik Cole,MON,30,0.37
391,Johan Franzen,DET,30,0.39
392,Nick Foligno,OTT,30,0.37
393,Derek Joslin,CAR,30,0.68
394,Matt Hunwick,COL,30,0.91
395,Adam Hall,TB,30,0.53
396,Brayden McNabb,BUF,30,1.2
397,Tom Wandell,DAL,30,0.42
398,Michael Grabner,NYI,30,0.38
399,Mathieu Perreault,WAS,29,0.45
400,Cody Hodgson,BUF,29,0.35
401,Scott Nichol,STL,29,0.36
402,Blair Jones,CGY,29,0.67
403,Chris Higgins,VAN,29,0.41
404,David Legwand,NSH,29,0.37
405,Niklas Hagman,ANH,29,0.41
406,Alex Steen,STL,29,0.67
407,Milan Hejduk,COL,29,0.36
408,Vladimir Sobotka,STL,29,0.4
409,Patric Hornqvist,NSH,28,0.37
410,David Rundblad,PHO,28,0.93
411,Colten Teubert,EDM,28,1.17
412,Marcus Johansson,WAS,28,0.35
413,Ville Leino,BUF,28,0.39
414,Chris Kunitz,PIT,28,0.34
415,Darren Helm,DET,27,0.4
416,Chris Pronger,PHI,27,2.08
417,Patrick Kane,CHI,27,0.33
418,Steve Ott,DAL,27,0.36
419,Jason Chimera,WAS,27,0.33
420,John Mitchell,NYR,27,0.43
421,Sergei Kostitsyn,NSH,27,0.36
422,John Erskine,WAS,27,0.96
423,Ian Cole,STL,27,1.04
424,Shane Doan,PHO,27,0.34
425,Patrik Elias,NJ,26,0.32
426,Lance Bouma,CGY,26,0.96
427,Matt Carkner,OTT,26,0.9
428,Henrik Zetterberg,DET,26,0.32
429,Brayden Schenn,PHI,26,0.48
430,Joe Thornton,SJ,26,0.32
431,Milan Lucic,BOS,26,0.32
432,Colin Fraser,LA,25,0.37
433,Ryan Carter,NJ,25,0.35
434,Dylan Reese,NYI,25,0.89
435,Jamal Mayers,CHI,25,0.31
436,Nicklas Backstrom,WAS,25,0.6
437,Steve Downie,COL,25,0.33
438,Joffrey Lupul,TOR,25,0.38
439,Rod Pelley,ANH,25,0.48
440,Rene Bourque,MON,25,0.33
441,Trevor Lewis,LA,25,0.35
442,Andrew Ladd,WPG,25,0.3
443,Mike Brown,TOR,24,0.48
444,Tuomo Ruutu,CAR,24,0.33
445,Maxim Lapierre,VAN,24,0.29
446,Viktor Stalberg,CHI,24,0.3
447,Brad Boyes,BUF,24,0.37
448,Ryan Johansen,CLS,24,0.36
449,David Moss,CGY,24,0.75
450,Jannik Hansen,VAN,24,0.29
451,Daniel Paille,BOS,24,0.35
452,Jordan Eberle,EDM,24,0.31
453,David Jones,COL,24,0.33
454,Bobby Ryan,ANH,24,0.29
455,Saku Koivu,ANH,24,0.32
456,Devin Setoguchi,MIN,23,0.33
457,Jay Beagle,WAS,23,0.56
458,Jason Spezza,OTT,23,0.29
459,P.A. Parenteau,NYI,23,0.29
460,Carl Hagelin,NYR,23,0.36
461,Dale Weise,VAN,23,0.34
462,Dylan Olsen,CHI,23,0.82
463,Jordan Staal,PIT,23,0.37
464,Marcel Goc,FLA,23,0.4
465,Valtteri Filppula,DET,23,0.28
466,Sam Gagner,EDM,23,0.31
467,John Tavares,NYI,23,0.28
468,Tommy Wingels,SJ,23,0.7
469,Bryan Bickell,CHI,23,0.32
470,Tim Stapleton,WPG,23,0.37
471,Todd Bertuzzi,DET,23,0.32
472,Dominic Moore,SJ,23,0.29
473,T.J. Galiardi,SJ,22,0.32
474,Thomas Vanek,BUF,22,0.28
475,Drew Stafford,BUF,22,0.28
476,Jeff Woywitka,NYR,22,0.81
477,Lee Stempniak,CGY,22,0.36
478,Blake Comeau,CGY,22,0.3
479,Mikko Koivu,MIN,21,0.38
480,Colin Wilson,NSH,21,0.31
481,Chris Stewart,STL,21,0.27
482,Mikkel Boedker,PHO,21,0.26
483,Sean Bergenheim,FLA,21,0.34
484,Nick Johnson,MIN,21,0.27
485,Tyson Strachan,FLA,21,1.4
486,Raffi Torres,PHO,21,0.27
487,Ales Hemsky,EDM,21,0.3
488,Brian Rolston,BOS,21,0.3
489,Brad Marchand,BOS,21,0.28
490,Andrew Shaw,CHI,21,0.57
491,Brendan Morrison,CHI,21,0.54
492,Phil Kessel,TOR,21,0.26
493,Brett Lebda,CLS,21,0.7
494,Frederic St. Denis,MON,21,1.24
495,Clarke MacArthur,TOR,21,0.29
496,Rick Nash,CLS,21,0.26
497,Matt Beleskey,ANH,20,0.29
498,Teemu Selanne,ANH,20,0.24
499,Corey Tropp,BUF,20,0.59
500,Taylor Pyatt,PHO,20,0.27
501,Chuck Kobasew,COL,20,0.34
502,Chris Neil,OTT,20,0.28
503,Roman Horak,CGY,20,0.33
504,Brad Staubitz,MON,20,0.32
505,Zac Rinaldo,PHI,19,0.29
506,Mikael Backlund,CGY,19,0.46
507,Alexander Semin,WAS,19,0.25
508,Michael Cammalleri,CGY,19,0.29
509,Brett Connolly,TB,19,0.28
510,Chris Summers,PHO,19,0.9
511,David Clarkson,NJ,19,0.24
512,Gabriel Bourque,NSH,19,0.44
513,Jamie Langenbrunner,STL,19,0.27
514,Derek MacKenzie,CLS,19,0.29
515,Mark Letestu,CLS,19,0.31
516,Cam Barker,EDM,19,0.76
517,Kris Versteeg,FLA,19,0.27
518,Louis Leblanc,MON,18,0.43
519,Patrick Sharp,CHI,18,0.24
520,Matt D'Agostini,STL,18,0.33
521,Richard Park,PIT,18,0.33
522,Zenon Konopka,OTT,18,0.33
523,James van Riemsdyk,PHI,18,0.42
524,Michael Stone,PHO,18,1.38
525,Jakub Voracek,PHI,18,0.23
526,Tyler Ennis,BUF,18,0.38
527,Ilya Kovalchuk,NJ,18,0.23
528,Andrew Gordon,VAN,17,0.46
529,Ryan White,MON,17,0.85
530,Jeff Carter,LA,17,0.31
531,Tyler Seguin,BOS,17,0.21
532,Craig Smith,NSH,17,0.24
533,Aaron Ness,NYI,17,1.89
534,Matt Ellis,BUF,17,0.28
535,Ben Eager,EDM,17,0.27
536,Nate Guenin,ANH,17,1.13
537,Mike Santorelli,FLA,17,0.28
538,Andreas Nodl,CAR,17,0.28
539,Henrik Sedin,VAN,17,0.21
540,Simon Despres,PIT,17,0.94
541,Jason Blake,ANH,17,0.38
542,Cam Atkinson,CLS,17,0.63
543,Jordin Tootoo,NSH,17,0.22
544,Tomas Vincour,DAL,16,0.34
545,Steve Sullivan,PIT,16,0.2
546,George Parros,ANH,16,0.35
547,Dustin Penner,LA,16,0.25
548,Radim Vrbata,PHO,16,0.21
549,Tim Jackman,CGY,16,0.21
550,Philippe Dupuis,TOR,16,0.53
551,Derick Brassard,CLS,16,0.22
552,Danny Briere,PHI,16,0.23
553,Petr Sykora,NJ,16,0.2
554,Jack Skille,FLA,16,0.35
555,Andrew Brunette,CHI,15,0.19
556,Dana Tyrell,TB,15,0.58
557,Jiri Hudler,DET,15,0.19
558,Luke Adam,BUF,15,0.29
559,Tim Erixon,NYR,15,0.83
560,Jeff Skinner,CAR,15,0.23
561,Jordan Caron,BOS,15,0.31
562,Alex Burmistrov,WPG,15,0.2
563,Daniel Sedin,VAN,15,0.21
564,Anthony Stewart,CAR,15,0.19
565,Mike Blunden,MON,15,0.38
566,Chad LaRose,CAR,15,0.22
567,James Neal,PIT,15,0.19
568,J.T. Wyman,TB,15,0.38
569,David Savard,CLS,15,0.48
570,Ryan Shannon,TB,15,0.33
571,Brad Richardson,LA,15,0.25
572,Jed Ortmeyer,MIN,14,0.4
573,Harry Zolnierczyk,PHI,14,0.38
574,Kyle Chipchura,PHO,14,0.26
575,Nino Niederreiter,NYI,14,0.25
576,Darryl Boyce,CLS,14,0.38
577,Kyle Turris,OTT,14,0.25
578,Jonathan Toews,CHI,14,0.24
579,Martin Havlat,SJ,14,0.36
580,Toby Petersen,DAL,14,0.36
581,Alexandre Picard,PIT,14,0.82
582,Marco Sturm,FLA,14,0.29
583,Benoit Pouliot,BOS,14,0.19
584,Stephane Da Costa,OTT,13,0.59
585,Brandon McMillan,ANH,13,0.52
586,Nathan Gerbe,BUF,13,0.21
587,David Perron,STL,13,0.23
588,Jacob Josefson,NJ,13,0.32
589,Benn Ferriero,SJ,13,0.37
590,Cody McLeod,COL,13,0.17
591,Jason Arnott,STL,13,0.18
592,Steve Bernier,NJ,13,0.41
593,Eric Fehr,WPG,13,0.37
594,Kyle Wellwood,WPG,13,0.17
595,David Booth,VAN,13,0.21
596,Rich Peverley,BOS,13,0.23
597,Bobby Butler,OTT,13,0.23
598,Michael Rupp,NYR,13,0.22
599,Mason Raymond,VAN,13,0.24
600,Brian Gionta,MON,13,0.42
601,Brad Winchester,SJ,13,0.19
602,Gilbert Brule,PHO,13,0.39
603,Bryan Little,WPG,13,0.18
604,Blake Geoffrion,MON,13,0.37
605,Jaromir Jagr,PHI,12,0.16
606,John Madden,FLA,12,0.39
607,Matt Frattin,TOR,12,0.21
608,Anton Lander,EDM,12,0.21
609,Scott Gomez,MON,12,0.32
610,Brian Strait,PIT,12,1.33
611,Eric Wellwood,PHI,12,0.5
612,Shawn Thornton,BOS,12,0.15
613,Nathan Horton,BOS,11,0.24
614,Matt Bradley,FLA,11,0.24
615,Marcus Foligno,BUF,11,0.79
616,Antti Miettinen,WPG,11,0.24
617,Peter Harrold,NJ,11,1
618,Jan Mursak,DET,11,0.44
619,Teddy Purcell,TB,11,0.14
620,Jake Dowell,DAL,11,0.21
621,David Van der Gulik,COL,11,0.44
622,Teemu Hartikainen,EDM,11,0.65
623,Tim Kennedy,SJ,11,0.41
624,Mikael Samuelsson,FLA,11,0.2
625,Aaron Palushaj,MON,11,0.29
626,Cody McCormick,BUF,11,0.22
627,Tim Wallace,TB,11,0.22
628,Jared Boll,CLS,10,0.19
629,Drayson Bowman,CAR,10,0.27
630,Petteri Nokelainen,MON,10,0.18
631,Ray Whitney,PHO,10,0.12
632,Krys Barch,FLA,10,0.2
633,Evgeny Grachev,STL,10,0.38
634,Cal O'Reilly,PIT,10,0.3
635,Tyler Kennedy,PIT,10,0.17
636,Jim Vandermeer,SJ,10,0.4
637,John Scott,NYR,10,0.29
638,Peter Mueller,COL,10,0.31
639,Eric Boulton,NJ,10,0.2
640,Tyson Barrie,COL,10,1
641,Simon Gagne,LA,10,0.29
642,Brandon Yip,NSH,10,0.29
643,Pierre-Marc Bouchard,MIN,9,0.24
644,Andrei Kostitsyn,NSH,9,0.13
645,Jim O'Brien,OTT,9,0.32
646,Andrew Ebbett,VAN,9,0.5
647,Carson McMillan,MIN,9,0.82
648,Jochen Hecht,BUF,9,0.41
649,Devante Smith-Pelly,ANH,9,0.18
650,Mark Olver,COL,9,0.38
651,Kyle Clifford,LA,9,0.11
652,Dan Carcillo,CHI,9,0.32
653,Sami Lepisto,CHI,9,0.35
654,Casey Cizikas,NYI,9,0.6
655,Jesse Winchester,OTT,9,0.28
656,Brendan Smith,DET,8,0.57
657,Dustin Jeffrey,PIT,8,0.31
658,Aaron Volpatti,VAN,8,0.35
659,Arron Asham,PIT,8,0.13
660,Joe Colborne,TOR,8,0.8
661,Andrew Murray,DET,8,0.21
662,Arturs Kulda,WPG,8,0.89
663,David Ullstrom,NYI,8,0.28
664,Cody Almond,MIN,8,0.8
665,Kevin Porter,COL,8,0.23
666,Magnus Paajarvi,EDM,8,0.2
667,Eric Tangradi,PIT,7,0.29
668,Ryan O'Marra,ANH,7,0.78
669,Sidney Crosby,PIT,7,0.32
670,Nick Palmieri,MIN,7,0.18
671,Byron Bitz,VAN,7,0.7
672,Patrick Eaves,DET,7,0.7
673,Ryan Reaves,STL,7,0.12
674,Andrei Markov,MON,7,0.54
675,Cody Eakin,WAS,7,0.23
676,Teemu Laakso,NSH,7,0.78
677,Radek Martinek,CLS,7,1
678,Keith Aucoin,WAS,7,0.26
679,Cody Bass,CLS,7,0.5
680,Trevor Smith,TB,7,0.44
681,Casey Wellman,NYR,7,0.5
682,Brandon Bollig,CHI,6,0.33
