Rank,Player,Team,Blocks,PerGame
684,Peter Harrold,LA,6,0.32
685,Mikkel Boedker,PHO,6,0.18
686,Alexander Urbom,NJ,6,0.75
687,Blair Jones,TB,6,0.33
688,Zach Boychuk,CAR,6,0.26
689,Nazem Kadri,TOR,6,0.21
690,Teemu Hartikainen,EDM,6,0.5
691,Alexander Semin,WAS,6,0.09
692,Ryan Stoa,COL,6,0.24
693,Tim Kennedy,FLA,6,1
694,Marc-Andre Gragnani,BUF,6,0.67
695,Lee Sweatt,VAN,6,2
696,Zach Parise,NJ,6,0.46
697,Zac Dalpe,CAR,5,0.33
698,Jason Williams,DAL,5,0.19
699,Chris Porter,STL,5,0.11
700,Eric Tangradi,PIT,5,0.33
701,Oscar Moller,LA,5,0.38
702,Matt Walker,PHI,5,1.25
703,Andrew Desjardins,SJ,5,0.29
704,Nathan Oystrick,STL,5,0.56
705,Luke Adam,BUF,5,0.26
706,Drew Stafford,BUF,5,0.08
707,Trent Hunter,NYI,5,0.29
708,Ben Smith,CHI,5,0.83
709,Aaron Gagnon,DAL,5,0.26
710,Paul Bissonnette,PHO,5,0.1
711,Kevin Westgarth,LA,5,0.09
712,Stephen Gionta,NJ,5,0.42
713,Philip McRae,STL,5,0.33
714,Mike Comrie,PIT,5,0.24
715,David Koci,COL,5,0.14
716,Andrei Markov,MON,5,0.71
717,Colin Stuart,BUF,4,1.33
718,Todd White,NYR,4,0.22
719,Blake Geoffrion,NSH,4,0.2
720,T.J. Brodie,CGY,4,1.33
721,Darcy Hordichuk,FLA,4,0.06
722,Doug Weight,NYI,4,0.22
723,Shawn Belle,COL,4,0.44
724,Nikita Filatov,CLS,4,0.17
725,Yann Sauve,VAN,4,0.8
726,Bryan Rodney,CAR,4,1.33
727,Jon Matsumoto,CAR,4,0.31
728,Maxim Noreau,MIN,4,0.8
729,Ales Kotalik,CGY,4,0.15
730,Scott Parse,LA,4,0.8
731,Sean Collins,WAS,4,1
732,Kristian Huselius,CLS,4,0.1
733,Steve MacIntyre,EDM,4,0.12
734,Brett Festerling,ANH,4,4
735,Marc Savard,BOS,4,0.16
736,Richard Petiot,EDM,4,2
737,Jay Rosehill,TOR,4,0.15
738,Patrick O'Sullivan,MIN,4,0.13
739,Guillaume Desbiens,VAN,4,0.33
740,Andrew Gordon,WAS,4,0.44
741,Zach Hamill,BOS,3,1
742,Andreas Engqvist,MON,3,1
743,Aaron Volpatti,VAN,3,0.2
744,David Liffiton,COL,3,0.75
745,Jan Mursak,DET,3,0.16
746,Justin DiBenedetto,NYI,3,0.38
747,Noah Welch,ATL,3,1.5
748,Rick Rypien,VAN,3,0.33
749,Michael Vernace,TB,3,0.3
750,Philip Larsen,DAL,3,0.5
751,Alex Plante,EDM,3,1
752,Dale Weise,NYR,3,0.3
753,Matt Kassian,MIN,3,0.75
754,Colby Cohen,COL,3,1
755,Micheal Haley,NYI,3,0.11
756,Roman Wick,OTT,3,0.43
757,Kenndal McArdle,FLA,3,0.27
758,Mike Zigomanis,TOR,3,0.38
759,Jerome Samson,CAR,3,0.13
760,Petr Prucha,PHO,3,0.27
761,Nigel Dawes,MON,3,0.23
762,Korbinian Holzer,TOR,3,1.5
763,David Van der Gulik,COL,3,0.5
764,Cody Almond,MIN,3,0.38
765,Casey Wellman,MIN,3,0.2
766,Alexandre Giroux,EDM,3,0.38
767,Tom Sestito,CLS,3,0.33
768,Derek Boogaard,NYR,3,0.14
769,Mike Moore,SJ,2,0.33
770,Brian Strait,PIT,2,0.67
771,Chad Kolarik,NYR,2,0.5
772,Jeremy Morin,CHI,2,0.22
773,Eric Godard,PIT,2,0.11
774,Paul Postma,ATL,2,2
775,Ben Maxwell,ATL,2,0.17
776,Mark Parrish,BUF,2,1
777,Marcus Kruger,CHI,2,0.29
778,Brian Willsie,WAS,2,2
779,Colton Gillies,MIN,2,0.29
780,Corey Potter,PIT,2,2
781,Patrick Wiercioch,OTT,2,0.25
782,Chris Summers,PHO,2,1
783,Joel Perrault,VAN,2,0.29
784,Paul Byron,BUF,2,0.25
785,Tyler Eckford,NJ,2,0.5
786,Johan Harju,TB,2,0.2
787,Patrick Rissmiller,FLA,2,0.2
788,Tim Wallace,PIT,2,0.29
789,Krys Barch,DAL,2,0.05
790,Cody Hodgson,VAN,2,0.25
791,Alexander Vasyunov,NJ,2,0.11
792,Spencer Machacek,ATL,2,0.2
793,Matt Bartkowski,BOS,2,0.33
794,Adam Henrique,NJ,2,2
795,Francis Lessard,OTT,2,0.08
796,Travis Morin,DAL,2,0.67
797,Brad Mills,NJ,2,0.5
798,Nick Johnson,PIT,2,0.5
799,John Moore,CLS,2,1
800,Jake Muzzin,LA,2,0.18
801,Stefan Della Rovere,STL,2,0.29
802,Mattias Tedenby,NJ,2,0.03
803,Greg Nemisz,CGY,2,0.33
804,Wade Belak,NSH,2,0.13
805,Guillaume Latendresse,MIN,2,0.18
806,Nate Prosser,MIN,2,1
807,Joe Vitale,PIT,2,0.22
808,Tommy Wingels,SJ,1,0.2
809,Kris Newbury,NYR,1,0.09
810,Evan Oberg,VAN,1,0.5
811,Ryan Craig,PIT,1,0.17
812,T.J. Hensick,STL,1,0.08
813,Ray Macias,COL,1,0.5
814,Nino Niederreiter,NYI,1,0.11
815,Cody Bass,OTT,1,1
816,Carson McMillan,MIN,1,0.25
817,Erik Gustafsson,PHI,1,0.33
818,Mathieu Roy,TB,1,0.25
819,Ryan Potulny,OTT,1,0.1
820,Evan Brophey,CHI,1,1
821,Dwight King,LA,1,0.17
822,Arturs Kulda,ATL,1,0.5
823,David Perron,STL,1,0.1
824,Brett Sutter,CAR,1,0.2
825,Shane Hnidy,BOS,1,0.33
826,Mario Bliznak,VAN,1,0.25
827,Nick Drazenovic,STL,1,0.33
828,Josh Green,ANH,1,0.08
829,Linus Klasen,NSH,1,0.25
830,Brandon Pirri,CHI,1,1
831,Brayden Schenn,LA,1,0.13
832,Brandon Mashinter,SJ,1,0.08
833,Drew Bagnall,MIN,1,0.5
834,Joe Colborne,TOR,1,1
835,Aaron Voros,ANH,1,0.08
836,Jonas Andersson,VAN,1,0.25
837,Rob Klinkhammer,CHI,1,1
838,Eric Wellwood,PHI,1,0.33
839,Jeremy Williams,NYR,1,1
840,Aaron Palushaj,MON,1,0.33
841,Kyle Palmieri,ANH,1,0.1
842,Thomas McCollum,DET,0,0
843,Nathan Lawson,NYI,0,0
844,Francis Wathier,DAL,0,0
845,Mike Duco,FLA,0,0
846,Cory Emmerton,DET,0,0
847,Mike Blunden,CLS,0,0
848,Kari Lehtonen,DAL,0,0
849,Peter Mannino,ATL,0,0
850,Jonas Gustavsson,TOR,0,0
851,Frazer McLaren,SJ,0,0
852,Jhonas Enroth,BUF,0,0
853,Jacob Markstrom,FLA,0,0
854,Raitis Ivanans,CGY,0,0
855,Mark Dekanich,NSH,0,0
856,Chad Johnson,NYR,0,0
857,Marc-Antoine Pouliot,TB,0,0
858,Carey Price,MON,0,0
859,Tim Thomas,BOS,0,0
860,Timo Pielmeier,ANH,0,0
861,Alex Stalock,SJ,0,0
862,Peter Forsberg,COL,0,0
863,Niklas Backstrom,MIN,0,0
864,Jonathan Bernier,LA,0,0
865,Daymond Langkow,CGY,0,0
866,D.J. King,WAS,0,0
867,Peter Budaj,COL,0,0
868,Alex Auld,MON,0,0
869,David LeNeveu,CLS,0,0
870,Luca Caputi,TOR,0,0
871,Mikko Koskinen,NYI,0,0
872,Ray Emery,ANH,0,0
873,Matthew Lombardi,NSH,0,0
874,Ilya Bryzgalov,PHO,0,0
875,Steve Begin,NSH,0,0
876,Brett MacLean,PHO,0,0
877,Patrick Lalime,BUF,0,0
878,John Zeiler,LA,0,0
879,Henrik Karlsson,CGY,0,0
880,Mike Brodeur,OTT,0,0
881,Roberto Luongo,VAN,0,0
882,Maksim Mayorov,CLS,0,0
883,Martin Biron,NYR,0,0
884,Sergei Shirokov,VAN,0,0
885,Mathieu Garon,CLS,0,0
886,Rick DiPietro,NYI,0,0
887,Steve Mason,CLS,0,0
888,Johan Hedberg,NJ,0,0
889,Antti Niemi,SJ,0,0
890,Cam Ward,CAR,0,0
891,Semyon Varlamov,WAS,0,0
892,Evgeny Grachev,NYR,0,0
893,Jose Theodore,MIN,0,0
894,Al Montoya,NYI,0,0
895,Ryan Miller,BUF,0,0
896,Miikka Kiprusoff,CGY,0,0
897,Pierre-Luc Letourneau-Leblond,NJ,0,0
898,Dave Scatchard,STL,0,0
899,Jamie Arniel,BOS,0,0
900,Ryan Hollweg,PHO,0,0
901,Ty Conklin,STL,0,0
902,Brent Johnson,PIT,0,0
903,Martin Brodeur,NJ,0,0
904,Robin Lehner,OTT,0,0
905,Ben Bishop,STL,0,0
906,Chris Osgood,DET,0,0
907,Teemu Laakso,NSH,0,0
908,Marcel Mueller,TOR,0,0
909,Keith Aucoin,WAS,0,0
910,Tuukka Rask,BOS,0,0
911,Devan Dubnyk,EDM,0,0
912,Jaroslav Halak,STL,0,0
913,Brodie Dupont,NYR,0,0
914,Chris Mason,ATL,0,0
915,Chris Mueller,NSH,0,0
916,Jim O'Brien,OTT,0,0
917,Robbie Earl,MIN,0,0
918,James Reimer,TOR,0,0
919,Marc-Andre Fleury,PIT,0,0
920,Corey Crawford,CHI,0,0
921,Craig Anderson,OTT,0,0
922,Henrik Lundqvist,NYR,0,0
923,Braden Holtby,WAS,0,0
924,Matt Climie,PHO,0,0
925,Cedrick Desjardins,TB,0,0
926,Dan Ellis,ANH,0,0
927,Jeff Taffe,CHI,0,0
928,Scott Clemmensen,FLA,0,0
929,Dwayne Roloson,TB,0,0
930,Rhett Rakhshani,NYI,0,0
931,Jed Ortmeyer,MIN,0,0
932,Curtis McElhinney,OTT,0,0
933,Pascal Leclaire,OTT,0,0
934,Jonas Hiller,ANH,0,0
935,Colton Sceviour,DAL,0,0
936,Nikolai Khabibulin,EDM,0,0
937,Cory Schneider,VAN,0,0
938,Sergei Bobrovsky,PHI,0,0
939,Stephane Da Costa,OTT,0,0
940,Kevin Poulin,NYI,0,0
941,Raymond Sawada,DAL,0,0
942,Matt Campanale,NYI,0,0
943,Tomas Tatar,DET,0,0
944,Justin Peters,CAR,0,0
945,Michal Neuvirth,WAS,0,0
946,Anton Khudobin,MIN,0,0
947,Tomas Kubalik,CLS,0,0
948,Jamie Doornbosch,NYI,0,0
949,Richard Bachman,DAL,0,0
950,Matt Frattin,TOR,0,0
951,Hugh Jessiman,FLA,0,0
952,James Wright,TB,0,0
953,Garrett Stafford,PHO,0,0
954,Joey MacDonald,DET,0,0
955,Brian Boucher,PHI,0,0
956,Jason LaBarbera,PHO,0,0
957,Marty Turco,CHI,0,0
958,Christian Hanson,TOR,0,0
959,Jean-Sebastien Giguere,TOR,0,0
960,Anders Lindback,NSH,0,0
961,Shane Sims,NYI,0,0
962,Pekka Rinne,NSH,0,0
963,Brian Elliott,COL,0,0
964,Tomas Vokoun,FLA,0,0
965,Antero Niittymaki,SJ,0,0
966,Brett Sterling,PIT,0,0
967,Michael Leighton,PHI,0,0
968,Andreas Thuresson,NSH,0,0
969,Jimmy Howard,DET,0,0
970,Mike McKenna,NJ,0,0
971,Ben Holmstrom,PHI,0,0
972,Corey Locke,OTT,0,0
973,Andrew Raycroft,DAL,0,0
974,Jonathan Quick,LA,0,0
975,Martin Gerber,EDM,0,0
976,Carl Klingberg,ATL,0,0
977,Mike Smith,TB,0,0
978,Ondrej Pavelec,ATL,0,0
979,Zac Rinaldo,PHI,-,-
