Rank,Player,Team,Blocks,PerGame
677,Andreas Athanasiou,DET,8,0.22
678,Tyler Ennis,BUF,8,0.35
679,Zach Hyman,TOR,8,0.5
680,Michael McCarron,MON,8,0.4
681,Chris Butler,STL,8,1.6
682,Tuomo Ruutu,NJ,8,0.24
683,Steve Downie,ARI,7,0.27
684,Brad Hunt,EDM,7,1
685,Derek Forbort,LA,7,0.5
686,Laurent Dauphin,ARI,7,0.88
687,Brad Stuart,COL,7,1.17
688,Stefan Matteau,MON,7,0.22
689,Aaron Ness,WAS,7,0.88
690,Dave Dziurzynski,OTT,7,0.5
691,Frederik Gauthier,TOR,7,1
692,Mason Raymond,CGY,7,0.24
693,Dylan Olsen,FLA,7,0.88
694,Jiri Hudler,FLA,7,0.1
695,Brent Regner,FLA,7,1
696,Ben Harpur,OTT,7,1.4
697,James van Riemsdyk,TOR,7,0.18
698,Phil Varone,OTT,6,1
699,Connor Brickley,FLA,6,0.26
700,Cody Hodgson,NSH,6,0.15
701,Zach Sill,WAS,6,0.6
702,David Clarkson,CLS,6,0.26
703,Jujhar Khaira,EDM,6,0.4
704,Beau Bennett,PIT,6,0.18
705,Greg McKegg,FLA,6,0.4
706,Justin Bailey,BUF,6,0.75
707,Scott Wilson,PIT,6,0.25
708,Patrick Brown,CAR,6,0.86
709,Zack Kassian,EDM,6,0.17
710,Nikita Soshnikov,TOR,6,0.55
711,Brock McGinn,CAR,6,0.29
712,Brendan Leipsic,TOR,6,1
713,Dwight King,LA,6,0.13
714,Mike Sislo,NJ,6,0.33
715,Andrew Ference,EDM,5,0.83
716,Steve Ott,STL,5,0.24
717,Lucas Lessio,MON,5,0.42
718,Andre Benoit,STL,5,2.5
719,William Nylander,TOR,5,0.23
720,Vojtech Mozik,NJ,5,0.71
721,Cal O'Reilly,BUF,5,0.25
722,Oliver Bjorkstrand,CLS,5,0.42
723,Daniel Carr,MON,5,0.22
724,Slater Koekkoek,TB,5,0.56
725,Oskar Sundqvist,PIT,5,0.28
726,Rich Clune,TOR,5,0.26
727,T.J. Brennan,TOR,5,0.71
728,Conor Sheary,PIT,5,0.11
729,Joakim Andersson,DET,5,0.17
730,Josh Anderson,CLS,4,0.33
731,Kevin Gravel,LA,4,0.8
732,Noel Acciari,BOS,4,0.21
733,Alexander Semin,MON,4,0.27
734,Craig Cunningham,ARI,4,0.4
735,Ben Street,COL,4,0.57
736,John Ramage,CLS,4,4
737,Casey Nelson,BUF,4,0.57
738,Nic Petan,WPG,4,0.15
739,Micheal Haley,SJ,4,0.25
740,Garrett Wilson,FLA,4,0.14
741,Ryan Dzingel,OTT,4,0.13
742,Anthony Peluso,WPG,4,0.11
743,Andrew Agozzino,COL,4,0.44
744,Barclay Goodrow,SJ,4,0.29
745,Tomas Jurco,DET,4,0.09
746,Chandler Stephenson,WAS,4,0.44
747,Rob Klinkhammer,EDM,4,0.29
748,Tyler Gaudet,ARI,4,0.29
749,Rinat Valiev,TOR,4,0.4
750,Stanislav Galiev,WAS,4,0.17
751,Xavier Ouellet,DET,3,0.6
752,Alexandre Grenier,VAN,3,0.5
753,Kyle Rau,FLA,3,0.33
754,Stuart Percy,TOR,3,1
755,Brendan Gaunce,VAN,3,0.15
756,Brett Kulak,CGY,3,0.38
757,Taylor Fedun,VAN,3,3
758,Brandon Mashinter,CHI,3,0.07
759,Taylor Leier,PHI,3,0.5
760,Mirco Mueller,SJ,3,0.27
761,David Rundblad,CHI,3,0.33
762,John Scott,MON,3,0.25
763,Bryan Lerg,SJ,3,0.5
764,Anthony Mantha,DET,3,0.3
765,Daniel Sprong,PIT,3,0.17
766,Hunter Shinkaruk,CGY,3,0.38
767,John McFarland,FLA,3,1
768,Mark Arcobello,TOR,3,0.15
769,Mike Blunden,TB,3,0.15
770,Matt Taormina,TB,3,1
771,Ryan Hartman,CHI,3,1
772,Borna Rendulic,COL,3,1
773,Brett Ritchie,DAL,3,0.38
774,Michael Chaput,CLS,3,0.38
775,Alan Quine,NYI,3,1.5
776,Blake Pietila,NJ,3,0.43
777,Josh Leivo,TOR,3,0.25
778,Connor Brown,TOR,2,0.29
779,Chad Ruhwedel,BUF,2,2
780,Christoph Bertschy,MIN,2,0.67
781,Max Friberg,MON,2,0.4
782,Ryan Johnston,MON,2,0.67
783,Steven Santini,NJ,2,2
784,Alex Grant,ARI,2,0.4
785,Josh Morrissey,WPG,2,2
786,Vincent Hinostroza,CHI,2,0.29
787,Kevin Fiala,NSH,2,0.4
788,Brandon Tanev,WPG,2,0.67
789,Trevor Carrick,CAR,2,1
790,Scott Kosmachuk,WPG,2,0.25
791,Sean Collins,WAS,2,1
792,Morgan Ellis,MON,2,0.67
793,Ty Rattie,STL,2,0.15
794,Rocco Grimaldi,FLA,2,0.1
795,J.C. Lipon,WPG,2,0.22
796,Jim O'Brien,NJ,2,0.5
797,Sonny Milano,CLS,2,0.67
798,Bracken Kearns,NYI,2,1
799,Freddie Hamilton,CGY,2,0.5
800,Jordan Weal,PHI,2,0.14
801,Patrick Sieloff,CGY,2,2
802,Daniel Catenacci,BUF,2,0.18
803,Shawn Thornton,FLA,2,0.04
804,Joel Vermin,TB,2,0.33
805,Jeff Schultz,LA,2,2
806,Corban Knight,FLA,2,0.1
807,Michael Sgarbossa,ANH,2,2
808,Ronalds Kenins,VAN,2,0.25
809,Jonathan Drouin,TB,2,0.1
810,Curtis McKenzie,DAL,1,0.33
811,Dustin Jeffrey,PIT,1,0.14
812,Michael Matheson,FLA,1,0.33
813,Marek Hrivik,NYR,1,0.2
814,Yanni Gourde,TB,1,0.5
815,Matt Greene,LA,1,0.33
816,Drew Shore,CGY,1,0.5
817,Hudson Fasching,BUF,1,0.14
818,Jayson Megna,NYR,1,0.17
819,Corey Potter,NSH,1,1
820,Colin McDonald,PHI,1,0.2
821,Oliver Kylington,CGY,1,1
822,Anton Slepyshev,EDM,1,0.09
823,Patrik Elias,NJ,1,0.06
824,Michael Paliotta,CLS,1,1
825,Dominik Simon,PIT,1,0.33
826,Buddy Robinson,OTT,1,0.33
827,Charles Hudon,MON,1,0.33
828,Emile Poirier,CGY,1,0.5
829,Tommy Cross,BOS,1,0.33
830,Kasperi Kapanen,TOR,1,0.11
831,Paul Carey,WAS,1,0.25
832,Luke Witkowski,TB,1,0.25
833,Alex Khokhlachev,BOS,1,0.2
834,Tobias Lindberg,TOR,1,0.17
835,Chris Summers,NYR,1,0.33
836,Nikolay Goldobin,SJ,1,0.11
837,Viktor Loov,TOR,1,0.25
838,Jason Dickinson,DAL,1,1
839,Mike Angelidis,TB,1,0.25
840,Tom Sestito,PIT,1,0.25
841,John McCarthy,SJ,1,1
842,Josh Archibald,PIT,1,1
843,Christian Thomas,ARI,1,0.17
844,Marc-Andre Gragnani,NJ,1,0.25
845,Clarke MacArthur,OTT,1,0.25
846,Stefan Noesen,ANH,0,0
847,Thomas Greiss,NYI,0,0
848,Tomas Nosek,DET,0,0
849,Eric Selleck,ARI,0,0
850,Chad Johnson,BUF,0,0
851,Christopher Gibson,NYI,0,0
852,Jordan Binnington,STL,0,0
853,Zac Dalpe,MIN,0,0
854,Tim Jackman,CHI,0,0
855,Sergey Tolchinsky,CAR,0,0
856,Bud Holloway,MON,0,0
857,Martin Jones,SJ,0,0
858,Anton Forsberg,CLS,0,0
859,Anders Nilsson,STL,0,0
860,Eric Boulton,NYI,0,0
861,Calvin Pickard,COL,0,0
862,Garret Sparks,TOR,0,0
863,Yann Danis,NJ,0,0
864,Johan Franzen,DET,0,0
865,Roman Will,COL,0,0
866,Pheonix Copley,STL,0,0
867,Andrew Miller,EDM,0,0
868,Tyler Graovac,MIN,0,0
869,James Wisniewski,CAR,0,0
870,Jaroslav Halak,NYI,0,0
871,Markus Hannikainen,CLS,0,0
872,Sergei Bobrovsky,CLS,0,0
873,Ondrej Pavelec,WPG,0,0
874,Steve Mason,PHI,0,0
875,Carter Hutton,NSH,0,0
876,Antti Niemi,DAL,0,0
877,Reto Berra,COL,0,0
878,Braden Holtby,WAS,0,0
879,Brody Sutter,CAR,0,0
880,Evan Rodrigues,BUF,0,0
881,Kael Mouillierat,PIT,0,0
882,Cam Talbot,EDM,0,0
883,Devin Shore,DAL,0,0
884,Jake Allen,STL,0,0
885,Michael Hutchinson,WPG,0,0
886,Joonas Korpisalo,CLS,0,0
887,Michael Leighton,CHI,0,0
888,Dustin Tokarski,ANH,0,0
889,Curtis McElhinney,CLS,0,0
890,Niklas Treutle,ARI,0,0
891,Robin Lehner,BUF,0,0
892,Kari Lehtonen,DAL,0,0
893,Peter Budaj,LA,0,0
894,Kristers Gudlevskis,TB,0,0
895,Matthew O'Connor,OTT,0,0
896,Linus Ullmark,BUF,0,0
897,Ryan Carpenter,SJ,0,0
898,Kurtis Gabriel,MIN,0,0
899,Gustav Olofsson,MIN,0,0
900,Ben Bishop,TB,0,0
901,Derek Ryan,CAR,0,0
902,Philipp Grubauer,WAS,0,0
903,Mike Condon,MON,0,0
904,James Reimer,SJ,0,0
905,Corey Crawford,CHI,0,0
906,Alex Friesen,VAN,0,0
907,Pekka Rinne,NSH,0,0
908,Chase De Leo,WPG,0,0
909,Harry Zolnierczyk,ANH,0,0
910,Charlie Lindgren,MON,0,0
911,Jason Kasdorf,BUF,0,0
912,Chris Brown,NYR,0,0
913,Keith Kinkaid,NJ,0,0
914,Tye McGinn,TB,0,0
915,Ryan Miller,VAN,0,0
916,Nic Dowd,LA,0,0
917,Al Montoya,FLA,0,0
918,Jimmy Howard,DET,0,0
919,Patrice Cormier,WPG,0,0
920,Ross Johnston,NYI,0,0
921,Andrew Hammond,OTT,0,0
922,Eddie Lack,CAR,0,0
923,Jonathan Bernier,TOR,0,0
924,Frederik Andersen,ANH,0,0
925,Marc-Andre Fleury,PIT,0,0
926,Turner Elson,CGY,0,0
927,Devan Dubnyk,MIN,0,0
928,Anders Lindback,ARI,0,0
929,Chris Driedger,OTT,0,0
930,Jean-Francois Berube,NYI,0,0
931,Martin Havlat,STL,0,0
932,Jeremy Welsh,STL,0,0
933,Joe Vitale,ARI,0,0
934,Laurent Brossoit,EDM,0,0
935,Matt Irwin,BOS,0,0
936,Darcy Kuemper,MIN,0,0
937,Brendan Woods,CAR,0,0
938,Paul Thompson,FLA,0,0
939,Tyson Strachan,MIN,0,0
940,Antti Raanta,NYR,0,0
941,Magnus Hellberg,NYR,0,0
942,Carey Price,MON,0,0
943,Pavel Zacha,NJ,0,0
944,Connor Hellebuyck,WPG,0,0
945,Semyon Varlamov,COL,0,0
946,Juuse Saros,NSH,0,0
947,John Gibson,ANH,0,0
948,Anton Khudobin,ANH,0,0
949,Seth Griffith,BOS,0,0
950,Cam Ward,CAR,0,0
951,Mike Smith,ARI,0,0
952,Miles Wood,NJ,0,0
953,Alex Stalock,TOR,0,0
954,Jonas Hiller,CGY,0,0
955,Jordan Caron,STL,0,0
956,Matt Murray,PIT,0,0
957,Joni Ortio,CGY,0,0
958,Cory Schneider,NJ,0,0
959,Brian Elliott,STL,0,0
960,Richard Bachman,VAN,0,0
961,Cole Schneider,BUF,0,0
962,Taylor Beck,COL,0,0
963,Jhonas Enroth,LA,0,0
964,Louis Domingue,ARI,0,0
965,Karri Ramo,CGY,0,0
966,Scott Darling,CHI,0,0
967,Scott Wedgewood,NJ,0,0
968,Kenny Agostino,CGY,0,0
969,Brett Bulmer,MIN,0,0
970,Michal Neuvirth,PHI,0,0
971,Tuukka Rask,BOS,0,0
972,Michael Keranen,OTT,0,0
973,Henrik Lundqvist,NYR,0,0
974,Jonathan Quick,LA,0,0
975,Petr Mrazek,DET,0,0
976,Eric Tangradi,DET,0,0
977,Ben Scrivens,MON,0,0
978,Roberto Luongo,FLA,0,0
979,Andrei Vasilevskiy,TB,0,0
980,Craig Anderson,OTT,0,0
981,Jeff Zatkoff,PIT,0,0
982,Mark McNeill,CHI,0,0
983,Niklas Backstrom,CGY,0,0
984,Kyle Baun,CHI,0,0
985,Brett Lernout,MON,0,0
986,Ryan Stanton,WAS,0,0
987,Sam Carrick,TOR,0,0
988,Jacob Markstrom,VAN,0,0
989,Jonas Gustavsson,BOS,0,0
990,Michael Zalewski,VAN,0,0
991,Jonathan Racine,FLA,-,-
992,Rick Pinkston,SJ,-,-
993,Thomas Chabot,OTT,-,-
994,Mike DiPaolo,SJ,-,-
995,Zach Palmquist,MIN,-,-
996,Alex Peters,DAL,-,-
997,Kyle Schempp,NYI,-,-
998,Jayce Hawryluk,FLA,-,-
999,Yohann Auvitu,NJ,-,-
1000,Samuel Laberge,LA,-,-
