Rank,Player,Team,Blocks,PerGame
97,Mark Fayne,EDM,100,1.45
98,Ben Hutton,VAN,100,1.33
99,Mark Borowiecki,OTT,99,1.57
100,Matt Hunwick,TOR,98,1.63
101,Zach Bogosian,BUF,98,1.53
102,Toby Enstrom,WPG,96,1.33
103,Tyler Myers,WPG,95,1.3
104,Brayden McNabb,LA,95,1.17
105,Torey Krug,BOS,94,1.16
106,Jordie Benn,DAL,94,1.47
107,Brandon Davidson,EDM,92,1.8
108,Ryan Kesler,ANH,92,1.16
109,Frans Nielsen,NYI,92,1.14
110,Matthew Carle,TB,91,1.42
111,Marc Methot,OTT,90,1.3
112,Thomas Hickey,NYI,90,1.45
113,Mark Streit,PHI,90,1.45
114,Brenden Dillon,SJ,89,1.17
115,Dion Phaneuf,OTT,89,1.25
116,Nathan Beaulieu,MON,89,1.39
117,Tom Gilbert,MON,88,1.96
118,Braydon Coburn,TB,88,1.1
119,David Schlemko,NJ,88,1.31
120,Olli Maatta,PIT,87,1.3
121,Nick Leddy,NYI,87,1.07
122,Barret Jackman,NSH,86,1.18
123,Tyson Barrie,COL,84,1.08
124,John Moore,NJ,83,1.14
125,Brett Pesce,CAR,83,1.2
126,Niklas Kronwall,DET,81,1.27
127,Brian Campbell,FLA,80,0.98
128,P.K. Subban,MON,80,1.18
129,Trevor Daley,PIT,79,0.96
130,Eric Gryba,EDM,78,1.47
131,Noah Hanifin,CAR,78,0.99
132,Dennis Wideman,CGY,77,1.51
133,Alex Petrovic,FLA,76,1.15
134,Klas Dahlbeck,ARI,76,1.07
135,Rob Scuderi,LA,75,1.19
136,Mike Fisher,NSH,74,1.06
137,Nate Prosser,MIN,73,1.35
138,Jeff Petry,MON,73,1.43
139,Anton Stralman,TB,73,1
140,Nicklas Grossmann,ARI,73,1.26
141,Erik Gudbranson,VAN,73,1.14
142,Jason Demers,DAL,73,1.18
143,Justin Schultz,PIT,72,1.14
144,Andrew MacDonald,PHI,72,2.57
145,Dan Hamhuis,VAN,72,1.24
146,Chris Wideman,OTT,71,1.11
147,Luke Glendening,DET,71,0.88
148,Fedor Tyutin,CLS,71,1.16
149,Boone Jenner,CLS,71,0.87
150,Ryan Callahan,TB,71,0.97
151,Mike Green,DET,71,0.96
152,Simon Despres,ANH,71,2.22
153,Carl Soderberg,COL,71,0.87
154,Dalton Prout,CLS,70,1.09
155,Steven Kampfer,FLA,70,1.49
156,Willie Mitchell,FLA,70,1.52
157,Jarret Stoll,MIN,69,0.86
158,Mats Zuccarello,NYR,69,0.85
159,John Klingberg,DAL,68,0.89
160,Keith Yandle,NYR,68,0.83
161,Matt Hendricks,EDM,68,1
162,Brian Dumoulin,PIT,68,0.86
163,Marek Zidlicky,NYI,68,1.28
164,Nick Bonino,PIT,67,1.06
165,Jake Gardiner,TOR,67,0.85
166,Oliver Ekman-Larsson,ARI,67,0.89
167,Josh Manson,ANH,67,0.94
168,Joe Pavelski,SJ,67,0.82
169,Jyrki Jokipakka,CGY,66,1.14
170,Gabriel Landeskog,COL,66,0.88
171,Andrej Sustr,TB,66,0.86
172,Anze Kopitar,LA,65,0.8
173,Justin Faulk,CAR,65,1.02
174,John Mitchell,COL,65,0.92
175,Brian Strait,NYI,65,1.25
176,Martin Marincin,TOR,63,0.97
177,Michal Rozsival,CHI,63,1.24
178,David Backes,STL,63,0.8
179,Kyle Quincey,DET,62,1.32
180,Casey Cizikas,NYI,62,0.78
181,T.J. Oshie,WAS,62,0.78
182,Joel Edmundson,STL,62,0.93
183,Oscar Klefbom,EDM,62,2.07
184,Dmitry Orlov,WAS,61,0.74
185,Charlie Coyle,MIN,61,0.74
186,Mike Weber,WAS,61,1.36
187,Ryan Getzlaf,ANH,61,0.79
188,Pierre-Edouard Bellemare,PHI,61,0.82
189,Jean-Gabriel Pageau,OTT,60,0.73
190,Matt Read,PHI,60,0.76
191,Chris VandeVelde,PHI,60,0.76
192,Tomas Hertl,SJ,60,0.74
193,Aaron Ekblad,FLA,59,0.76
194,Shayne Gostisbehere,PHI,59,0.92
195,Jakob Silfverberg,ANH,58,0.71
196,Antoine Roussel,DAL,58,0.73
197,Luca Sbisa,VAN,58,1.41
198,Jared Cowen,TOR,58,1.57
199,Taylor Chorney,WAS,58,1.05
200,Kevin Connauton,ARI,58,0.89
201,Antoine Vermette,ARI,57,0.75
202,Brandon Manning,PHI,57,1.02
203,David Krejci,BOS,57,0.79
204,Mikael Granlund,MIN,57,0.7
205,Mikko Koivu,MIN,57,0.7
206,Adam Henrique,NJ,56,0.7
207,Gregory Campbell,CLS,56,0.68
208,Patrice Bergeron,BOS,56,0.7
209,Cody Franson,BUF,56,0.95
210,Patrick Wiercioch,OTT,56,1.08
211,Blake Wheeler,WPG,56,0.68
212,Matt Dumba,MIN,56,0.69
213,Lauri Korpikoski,EDM,56,0.79
214,Erik Haula,MIN,55,0.72
215,Clayton Stoner,ANH,55,1.1
216,Jesper Fast,NYR,55,0.7
217,Michael Grabner,TOR,55,0.69
218,Jamie Benn,DAL,55,0.67
219,Mark Stone,OTT,54,0.72
220,Patric Hornqvist,PIT,54,0.66
221,Jon Merrill,NJ,54,1.15
222,Tommy Wingels,SJ,54,0.79
223,Bo Horvat,VAN,53,0.65
224,Joel Ward,SJ,53,0.67
225,Nathan MacKinnon,COL,53,0.74
226,Brad Richardson,ARI,53,0.65
227,Troy Brouwer,STL,52,0.63
228,Greg Pateryn,MON,52,1.37
229,Colton Sceviour,DAL,52,0.73
230,Mikael Backlund,CGY,51,0.62
231,Kyle Palmieri,NJ,51,0.62
232,Boyd Gordon,ARI,51,0.78
233,Ryan White,PHI,51,0.7
234,Jussi Jokinen,FLA,50,0.62
235,Nikolay Kulemin,NYI,50,0.62
236,Brock Nelson,NYI,50,0.62
237,Taylor Hall,EDM,50,0.61
238,Nicklas Backstrom,WAS,50,0.67
239,Mark Pysyk,BUF,49,0.89
240,Zach Trotman,BOS,49,1.29
241,Andrew Desjardins,CHI,49,0.64
242,Brian Boyle,TB,48,0.63
243,William Karlsson,CLS,48,0.59
244,Adam Lowry,WPG,48,0.65
245,Tom Wilson,WAS,48,0.59
246,J.T. Miller,NYR,48,0.59
247,Melker Karlsson,SJ,48,0.74
248,Jonathan Ericsson,DET,48,0.68
249,Cody Goloubef,CLS,48,1.12
250,Curtis Lazar,OTT,47,0.62
251,Cody Eakin,DAL,47,0.57
252,Patrik Nemeth,DAL,47,1.24
253,Joonas Donskoi,SJ,46,0.61
254,Alexander Wennberg,CLS,46,0.67
255,Griffin Reinhart,EDM,46,1.59
256,Daniel Winnik,WAS,46,0.61
257,Matt Calvert,CLS,46,0.63
258,Tomas Plekanec,MON,46,0.56
259,Nick Foligno,CLS,46,0.64
260,Elias Lindholm,CAR,45,0.55
261,Austin Watson,NSH,45,0.79
262,Matt Stajan,CGY,45,0.56
263,Jarome Iginla,COL,45,0.55
264,Nick Spaling,SJ,45,0.78
265,Eric Fehr,PIT,45,0.82
266,Wayne Simmonds,PHI,44,0.54
267,Matt Beleskey,BOS,44,0.55
268,Michael Frolik,CGY,44,0.69
269,Marcus Foligno,BUF,44,0.59
270,Justin Abdelkader,DET,44,0.54
271,Derek Dorsett,VAN,44,0.62
272,Emerson Etem,VAN,43,0.74
273,Nazem Kadri,TOR,43,0.57
274,Mika Zibanejad,OTT,43,0.53
275,Ryan O'Reilly,BUF,43,0.61
276,Tobias Rieder,ARI,43,0.52
277,Justin Williams,WAS,43,0.52
278,Robert Bortuzzo,STL,42,1.05
279,Andrew Ladd,CHI,42,0.54
280,Brendan Smith,DET,42,0.67
281,Lance Bouma,CGY,42,0.95
282,Zach Parise,MIN,42,0.6
283,Matt Bartkowski,VAN,42,0.53
284,Damon Severson,NJ,41,0.57
285,Anthony Bitetto,NSH,41,1.46
286,Vincent Trocheck,FLA,41,0.54
287,Alex Biega,VAN,41,0.8
288,Carlo Colaiacovo,BUF,41,1.14
289,Travis Zajac,NJ,41,0.55
290,Filip Forsberg,NSH,41,0.5
291,Matt Cullen,PIT,41,0.5
292,Zemgus Girgensons,BUF,41,0.58
293,Scott Hartnell,CLS,41,0.52
294,Jordan Martinook,ARI,40,0.49
295,Riley Sheahan,DET,40,0.49
296,J.T. Brown,TB,40,0.51
297,Brandon Dubinsky,CLS,40,0.53
298,Jacob Josefson,NJ,40,0.69
299,Cam Atkinson,CLS,40,0.49
300,Artem Anisimov,CHI,40,0.52
301,Nate Thompson,ANH,40,0.82
302,Paul Stastny,STL,40,0.63
303,Chris Tierney,SJ,39,0.49
304,Vernon Fiddler,DAL,39,0.48
305,Reilly Smith,FLA,39,0.48
306,Ondrej Palat,TB,39,0.63
307,Derek Stepan,NYR,39,0.54
308,Shawn Matthias,COL,39,0.55
309,Jeff Carter,LA,39,0.51
310,Mikhail Grigorenko,COL,39,0.53
311,Kyle Okposo,NYI,39,0.49
312,Zach Redmond,COL,39,1.05
313,Aleksander Barkov,FLA,39,0.59
314,Justin Falk,CLS,38,1.58
315,Logan Couture,SJ,38,0.73
316,Derek MacKenzie,FLA,38,0.59
317,Jamie McBain,LA,38,0.86
318,Jonathan Toews,CHI,38,0.48
319,Torrey Mitchell,MON,38,0.54
320,Sean Monahan,CGY,37,0.46
321,Kyle Brodziak,STL,37,0.49
322,Frank Corrado,TOR,37,0.95
323,Matt Duchene,COL,37,0.49
324,Max Pacioretty,MON,37,0.45
325,Ryan Carter,MIN,37,0.62
326,Yannick Weber,VAN,37,0.82
327,Erik Gustafsson,CHI,37,0.9
328,Corey Perry,ANH,36,0.44
329,Lars Eller,MON,36,0.46
330,Oscar Lindberg,NYR,36,0.53
331,Ryan Nugent-Hopkins,EDM,36,0.65
332,Alex Galchenyuk,MON,36,0.44
333,Jonathan Huberdeau,FLA,36,0.47
334,Stephen Gionta,NJ,36,0.44
335,Mark Scheifele,WPG,36,0.51
336,Claude Giroux,PHI,36,0.46
337,Brian Gionta,BUF,36,0.46
338,Patrick Marleau,SJ,36,0.44
339,Sven Baertschi,VAN,36,0.52
340,Brett Connolly,BOS,36,0.51
341,Alex Tanguay,ARI,36,0.51
342,Colin Miller,BOS,36,0.86
343,Joe Morrow,BOS,35,1.06
344,Brad Marchand,BOS,35,0.45
345,Sidney Crosby,PIT,35,0.44
346,Blake Comeau,COL,35,0.43
347,Viktor Arvidsson,NSH,35,0.63
348,Alexander Steen,STL,35,0.52
349,Christian Ehrhoff,CHI,35,0.73
350,Alex Burmistrov,WPG,35,0.43
351,Steven Stamkos,TB,35,0.45
352,Dominic Moore,NYR,35,0.44
353,Dylan McIlrath,NYR,35,1.03
354,Dylan DeMelo,SJ,35,0.78
355,Lee Stempniak,BOS,34,0.41
356,Jakub Voracek,PHI,34,0.47
357,Loui Eriksson,BOS,34,0.41
358,Brooks Laich,TOR,34,0.42
359,Alex Ovechkin,WAS,34,0.43
360,Tanner Pearson,LA,34,0.43
361,Adam Clendening,EDM,34,1.17
362,Michael Raffl,PHI,34,0.41
363,Michal Jordan,CAR,34,0.94
364,Cal Clutterbuck,NYI,34,0.44
365,Victor Rask,CAR,34,0.43
366,Evgeny Medvedev,PHI,34,0.76
367,Pavel Datsyuk,DET,33,0.5
368,Vladislav Namestnikov,TB,33,0.41
369,Nate Guenin,COL,33,1.14
370,David Jones,MIN,33,0.44
371,Johan Larsson,BUF,33,0.45
372,Valeri Nichushkin,DAL,33,0.42
373,Jason Zucker,MIN,33,0.46
374,Carl Hagelin,PIT,33,0.41
375,Brian Flynn,MON,33,0.59
376,Alexandre Burrows,VAN,33,0.42
377,Mathieu Perreault,WPG,33,0.46
378,Ladislav Smid,CGY,33,1.5
379,Chris Kunitz,PIT,33,0.41
380,Eric Staal,NYR,33,0.4
381,Chris Kreider,NYR,33,0.42
382,Drew Miller,DET,33,1.18
383,Marian Hossa,CHI,33,0.52
384,Radek Faksa,DAL,33,0.73
385,Viktor Stalberg,NYR,33,0.44
386,Mark Letestu,EDM,33,0.4
387,Paul Gaustad,NSH,33,0.52
388,Josh Jooris,CGY,33,0.56
389,Matt Nieto,SJ,33,0.49
390,Kris Versteeg,LA,32,0.42
391,Adam Pardy,EDM,32,1.39
392,Sam Bennett,CGY,32,0.42
393,Tom Kuhnhackl,PIT,32,0.76
394,Chris Thorburn,WPG,32,0.39
395,Korbinian Holzer,ANH,32,1.1
396,Joakim Nordstrom,CAR,32,0.45
397,Kyle Turris,OTT,31,0.54
398,Mikkel Boedker,COL,31,0.39
399,Cedric Paquette,TB,31,0.55
400,James Neal,NSH,31,0.38
401,Marcus Kruger,CHI,31,0.76
402,Nikita Nesterov,TB,31,0.54
403,Jordan Staal,CAR,31,0.38
404,Anders Lee,NYI,31,0.39
405,Jay McClement,CAR,31,0.4
406,Jason Pominville,MIN,31,0.41
407,Teuvo Teravainen,CAR,31,0.4
408,Miikka Salomaki,NSH,30,0.49
409,Nicolas Deslauriers,BUF,30,0.43
410,Rickard Rakell,ANH,30,0.42
411,Christian Folin,MIN,30,1.15
412,Brayden Schenn,PHI,30,0.38
413,Sean Couturier,PHI,30,0.48
414,Joe Thornton,SJ,30,0.37
415,Ryan Johansen,NSH,30,0.38
416,Sergey Kalinin,NJ,30,0.38
417,Fredrik Claesson,OTT,30,1.88
418,Scott Laughton,PHI,29,0.41
419,John Tavares,NYI,29,0.37
420,Evgeny Kuznetsov,WAS,29,0.35
421,Mike Hoffman,OTT,29,0.37
422,Landon Ferraro,BOS,29,0.43
423,Jamie Oleksiak,DAL,29,1.53
424,Vladimir Tarasenko,STL,28,0.35
425,Phillip Danault,MON,28,0.55
426,Ryan Garbutt,ANH,28,0.35
427,Nick Bjugstad,FLA,28,0.42
428,Nikita Kucherov,TB,28,0.36
429,Joe Colborne,CGY,28,0.38
430,Cody McLeod,COL,28,0.34
431,Trevor Lewis,LA,28,0.37
432,Max Talbot,BOS,28,0.74
433,Alex Chiasson,OTT,28,0.36
434,Viktor Svedberg,CHI,28,1.04
435,Martin Hanzal,ARI,28,0.44
436,Andrew Bodnarchuk,COL,27,0.73
437,Jamie McGinn,ANH,27,0.32
438,Anthony Duclair,ARI,27,0.33
439,Leo Komarov,TOR,27,0.4
440,Andreas Martinsen,COL,27,0.49
441,Milan Michalek,TOR,27,0.6
442,Chris Wagner,ANH,27,0.63
443,Tyler Seguin,DAL,27,0.38
444,Andrew Cogliano,ANH,27,0.33
445,Sam Reinhart,BUF,26,0.33
446,Pierre-Alexandr Parenteau,TOR,26,0.34
447,Jori Lehtera,STL,26,0.33
448,Henrik Zetterberg,DET,26,0.32
449,Darren Helm,DET,26,0.34
450,Jordan Oesterle,EDM,26,1.53
451,Mikhail Grabovski,NYI,26,0.45
452,Petter Granberg,NSH,26,0.96
453,Eric Nystrom,NSH,26,0.57
454,Ales Hemsky,DAL,26,0.35
455,Dale Weise,CHI,26,0.37
456,Zack Smith,OTT,26,0.32
457,Kevin Porter,PIT,25,0.61
458,Colin Wilson,NSH,25,0.39
459,Josh Bailey,NYI,25,0.31
460,Mike Brown,MON,25,0.43
461,Viktor Tikhonov,ARI,25,0.5
462,Paul Byron,MON,25,0.4
463,Tyler Johnson,TB,25,0.36
464,Max Domi,ARI,25,0.31
465,Nikolaj Ehlers,WPG,25,0.35
466,Valtteri Filppula,TB,25,0.33
467,Brandon Bollig,CGY,25,0.46
468,David Desharnais,MON,25,0.38
469,Dylan Larkin,DET,25,0.31
470,Jack Eichel,BUF,25,0.31
471,Benoit Pouliot,EDM,25,0.45
472,Jack Skille,COL,25,0.34
473,Adam Cracknell,EDM,25,0.48
474,Brandon Saad,CLS,25,0.32
475,Brendan Gallagher,MON,25,0.47
476,Matt Martin,NYI,24,0.3
477,Calle Jarnkrok,NSH,24,0.3
478,Jay Beagle,WAS,24,0.42
479,Justin Fontaine,MIN,24,0.4
480,Patrick Sharp,DAL,24,0.32
481,Tyler Bozak,TOR,24,0.42
482,Bobby Ryan,OTT,24,0.3
483,Rick Nash,NYR,24,0.4
484,Andre Burakovsky,WAS,24,0.3
485,Marcus Johansson,WAS,24,0.32
486,Shawn Horcoff,ANH,24,0.41
487,Jakub Kindl,FLA,24,0.55
488,Alex Killorn,TB,23,0.28
489,Matt Moulson,BUF,23,0.28
490,Byron Froese,TOR,23,0.41
491,Mike Reilly,MIN,23,0.79
492,David Warsofsky,NJ,23,1.05
493,Eric Gelinas,COL,23,0.58
494,Kevin Hayes,NYR,23,0.29
495,Evander Kane,BUF,23,0.35
496,Jordan Eberle,EDM,23,0.33
497,David Perron,ANH,23,0.32
498,Seth Helgeson,NJ,23,1.21
499,Jakub Nakladal,CGY,23,0.85
500,Frank Vatrano,BOS,23,0.59
501,Derick Brassard,NYR,23,0.29
502,Bryan Rust,PIT,23,0.56
503,Nikita Tryamkin,VAN,23,1.77
504,Markus Granlund,VAN,23,0.49
505,Devante Smith-Pelly,NJ,23,0.36
506,Jake Virtanen,VAN,22,0.4
507,Bryan Little,WPG,22,0.39
508,Gabriel Bourque,NSH,22,1
509,Micheal Ferland,CGY,22,0.31
510,Shea Theodore,ANH,22,1.16
511,Ryan Murphy,CAR,22,0.63
512,Milan Lucic,LA,22,0.27
513,Vincent Lecavalier,LA,22,0.45
514,Iiro Pakarinen,EDM,21,0.33
515,Jaden Schwartz,STL,21,0.64
516,Andrew Shaw,CHI,21,0.27
517,Mattias Janmark,DAL,21,0.29
518,Chris Terry,CAR,21,0.31
519,Riley Nash,CAR,21,0.33
520,Nail Yakupov,EDM,21,0.35
521,Stephen Johns,DAL,21,1.5
522,Phillip Di Giuseppe,CAR,21,0.51
523,Patrick Kane,CHI,21,0.26
524,Patrick Eaves,DAL,20,0.37
525,Mike Ribeiro,NSH,20,0.25
526,Michael Kostka,OTT,20,1.33
527,Mike Santorelli,ANH,20,0.29
528,Logan Shaw,FLA,20,0.38
529,Dustin Brown,LA,20,0.24
530,Jason Spezza,DAL,20,0.27
531,Joel Armia,WPG,20,0.47
532,Dennis Rasmussen,CHI,20,0.45
533,Colton Sissons,NSH,20,0.59
534,Brandon Gormley,COL,19,0.73
535,Joel Hanley,MON,19,1.9
536,Tyler Toffoli,LA,19,0.23
537,Bobby Farnham,NJ,19,0.36
538,Rene Bourque,CLS,19,0.39
539,Evgeni Malkin,PIT,19,0.33
540,Peter Holland,TOR,19,0.29
541,Daniel Sedin,VAN,19,0.23
542,Anton Lander,EDM,19,0.31
543,Henrik Sedin,VAN,19,0.26
544,Ryan Strome,NYI,19,0.27
545,Gustav Nyquist,DET,19,0.23
546,Jared McCann,FLA,19,0.28
547,Nino Niederreiter,MIN,19,0.23
548,Connor Carrick,TOR,19,1
549,Tomas Fleischmann,CHI,19,0.25
550,Jannik Hansen,VAN,19,0.28
551,Mike Richards,WAS,19,0.49
552,Ryan Spooner,BOS,19,0.24
553,Jacob De La Rose,MON,19,0.86
554,Leon Draisaitl,EDM,18,0.25
555,Chris Higgins,VAN,18,0.55
556,Craig Smith,NSH,18,0.22
557,Matt Tennyson,SJ,18,0.62
558,Jordin Tootoo,NJ,18,0.27
559,Joonas Kemppainen,BOS,18,0.41
560,Derrick Pouliot,PIT,18,0.82
561,Tomas Tatar,DET,18,0.22
562,Mark Barberio,MON,18,0.6
563,Andrew Copp,WPG,18,0.23
564,Tanner Glass,NYR,18,0.32
565,Stefan Elliott,NSH,18,0.86
566,Jiri Sekac,ARI,18,0.46
567,David Legwand,BUF,18,0.23
568,Brad Boyes,TOR,17,0.28
569,Victor Bartley,MON,17,1.7
570,Nick Cousins,PHI,17,0.47
571,Thomas Vanek,MIN,17,0.23
572,Patrik Berglund,STL,17,0.4
573,Marian Gaborik,LA,17,0.31
574,Garnet Hathaway,CGY,17,1.21
575,Jeff Skinner,CAR,17,0.21
576,Nick Shore,LA,17,0.25
577,Sven Andrighetto,MON,17,0.39
578,Chris Bigras,COL,17,0.55
579,Tyler Wotherspoon,CGY,16,1.45
580,Adam Pelech,NYI,16,1.78
581,Jaromir Jagr,FLA,16,0.2
582,Scott Harrington,TOR,16,1.07
583,Nikita Zadorov,COL,16,0.73
584,Scottie Upshall,STL,16,0.23
585,Magnus Paajarvi,STL,16,0.33
586,Ben Smith,TOR,16,0.73
587,Dmitrij Jaskin,STL,16,0.25
588,Erik Condra,TB,16,0.3
589,Zac Rinaldo,BOS,15,0.29
590,Sam Gagner,PHI,15,0.28
591,Teddy Purcell,FLA,15,0.2
592,Brad Malone,CAR,15,0.26
593,Brandon Prust,VAN,15,0.43
594,Jimmy Hayes,BOS,15,0.2
595,Shane Doan,ARI,15,0.21
596,Scott Mayfield,NYI,15,2.5
597,Drew Stafford,WPG,15,0.19
598,Dainius Zubrus,SJ,15,0.3
599,R.J. Umberger,PHI,15,0.38
600,David Pastrnak,BOS,15,0.29
601,Marko Dano,WPG,15,0.44
602,Jared Boll,CLS,15,0.5
603,Darren Dietz,MON,14,1.08
604,Artemi Panarin,CHI,14,0.18
605,Shane Prince,NYI,14,0.23
606,Reid Boucher,NJ,14,0.36
607,Joffrey Lupul,TOR,14,0.3
608,Paul Postma,WPG,14,0.54
609,Brandon Pirri,ANH,14,0.23
610,Jason Chimera,WAS,13,0.16
611,Chris Kelly,BOS,13,1.18
612,Andrej Nestrasil,CAR,13,0.24
613,Joseph Blandisi,NJ,13,0.32
614,Jiri Tlusty,NJ,13,0.43
615,Kyle Chipchura,ARI,13,0.19
616,Jordan Schroeder,MIN,13,0.5
617,Phil Kessel,PIT,13,0.16
618,Steve Bernier,NYI,13,0.54
619,Travis Moen,DAL,13,0.57
620,Michael Cammalleri,NJ,13,0.31
621,Radim Vrbata,VAN,12,0.19
622,Pascal Dupuis,PIT,12,0.67
623,Brad Richards,DET,12,0.18
624,Chris Neil,OTT,12,0.15
625,Dennis Everberg,COL,12,0.8
626,Chris Porter,MIN,12,0.2
627,Matt Halischuk,WPG,11,0.37
628,Philip Samuelsson,ARI,11,2.75
629,Kyle Clifford,LA,11,0.2
630,Brady Skjei,NYR,11,1.57
631,Richard Panik,CHI,11,0.37
632,Jarred Tinordi,ARI,11,1.1
633,Ryan Pulock,NYI,11,0.73
634,Derek Grant,CGY,11,0.73
635,Petteri Lindbohm,STL,11,1.1
636,Mikko Rantanen,COL,11,1.22
637,Max McCormick,OTT,11,0.55
638,Andy Andreoff,LA,11,0.18
639,Scott Gomez,OTT,10,0.29
640,Sergei Plotnikov,ARI,10,0.22
641,Tanner Kero,CHI,10,0.59
642,Matt Puempel,OTT,10,0.38
643,Andrew Campbell,TOR,10,1.67
644,Bryan Bickell,CAR,10,0.4
645,Patrick Maroon,EDM,10,0.14
646,Brandon Sutter,VAN,10,0.5
647,Nathan Gerbe,CAR,10,0.21
648,Ryan Reaves,STL,10,0.16
649,Nick Ritchie,ANH,10,0.3
650,Quinton Howden,FLA,10,0.17
651,Johnny Gaudreau,CGY,10,0.13
652,Connor McDavid,EDM,10,0.22
653,Michael Mersch,LA,10,0.59
654,Chris Stewart,ANH,10,0.18
655,Michael Latta,WAS,10,0.23
656,Colin Greening,TOR,10,0.32
657,Dean Kukan,CLS,10,1.25
658,Linden Vey,VAN,9,0.22
659,Jonathan Marchessault,TB,9,0.2
660,Dave Bolland,FLA,9,0.36
661,Nikita Nikitin,EDM,9,0.82
662,Daniel Paille,NYR,9,0.75
663,Kerby Rychel,CLS,9,0.28
664,Esa Lindell,DAL,9,2.25
665,Luke Gazdic,EDM,9,0.31
666,Robby Fabbri,STL,9,0.13
667,Nick Paul,OTT,9,0.38
668,Tyler Kennedy,NJ,9,0.18
669,Tim Schaller,BUF,9,0.53
670,Brian O'Neill,NJ,9,0.41
671,Julian Melchiori,WPG,9,0.82
672,Cody Bass,NSH,8,0.47
673,Jordan Nolan,LA,8,0.15
674,Tyler Randell,BOS,8,0.3
675,Teemu Pulkkinen,DET,8,0.22
676,Andrey Pedan,VAN,8,0.62
