Rank,Player,Team,Blocks,PerGame
683,Alex Petrovic,FLA,4,0.67
684,Roman Cervenka,CGY,4,0.1
685,Devante Smith-Pelly,ANH,4,0.57
686,Marco Scandella,MIN,4,0.67
687,Yannick Weber,VAN,4,0.67
688,Steve Pinizzotto,VAN,4,0.33
689,Tim Wallace,CAR,4,0.14
690,Brandon Manning,PHI,4,0.67
691,Zack Kassian,VAN,4,0.1
692,Tim Kennedy,SJ,4,0.31
693,Zac Dalpe,CAR,4,0.4
694,Mark Cundari,CGY,4,1
695,Tom Kostopoulos,NJ,3,0.2
696,Carter Bancks,CGY,3,1.5
697,Alexandre Bolduc,STL,3,0.21
698,Steve Sullivan,NJ,3,0.07
699,Carl Soderberg,BOS,3,0.5
700,Matt Bartkowski,BOS,3,0.27
701,Krys Barch,NJ,3,0.14
702,Andreas Nodl,CAR,3,0.38
703,Kris Versteeg,FLA,3,0.3
704,Brad Malone,COL,3,0.23
705,Matt Ellis,BUF,3,0.5
706,Harry Zolnierczyk,PIT,3,0.43
707,Brad Richardson,VAN,3,0.19
708,Teemu Hartikainen,EDM,3,0.13
709,Patrick Bordeleau,COL,3,0.07
710,Dave Dziurzynski,OTT,3,0.25
711,Chris VandeVelde,EDM,3,0.27
712,Gustav Nyquist,DET,3,0.14
713,Jean-Gabriel Pageau,OTT,3,0.33
714,Mike Santorelli,VAN,3,0.09
715,Mike Blunden,MON,3,0.6
716,Matt Taormina,TB,3,1.5
717,Austin Watson,NSH,2,0.33
718,Nick Bjugstad,FLA,2,0.18
719,Zach Boychuk,CAR,2,0.15
720,Mikhail Grigorenko,BUF,2,0.08
721,Nicolas Blanchard,CAR,2,0.22
722,Ben Street,CGY,2,0.33
723,Patrice Cormier,WPG,2,0.2
724,Tomas Vincour,COL,2,0.12
725,Dana Tyrell,TB,2,0.1
726,David Savard,CLS,2,0.5
727,Matt Tennyson,SJ,2,0.5
728,Akim Aliu,CGY,2,0.4
729,Alex Chiasson,DAL,2,0.29
730,Damien Brunner,DET,2,0.05
731,Matthew Konan,PHI,2,1
732,Michael Caruso,FLA,2,1
733,Anton Lander,EDM,2,0.18
734,Luke Adam,BUF,2,0.5
735,Mike Hoffman,OTT,2,0.67
736,Ryan Spooner,BOS,2,0.5
737,Jordan Hendry,ANH,2,1
738,Jason Spezza,OTT,2,0.4
739,Jamie Tardif,BOS,2,1
740,Nick Petrecki,SJ,2,2
741,Michal Jordan,CAR,2,0.4
742,Benn Ferriero,MIN,2,0.5
743,Ryan Stanton,CHI,2,2
744,Anders Lee,NYI,2,1
745,Mark Arcobello,EDM,2,2
746,Maxwell Reinhart,CGY,2,0.18
747,Nolan Yonkman,FLA,2,0.29
748,Tim Sestito,NJ,2,0.33
749,Tom Sestito,VAN,2,0.07
750,Ville Leino,BUF,2,0.25
751,Nick Johnson,BOS,1,0.06
752,Trevor Smith,TOR,1,1
753,Torey Krug,BOS,1,1
754,Andrew Gordon,WPG,1,0.17
755,David Ullstrom,NYI,1,0.05
756,Cameron Schilling,WAS,1,1
757,Alexander Urbom,NJ,1,1
758,Greg Pateryn,MON,1,0.33
759,Jeremy Morin,CHI,1,0.33
760,Jared Staal,CAR,1,0.5
761,Colton Sceviour,DAL,1,1
762,Brandon Mashinter,NYR,1,0.25
763,Scott Laughton,PHI,1,0.2
764,Tye McGinn,PHI,1,0.06
765,Brandon McMillan,PHO,1,0.17
766,Mattias Tedenby,NJ,1,0.25
767,Stefan Matteau,NJ,1,0.06
768,Paul Byron,CGY,1,0.25
769,Brandon Segal,NYR,1,1
770,Nick Drazenovic,PIT,1,0.13
771,Mikael Samuelsson,DET,1,0.25
772,Steve Downie,COL,1,0.5
773,Chris Terry,CAR,1,0.33
774,Andrej Sustr,TB,1,0.5
775,Kevin Westgarth,CAR,1,0.03
776,Brett Connolly,TB,1,0.2
777,Tyler Toffoli,LA,1,0.1
778,Greg Rallo,FLA,1,0.1
779,David Booth,VAN,1,0.08
780,Ondrej Palat,TB,1,0.07
781,Eric Wellwood,PHI,1,0.25
782,Johan Larsson,BUF,1,1
783,Matt Anderson,NJ,1,0.5
784,Radek Dvorak,ANH,1,0.11
785,Stephane Da Costa,OTT,1,0.11
786,Mark Barberio,TB,1,0.5
787,Brandon Pirri,CHI,1,1
788,Todd Bertuzzi,DET,1,0.14
789,Michael Sgarbossa,COL,1,0.17
790,Kevin Henderson,NSH,1,0.25
791,Nick Holden,COL,0,0
792,Marc-Andre Gragnani,CAR,0,0
793,Anton Khudobin,CAR,0,0
794,Martin Biron,NYR,0,0
795,Jonathan Quick,LA,0,0
796,Ryan Miller,BUF,0,0
797,Cam Janssen,NJ,0,0
798,Ondrej Pavelec,WPG,0,0
799,Niklas Backstrom,MIN,0,0
800,Roberto Luongo,VAN,0,0
801,Jeff Frazee,NJ,0,0
802,Jose Theodore,FLA,0,0
803,Danny Taylor,CGY,0,0
804,Jake Allen,STL,0,0
805,Cam Ward,CAR,0,0
806,Yann Danis,PHI,0,0
807,Filip Forsberg,NSH,0,0
808,Riley Sheahan,DET,0,0
809,Ben Scrivens,LA,0,0
810,Scott Clemmensen,FLA,0,0
811,Joe Colborne,TOR,0,0
812,Francis Wathier,DAL,0,0
813,Jonathan Bernier,TOR,0,0
814,Henrik Lundqvist,NYR,0,0
815,Josh Harding,MIN,0,0
816,Carey Price,MON,0,0
817,Bracken Kearns,SJ,0,0
818,Thomas Greiss,PHO,0,0
819,Mark Scheifele,WPG,0,0
820,Carter Hutton,NSH,0,0
821,Chris Mason,NSH,0,0
822,Darren Helm,DET,0,0
823,Jacob Markstrom,FLA,0,0
824,Dan Ellis,DAL,0,0
825,Braden Holtby,WAS,0,0
826,Sami Aittokallio,COL,0,0
827,Jason Akeson,PHI,0,0
828,Eric Selleck,FLA,0,0
829,Jan Mursak,DET,0,0
830,Philipp Grubauer,WAS,0,0
831,Harri Pesonen,NJ,0,0
832,Sergei Bobrovsky,CLS,0,0
833,Anthony Peluso,WPG,0,0
834,Steve Mason,PHI,0,0
835,Chris Brown,PHO,0,0
836,Bill Sweatt,VAN,0,0
837,Michael Leighton,CLS,0,0
838,Joey MacDonald,CGY,0,0
839,Evgeni Nabokov,NYI,0,0
840,Corey Crawford,CHI,0,0
841,Jean-Sebastien Giguere,COL,0,0
842,Derek Grant,OTT,0,0
843,Kevin Poulin,NYI,0,0
844,Kari Lehtonen,DAL,0,0
845,Tuukka Rask,BOS,0,0
846,Semyon Varlamov,COL,0,0
847,Tomas Vokoun,PIT,0,0
848,Petr Mrazek,DET,0,0
849,Mike Smith,PHO,0,0
850,Brian Boucher,PHI,0,0
851,Jason LaBarbera,EDM,0,0
852,Brett Sutter,CAR,0,0
853,Keith Kinkaid,NJ,0,0
854,Kris Newbury,PHI,0,0
855,Drew LeBlanc,CHI,0,0
856,Jeremy Welsh,CAR,0,0
857,Leland Irving,CGY,0,0
858,Martin Brodeur,NJ,0,0
859,Lane MacDermid,DAL,0,0
860,Toby Petersen,DAL,0,0
861,Matt Pelech,SJ,0,0
862,Antti Niemi,SJ,0,0
863,Rick DiPietro,NYI,0,0
864,Jhonas Enroth,BUF,0,0
865,Al Montoya,WPG,0,0
866,Mark Stone,OTT,0,0
867,Christian Thomas,MON,0,0
868,Jonas Gustavsson,DET,0,0
869,Jaroslav Halak,STL,0,0
870,Jonathan Audy-Marchessault,CLS,0,0
871,Eric Gelinas,NJ,0,0
872,Richard Bachman,EDM,0,0
873,Jonas Hiller,ANH,0,0
874,Viktor Fasth,ANH,0,0
875,Nikolai Khabibulin,CHI,0,0
876,Mattias Ekholm,NSH,0,0
877,Nicklas Jensen,VAN,0,0
878,Chad Johnson,BOS,0,0
879,Steve MacIntyre,PIT,0,0
880,Rickard Rakell,ANH,0,0
881,Devan Dubnyk,EDM,0,0
882,Jamie Langenbrunner,STL,0,0
883,Anders Lindback,TB,0,0
884,Justin Peters,CAR,0,0
885,Jesse Joensuu,EDM,0,0
886,Ben Hanowski,CGY,0,0
887,Mike Angelidis,TB,0,0
888,Joonas Rask,NSH,0,0
889,Darcy Kuemper,MIN,0,0
890,Alex Stalock,SJ,0,0
891,Darcy Hordichuk,EDM,0,0
892,Ben Bishop,TB,0,0
893,Craig Anderson,OTT,0,0
894,Mathieu Roy,TB,0,0
895,Ilya Bryzgalov,PHI,0,0
896,Andrew Murray,STL,0,0
897,J.T. Wyman,COL,0,0
898,Daniel Bang,NSH,0,0
899,Peter Budaj,MON,0,0
900,Ben Smith,CHI,0,0
901,James Reimer,TOR,0,0
902,Jake Dowell,MIN,0,0
903,Cristopher Nilstorp,DAL,0,0
904,Shawn Lalonde,CHI,0,0
905,Brian Elliott,STL,0,0
906,Dmitrij Jaskin,STL,0,0
907,Andy Miele,PHO,0,0
908,Jussi Rynnas,TOR,0,0
909,Mathieu Garon,TB,0,0
910,Ray Emery,PHI,0,0
911,Matt Hackett,BUF,0,0
912,Marc-Andre Fleury,PIT,0,0
913,Johan Hedberg,NJ,0,0
914,Pekka Rinne,NSH,0,0
915,Cory Schneider,NJ,0,0
916,Michal Neuvirth,WAS,0,0
917,Miikka Kiprusoff,CGY,0,0
918,Cedrick Desjardins,TB,0,0
919,Robin Lehner,OTT,0,0
920,Jody Shelley,PHI,0,0
921,Jimmy Howard,DET,0,0
922,Danny Kristo,NYR,-,-
923,Mathew Dumba,MIN,-,-
924,Martin Gernat,EDM,-,-
925,Brayden McNabb,BUF,-,-
926,Mitch Wahl,PHI,-,-
927,John McCarthy,SJ,-,-
928,Colten Teubert,EDM,-,-
929,Jared Coreau,DET,-,-
930,Jacob Trouba,WPG,-,-
931,Andrew Brunette,CHI,-,-
932,John Persson,NYI,-,-
933,Chris Breen,CGY,-,-
934,Andre Deveaux,FLA,-,-
935,Garret Ross,CHI,-,-
936,Andrew MacWilliam,TOR,-,-
937,Slater Koekkoek,TB,-,-
938,Joel Edmundson,STL,-,-
939,Niklas Lundstrom,STL,-,-
940,Andre Petersson,OTT,-,-
941,Michael Bournival,MON,-,-
942,Marek Viedensky,SJ,-,-
943,Danny Syvret,NYR,-,-
944,Guillaume Desbiens,COL,-,-
945,Cody Payne,DAL,-,-
946,Zach Budish,NSH,-,-
947,Matthew Nieto,SJ,-,-
948,Samuel Noreau,NYR,-,-
949,Ryan Strome,NYI,-,-
950,Julian Melchiori,WPG,-,-
951,Jeff Woywitka,STL,-,-
952,Harri Sateri,SJ,-,-
953,Louis Leblanc,MON,-,-
954,Alex Grant,ANH,-,-
955,Frederic St. Denis,CLS,-,-
956,Martin Jones,LA,-,-
957,Mark Mancari,STL,-,-
958,Anton Zlobin,PIT,-,-
959,Steven Whitney,ANH,-,-
960,Ben Maxwell,WPG,-,-
961,Rob Tallas,FLA,-,-
962,Johan Sundstrom,NYI,-,-
963,Darren Dietz,MON,-,-
964,Chay Genoway,WAS,-,-
965,Michael Chaput,CLS,-,-
966,Igor Bobkov,ANH,-,-
967,Sean Bergenheim,FLA,-,-
968,David McIntyre,MIN,-,-
969,Mark Van Guilder,NSH,-,-
970,Marek Mazanec,NSH,-,-
971,Matt Lindblad,BOS,-,-
972,Radek Faksa,DAL,-,-
973,Miikka Salomaki,NSH,-,-
974,John Ramage,CGY,-,-
975,Darren Archibald,VAN,-,-
976,Dustin Tokarski,MON,-,-
977,Matthew Ford,CLS,-,-
978,Dominic Moore,NYR,-,-
979,Chet Pickard,NSH,-,-
980,Andrew Campbell,LA,-,-
981,Jayson Megna,PIT,-,-
982,Patrick Wey,WAS,-,-
983,Cody Ceci,OTT,-,-
984,William Karlsson,ANH,-,-
985,Darian Dziurzynski,PHO,-,-
986,Jani Hakanpaa,STL,-,-
987,Willie Mitchell,LA,-,-
988,Steve Montador,CHI,-,-
989,Dmitry Korobov,TB,-,-
990,Eriah Hayes,SJ,-,-
991,J.T. Brown,TB,-,-
992,Tom Wilson,WAS,-,-
993,Mattias Ohlund,TB,-,-
994,T.J. Hensick,STL,-,-
995,Tyler Wotherspoon,CGY,-,-
996,Max Friberg,ANH,-,-
997,Cody Bass,CLS,-,-
998,Riku Helenius,TB,-,-
999,Mike Connolly,COL,-,-
1000,Drew MacIntyre,TOR,-,-
