Rank,Player,Team,Blocks,PerGame
103,Kris Russell,CGY,57,1.73
104,Tom Gilbert,MIN,57,1.33
105,Jordan Leopold,STL,57,1.46
106,Clayton Stoner,MIN,57,1.19
107,Deryk Engelland,PIT,57,1.36
108,Nikita Nikitin,CLS,56,1.47
109,Tyler Myers,BUF,56,1.44
110,Jared Spurgeon,MIN,55,1.41
111,Ryan Whitney,EDM,55,1.62
112,Grant Clitsome,WPG,54,1.23
113,Korbinian Holzer,TOR,54,2.45
114,Scott Hannan,SJ,54,1.64
115,Andre Benoit,COL,54,1.64
116,Mark Fistric,EDM,53,2.12
117,Lubomir Visnovsky,NYI,52,1.49
118,Steve Oleksy,WAS,52,1.86
119,John-Michael Liles,TOR,52,1.63
120,Mike Weaver,FLA,51,1.89
121,Logan Couture,SJ,51,1.06
122,Justin Braun,SJ,51,1.24
123,Kevin Bieksa,VAN,50,1.39
124,Francis Bouillon,MON,50,1.04
125,Zach Bogosian,WPG,50,1.52
126,Anton Volchenkov,NJ,50,1.35
127,Paul Martin,PIT,50,1.47
128,Adam Larsson,NJ,49,1.32
129,Nick Bonino,ANH,49,1.81
130,P.K. Subban,MON,49,1.17
131,Dmitry Kulikov,FLA,49,1.44
132,James Wisniewski,CLS,48,1.6
133,Slava Voynov,LA,48,1
134,Frans Nielsen,NYI,47,0.98
135,Thomas Hickey,NYI,47,1.21
136,Dustin Byfuglien,WPG,47,1.09
137,Justin Faulk,CAR,47,1.24
138,Matt Duchene,COL,47,1
139,Matt Niskanen,PIT,47,1.18
140,Nikolai Kulemin,TOR,47,0.98
141,Alexei Emelin,MON,47,1.24
142,Kyle Quincey,DET,46,1.28
143,Mike Fisher,NSH,46,1.21
144,Drew Doughty,LA,46,0.96
145,R.J. Umberger,CLS,45,0.94
146,Boyd Gordon,EDM,44,0.92
147,Jarret Stoll,LA,44,0.92
148,Jonathon Blum,NSH,44,1.26
149,Raphael Diaz,MON,44,1.91
150,Joe Pavelski,SJ,44,0.92
151,Brian Lashoff,DET,43,1.39
152,Brad Richards,NYR,43,0.93
153,John Mitchell,COL,43,0.91
154,Keaton Ellerby,LA,43,0.98
155,Adam McQuaid,BOS,43,1.34
156,Marek Zidlicky,NJ,42,0.88
157,Keith Aulie,TB,42,0.93
158,Ryan Getzlaf,ANH,42,0.95
159,Ben Lovejoy,ANH,42,1.2
160,Anton Stralman,NYR,42,0.88
161,David Backes,STL,41,0.85
162,Steve Eminger,NYR,41,1.17
163,Matt Cooke,MIN,41,0.85
164,Zach Parise,MIN,41,0.85
165,Drew Miller,DET,41,0.93
166,Jiri Tlusty,CAR,41,0.85
167,Cam Fowler,ANH,41,1.11
168,Bruno Gervais,PHI,41,1.11
169,Bobby Sanguinetti,CAR,40,1.08
170,Dalton Prout,CLS,40,1.43
171,Oliver Ekman-Larsson,PHO,40,0.83
172,Keith Yandle,PHO,40,0.83
173,Mark Fayne,NJ,40,1.29
174,Jonathan Ericsson,DET,40,0.89
175,Justin Falk,NYR,39,1.08
176,Erik Gustafsson,PHI,39,1.44
177,Blake Wheeler,WPG,39,0.81
178,Nick Leddy,CHI,39,0.81
179,Jay McClement,TOR,39,0.81
180,Joe Corvo,CAR,38,0.95
181,Hal Gill,NSH,38,1.19
182,Tobias Enstrom,WPG,38,1.73
183,Eric Gryba,OTT,37,1.12
184,Kent Huskins,PHI,37,1.95
185,Craig Adams,PIT,37,0.77
186,Daniel Winnik,ANH,37,0.77
187,Pascal Dupuis,PIT,36,0.75
188,Marc Staal,NYR,36,1.71
189,Shane O'Brien,CGY,36,1.29
190,Tom Pyatt,TB,36,0.84
191,Corey Potter,EDM,36,1.09
192,Jack Hillen,WAS,35,1.52
193,Davis Drewiske,MON,35,1.21
194,Tim Erixon,CLS,35,1.13
195,Justin Schultz,EDM,35,0.73
196,Brendan Smith,DET,35,1.03
197,Jason Pominville,MIN,35,0.74
198,Nicklas Backstrom,WAS,35,0.73
199,Antoine Vermette,PHO,35,0.73
200,Patrick Kaleta,BUF,34,1
201,Ruslan Fedotenko,PHI,34,0.72
202,Keith Ballard,MIN,34,0.94
203,David Moss,PHO,34,0.76
204,Sheldon Brookbank,CHI,34,1.31
205,Joni Pitkanen,CAR,34,1.55
206,Dougie Hamilton,BOS,33,0.79
207,Cory Sarich,COL,33,1.18
208,Jakub Kindl,DET,33,0.8
209,Lars Eller,MON,33,0.72
210,Brendan Gallagher,MON,33,0.75
211,Mark Eaton,PIT,33,1.43
212,Nick Foligno,CLS,33,0.73
213,Adam Burish,SJ,33,0.72
214,Gabriel Landeskog,COL,32,0.89
215,Tommy Wingels,SJ,32,0.76
216,John Moore,NYR,32,1.07
217,Brandon Sutter,PIT,32,0.67
218,Aaron Rome,DAL,32,1.19
219,Erik Condra,OTT,32,0.67
220,Jamie Benn,DAL,32,0.78
221,Erik Gudbranson,FLA,32,1
222,Matt Read,PHI,32,0.76
223,Ian White,DET,32,1.28
224,T.J. Brennan,TOR,32,1.1
225,Martin St. Louis,TB,32,0.67
226,Andrew Alberts,VAN,31,1.29
227,Trevor Lewis,LA,31,0.65
228,Nate Thompson,TB,31,0.69
229,Alec Martinez,LA,31,1.15
230,Simon Despres,PIT,31,0.94
231,Jordie Benn,DAL,31,1.19
232,Matt Hendricks,NSH,31,0.65
233,Derek Roy,STL,30,0.71
234,Jerred Smithson,EDM,30,0.67
235,Brian Boyle,NYR,30,0.79
236,Matt Stajan,CGY,30,0.7
237,Wade Redden,BOS,30,1.03
238,Daniel Alfredsson,DET,30,0.64
239,Pavel Datsyuk,DET,30,0.64
240,Michal Handzus,CHI,30,0.77
241,Bobby Ryan,OTT,29,0.63
242,Claude Giroux,PHI,29,0.6
243,Marcus Kruger,CHI,29,0.62
244,Patrick Wiercioch,OTT,29,0.69
245,Mike Ribeiro,PHO,29,0.6
246,Cody Eakin,DAL,29,0.6
247,Jake Muzzin,LA,29,0.64
248,Ryan Ellis,NSH,29,0.91
249,Paul Stastny,COL,29,0.73
250,Alex Tanguay,COL,28,0.7
251,Brian Lee,TB,28,1.27
252,Victor Bartley,NSH,28,1.17
253,Joel Ward,WAS,28,0.72
254,Derek Stepan,NYR,28,0.58
255,Gregory Campbell,BOS,28,0.58
256,Patrick Dwyer,CAR,28,0.61
257,Michal Rozsival,CHI,28,1.04
258,Vernon Fiddler,DAL,28,0.61
259,Carl Hagelin,NYR,28,0.58
260,Radko Gudas,TB,28,1.27
261,Matt Moulson,NYI,28,0.6
262,Taylor Pyatt,NYR,28,0.58
263,Andrew Desjardins,SJ,27,0.64
264,Sean Couturier,PHI,27,0.59
265,Jochen Hecht,BUF,27,0.57
266,Erik Cole,DAL,27,0.57
267,Olli Jokinen,WPG,27,0.6
268,Max Talbot,PHI,27,0.77
269,Paul Postma,WPG,27,0.79
270,Lauri Korpikoski,PHO,27,0.75
271,Nik Antropov,WPG,27,0.68
272,David Krejci,BOS,27,0.57
273,Ryan Nugent-Hopkins,EDM,27,0.68
274,Cory Emmerton,DET,26,0.54
275,Andrew Ladd,WPG,26,0.54
276,Brandon Prust,MON,26,0.68
277,Eric Nystrom,NSH,26,0.54
278,Adam Hall,PHI,26,0.7
279,Rick Nash,NYR,25,0.57
280,Anze Kopitar,LA,25,0.53
281,Patrice Bergeron,BOS,25,0.6
282,Tyler Ennis,BUF,25,0.53
283,Sergei Kostitsyn,NSH,25,0.54
284,Tomas Kopecky,FLA,25,0.53
285,Alex Galchenyuk,MON,25,0.52
286,Jeff Schultz,LA,25,0.96
287,Jason Demers,SJ,24,1.09
288,Artem Anisimov,CLS,24,0.69
289,Derek Smith,CGY,24,1.09
290,T.J. Oshie,STL,24,0.8
291,Patrik Berglund,STL,24,0.5
292,Oliver Lauridsen,PHI,24,1.6
293,Matt Calvert,CLS,24,0.57
294,Andrew Cogliano,ANH,24,0.5
295,Ryan Smyth,EDM,24,0.51
296,Leo Komarov,TOR,24,0.57
297,Tyson Barrie,COL,24,0.75
298,Andrej Meszaros,PHI,24,2.18
299,Colin Greening,OTT,24,0.51
300,Eric Staal,CAR,24,0.5
301,Cody Hodgson,BUF,24,0.5
302,Michael Frolik,WPG,23,0.51
303,Jeff Carter,LA,23,0.48
304,Brian Gionta,MON,23,0.48
305,Troy Brouwer,WAS,23,0.49
306,Tyler Bozak,TOR,23,0.5
307,Tomas Kundratek,WAS,23,0.92
308,Gabriel Bourque,NSH,23,0.68
309,Magnus Paajarvi,EDM,23,0.55
310,Phil Kessel,TOR,23,0.48
311,Jay Beagle,WAS,23,0.48
312,Darroll Powe,NYR,22,0.52
313,Sam Gagner,EDM,22,0.46
314,Jussi Jokinen,PIT,22,0.51
315,Eric Fehr,WAS,22,0.54
316,Eric Tangradi,WPG,22,0.54
317,Chris Higgins,VAN,22,0.54
318,Ian Cole,STL,22,1.47
319,John Tavares,NYI,22,0.46
320,Dany Heatley,MIN,22,0.61
321,Evander Kane,WPG,22,0.46
322,Zack Smith,OTT,22,0.46
323,Travis Moen,MON,22,0.49
324,Brayden Schenn,PHI,22,0.47
325,Nazem Kadri,TOR,22,0.46
326,Jeff Halpern,MON,22,0.48
327,Torrey Mitchell,MIN,22,0.49
328,Matt Martin,NYI,22,0.46
329,Nate Prosser,MIN,22,1.29
330,Josh Bailey,NYI,22,0.58
331,Alex Killorn,TB,22,0.58
332,Lennart Petrell,EDM,22,0.63
333,Alexander Steen,STL,22,0.55
334,Colby Armstrong,MON,21,0.57
335,Keith Aucoin,STL,21,0.51
336,Adam Henrique,NJ,21,0.5
337,Casey Cizikas,NYI,21,0.47
338,Tanner Glass,PIT,21,0.44
339,Alexander Semin,CAR,21,0.48
340,Rich Peverley,DAL,21,0.45
341,Shawn Matthias,FLA,21,0.44
342,Daniel Cleary,DET,21,0.44
343,Brian Strait,NYI,21,1.11
344,Joe Thornton,SJ,21,0.44
345,Nick Spaling,NSH,21,0.45
346,Scott Hartnell,PHI,21,0.66
347,Steve Ott,BUF,21,0.44
348,Steve Begin,CGY,21,0.58
349,Matt Halischuk,NSH,21,0.58
350,Dave Steckel,ANH,21,0.62
351,Kyle Okposo,NYI,21,0.44
352,Brad Boyes,NYI,20,0.42
353,Chris Kelly,BOS,20,0.59
354,David Legwand,NSH,20,0.42
355,Kyle Turris,OTT,20,0.42
356,Brian Flynn,BUF,20,0.77
357,Emerson Etem,ANH,20,0.53
358,Shawn Horcoff,DAL,20,0.65
359,David Jones,CGY,20,0.61
360,Taylor Hall,EDM,20,0.44
361,Mikhail Grabovski,TOR,20,0.42
362,Brad Marchand,BOS,20,0.44
363,Jordan Staal,CAR,20,0.42
364,Marcel Goc,FLA,20,0.48
365,Brenden Morrow,PIT,20,0.45
366,Jonathan Huberdeau,FLA,19,0.4
367,Derek MacKenzie,CLS,19,0.44
368,Mika Zibanejad,OTT,19,0.45
369,Radek Martinek,NYI,19,1.46
370,Bryan Little,WPG,19,0.4
371,Michael Grabner,NYI,19,0.42
372,Devin Setoguchi,WPG,19,0.4
373,Mike Richards,LA,19,0.4
374,Chris Thorburn,WPG,19,0.45
375,Joe Vitale,PIT,19,0.58
376,Mikael Backlund,CGY,19,0.59
377,Matt Carkner,NYI,19,0.86
378,Paul Gaustad,NSH,19,0.83
379,Marc-Andre Bergeron,CAR,19,0.76
380,Ryane Clowe,NJ,19,0.48
381,Alexander Sulzer,BUF,19,1.12
382,Drew Shore,FLA,18,0.42
383,Kyle Brodziak,MIN,18,0.38
384,Jamie Oleksiak,DAL,18,1.13
385,Kevin Porter,BUF,18,0.58
386,Alex Ovechkin,WAS,18,0.38
387,Vinny Prospal,CLS,18,0.38
388,Corey Perry,ANH,18,0.41
389,Maxim Lapierre,STL,18,0.38
390,Loui Eriksson,BOS,18,0.38
391,Marian Gaborik,CLS,18,0.38
392,Sidney Crosby,PIT,18,0.5
393,Dave Bolland,TOR,18,0.51
394,Mikko Koivu,MIN,18,0.38
395,Matt Cullen,NSH,18,0.43
396,Philip Larsen,EDM,18,0.56
397,Jaden Schwartz,STL,18,0.4
398,David Desharnais,MON,18,0.38
399,Stefan Elliott,COL,18,1
400,James Sheppard,SJ,17,0.53
401,Cody McLeod,COL,17,0.35
402,Joey Crabb,FLA,17,0.65
403,Mark Olver,COL,17,0.53
404,Martin Hanzal,PHO,17,0.44
405,Tomas Plekanec,MON,17,0.36
406,Lee Stempniak,CGY,17,0.36
407,Chuck Kobasew,COL,17,0.46
408,Colton Orr,TOR,17,0.39
409,Johan Franzen,DET,17,0.41
410,Tim Jackman,CGY,17,0.4
411,Brandon Dubinsky,CLS,17,0.59
412,James Wright,WPG,17,0.45
413,Steven Stamkos,TB,17,0.35
414,Cal Clutterbuck,NYI,17,0.4
415,James Neal,PIT,17,0.43
416,Mikkel Boedker,PHO,17,0.35
417,Adam Pardy,WPG,16,0.94
418,Milan Lucic,BOS,16,0.35
419,Marcus Foligno,BUF,16,0.34
420,Jordan Eberle,EDM,16,0.33
421,Jamie McGinn,COL,16,0.34
422,Antoine Roussel,DAL,16,0.41
423,Kurtis Foster,PHI,16,0.7
424,Wayne Simmonds,PHI,16,0.36
425,Cam Barker,VAN,16,1.14
426,Matt Beleskey,ANH,16,0.38
427,Max Pacioretty,MON,16,0.36
428,Cam Atkinson,CLS,16,0.46
429,Alex Burmistrov,WPG,16,0.36
430,Vladimir Sobotka,STL,16,0.33
431,Jonathan Toews,CHI,16,0.34
432,Michael Ryder,NJ,16,0.35
433,Alexandre Burrows,VAN,15,0.32
434,James van Riemsdyk,TOR,15,0.31
435,T.J. Galiardi,CGY,15,0.42
436,Jake Gardiner,TOR,15,1.25
437,Jack Skille,CLS,15,0.38
438,Steve Bernier,NJ,15,0.32
439,Clarke MacArthur,OTT,15,0.38
440,Henrik Tallinder,BUF,15,0.6
441,Eric Belanger,EDM,15,0.58
442,Simon Gagne,PHI,15,0.39
443,Ryan White,MON,15,0.58
444,B.J. Crombeen,TB,15,0.34
445,Joe Finley,NYI,15,0.94
446,Ryan Carter,NJ,15,0.34
447,Daniel Paille,BOS,15,0.33
448,Andrew Ebbett,PIT,15,0.54
449,Alexei Ponikarovsky,NJ,15,0.36
450,Mats Zuccarello,NYR,15,1
451,Tim Brent,CAR,15,0.5
452,Raffi Torres,SJ,15,0.38
453,Chris Mueller,NSH,15,0.83
454,Tom Poti,WAS,15,0.94
455,Saku Koivu,ANH,15,0.32
456,Stephen Gionta,NJ,14,0.29
457,Marty Reasoner,NYI,14,0.45
458,Erik Karlsson,OTT,14,0.82
459,Curtis Glencross,CGY,14,0.35
460,Andrew Shaw,CHI,14,0.29
461,P.A. Parenteau,COL,14,0.29
462,Ryan O'Reilly,COL,14,0.48
463,Roman Hamrlik,NYR,14,0.88
464,Ray Whitney,DAL,14,0.44
465,Drayson Bowman,CAR,14,0.38
466,Ryan Johansen,CLS,14,0.35
467,Viktor Stalberg,NSH,14,0.3
468,Radim Vrbata,PHO,14,0.41
469,Nail Yakupov,EDM,14,0.29
470,Robert Bortuzzo,PIT,14,0.93
471,Patrik Elias,NJ,14,0.29
472,Matthew Lombardi,ANH,14,0.5
473,Richard Panik,TB,13,0.52
474,Mike Brown,EDM,13,0.33
475,Ryan Jones,EDM,13,0.48
476,Justin Abdelkader,DET,13,0.27
477,Scott Nichol,STL,13,0.43
478,Jarome Iginla,BOS,13,0.3
479,Martin Havlat,SJ,13,0.33
480,Chris Stewart,STL,13,0.27
481,Brent Burns,SJ,13,0.43
482,Andy McDonald,STL,13,0.35
483,Aaron Palushaj,COL,13,0.52
484,Colby Robak,FLA,13,0.81
485,Shawn Thornton,BOS,13,0.29
486,Roman Horak,CGY,13,0.65
487,George Parros,MON,13,0.33
488,Marian Hossa,CHI,13,0.33
489,Brett Bellemore,CAR,13,1.63
490,Patrick Marleau,SJ,13,0.27
491,Adrian Aucoin,CLS,13,0.36
492,Craig Smith,NSH,13,0.3
493,Dale Weise,VAN,13,0.33
494,Jim O'Brien,OTT,13,0.45
495,Bryan Bickell,CHI,13,0.27
496,Jakob Silfverberg,ANH,13,0.27
497,Vincent Lecavalier,PHI,13,0.33
498,Milan Michalek,OTT,13,0.57
499,Ryan Kesler,VAN,13,0.76
500,Colin Wilson,NSH,13,0.52
501,Sami Vatanen,ANH,13,1.63
502,Chris Kunitz,PIT,13,0.27
503,Kyle Clifford,LA,12,0.25
504,Ryan Wilson,COL,12,1
505,Blake Comeau,CLS,12,0.29
506,Martin Erat,WAS,12,0.27
507,Joakim Andersson,DET,12,0.32
508,Patrick Sharp,CHI,12,0.43
509,Ilya Kovalchuk,NJ,12,0.32
510,Derek Meech,WPG,12,0.75
511,Jakub Voracek,PHI,12,0.25
512,Justin Williams,LA,12,0.25
513,J.T. Miller,NYR,12,0.46
514,Jim Slater,WPG,12,0.46
515,Matt D'Agostini,NJ,12,0.41
516,Jason Chimera,WAS,12,0.26
517,Zac Rinaldo,PHI,12,0.38
518,Valtteri Filppula,TB,12,0.29
519,Brett Carson,CGY,12,1.2
520,Brandon Saad,CHI,12,0.26
521,Mark Letestu,CLS,12,0.26
522,Colin Fraser,LA,11,0.32
523,Matt Frattin,LA,11,0.44
524,Jordan Schroeder,VAN,11,0.35
525,Scott Gomez,SJ,11,0.28
526,Rene Bourque,MON,11,0.41
527,Evgeni Malkin,PIT,11,0.35
528,Patrick Eaves,DET,11,0.32
529,David Perron,STL,11,0.23
530,Jeff Skinner,CAR,11,0.26
531,Mike Knuble,PHI,11,0.39
532,Brett Clark,MIN,11,1.38
533,Taylor Beck,NSH,11,0.69
534,Tomas Kaberle,MON,11,1.1
535,Peter Mueller,FLA,10,0.23
536,Aaron Volpatti,WAS,10,0.3
537,Chris Neil,OTT,10,0.21
538,Derek Dorsett,NYR,10,0.42
539,Tomas Fleischmann,FLA,10,0.21
540,Carlo Colaiacovo,DET,10,1.67
541,Stephen Weiss,DET,10,0.59
542,Kyle Wellwood,WPG,10,0.26
543,Jaromir Jagr,BOS,10,0.22
544,Teemu Selanne,ANH,10,0.22
545,Kyle Palmieri,ANH,10,0.24
546,Colton Gillies,CLS,10,0.37
547,Riley Nash,CAR,10,0.31
548,Peter Harrold,NJ,10,0.43
549,Chris Summers,PHO,10,1.67
550,Henrik Zetterberg,DET,10,0.22
551,Jared Cowen,OTT,10,1.43
552,Jannik Hansen,VAN,10,0.21
553,Travis Zajac,NJ,10,0.21
554,Shane Doan,PHO,10,0.21
555,Kaspars Daugavins,BOS,10,0.4
556,Nathan Horton,CLS,10,0.23
557,Zenon Konopka,MIN,9,0.24
558,Patrick Kane,CHI,9,0.19
559,Frazer McLaren,TOR,9,0.25
560,Beau Bennett,PIT,9,0.35
561,David Rundblad,PHO,9,1.13
562,Henrik Sedin,VAN,9,0.19
563,Mark Pysyk,BUF,9,0.47
564,Ales Hemsky,EDM,9,0.24
565,Charlie Coyle,MIN,9,0.24
566,Ryan Garbutt,DAL,9,0.25
567,Dainius Zubrus,NJ,9,0.41
568,Ryan Murphy,CAR,9,2.25
569,Michael Cammalleri,CGY,9,0.2
570,Cory Conacher,OTT,9,0.19
571,Colin McDonald,NYI,9,0.2
572,Tom Wandell,DAL,9,0.5
573,Jimmy Hayes,CHI,9,0.9
574,Blair Jones,CGY,9,0.6
575,Mike Rupp,MIN,9,0.23
576,Drew Stafford,BUF,9,0.2
577,Anton Babchuk,CGY,9,1.29
578,Danny DeKeyser,DET,9,0.82
579,Tyler Kennedy,SJ,9,0.2
580,Wojtek Wolski,WAS,9,0.33
581,Patric Hornqvist,NSH,9,0.38
582,Ryan Malone,TB,9,0.38
583,Dwight King,LA,9,0.19
584,Paul Bissonnette,PHO,8,0.29
585,Milan Hejduk,COL,8,0.28
586,Dustin Brown,LA,8,0.17
587,Jay Pandolfo,BOS,8,0.44
588,Chad Ruhwedel,BUF,8,1.14
589,Ed Jovanovski,FLA,8,1.33
590,Peter Regin,NYI,8,0.3
591,Nathan Gerbe,BUF,8,0.19
592,Matt Fraser,BOS,8,0.67
593,Andrei Loktionov,NJ,8,0.29
594,Mason Raymond,VAN,8,0.17
595,Mikael Granlund,MIN,8,0.3
596,Guillaume Latendresse,OTT,8,0.3
597,Zach Redmond,WPG,8,1
598,Derick Brassard,NYR,8,0.17
599,Peter Holland,ANH,8,0.38
600,Mathieu Perreault,WAS,8,0.21
601,Daniel Sedin,VAN,7,0.15
602,Mike Lundin,OTT,7,0.64
603,Jared Boll,CLS,7,0.16
604,Cody Goloubef,CLS,7,0.64
605,Jacob Josefson,NJ,7,0.32
606,Dustin Penner,LA,7,0.21
607,Tuomo Ruutu,CAR,7,0.41
608,Antti Miettinen,WPG,7,0.32
609,Andreas Lilja,PHI,7,1.75
610,Teddy Purcell,TB,7,0.15
611,Ryan Hamilton,EDM,7,0.7
612,Ryan Reaves,STL,7,0.16
613,Pat Maroon,ANH,7,0.54
614,Joffrey Lupul,TOR,7,0.44
615,Brandon Yip,NSH,7,0.21
616,Adam Cracknell,STL,7,0.35
617,Kyle Chipchura,PHO,7,0.15
618,Chris Bourque,BOS,7,0.39
619,Jordin Tootoo,DET,7,0.17
620,Brad Staubitz,ANH,7,0.47
621,Vladimir Tarasenko,STL,7,0.18
622,Pierre-Marc Bouchard,NYI,6,0.14
623,Benoit Pouliot,NYR,6,0.18
624,Jarred Tinordi,MON,6,0.75
625,Chris Kreider,NYR,6,0.26
626,Dan Carcillo,CHI,6,0.26
627,Rob Klinkhammer,PHO,6,0.27
628,Reilly Smith,BOS,6,0.16
629,Quinton Howden,FLA,6,0.33
630,Gabriel Dumont,MON,6,0.6
631,Marcus Johansson,WAS,6,0.18
632,Eric Boulton,NYI,6,0.4
633,Pierre-Cedric Labrie,TB,6,0.32
634,Brandon Bollig,CHI,6,0.24
635,Stu Bickel,NYR,6,0.38
636,Ben Eager,EDM,6,0.43
637,Tyler Seguin,DAL,6,0.13
638,Brooks Laich,WAS,6,0.67
639,David Clarkson,TOR,6,0.13
640,Chad LaRose,CAR,6,0.17
641,Brian McGrattan,CGY,6,0.29
642,Matt Gilroy,NYR,6,0.4
643,Richard Clune,NSH,6,0.13
644,Scottie Upshall,FLA,6,0.22
645,Mike Komisarek,CAR,6,1.5
646,Danny Briere,MON,6,0.18
647,Jay Rosehill,PHI,5,0.45
648,Aaron Johnson,NYR,5,0.5
649,Jiri Hudler,CGY,5,0.12
650,Sean Collins,CLS,5,1
651,Chris Porter,STL,5,0.17
652,Sven Baertschi,CGY,5,0.25
653,Theo Peckham,EDM,5,1.25
654,Frank Corrado,VAN,5,1.67
655,Alex Kovalev,FLA,5,0.36
656,Jordan Nolan,LA,5,0.11
657,Matt Greene,LA,5,1
658,John Scott,BUF,5,0.15
659,Mark Borowiecki,OTT,5,0.83
660,Tomas Tatar,DET,5,0.28
661,Dustin Jeffrey,PIT,5,0.21
662,Chris Conner,PIT,5,0.42
663,Brendan Mikkelson,TB,5,1.25
664,Micheal Haley,NYR,5,0.56
665,David van der Gulik,COL,5,0.56
666,Jason Zucker,MIN,5,0.25
667,Cody McCormick,BUF,5,0.63
668,Scott Timmins,FLA,5,1
669,Thomas Vanek,BUF,4,0.11
670,Manny Malhotra,VAN,4,0.44
671,Arron Asham,NYR,4,0.15
672,Bobby Butler,FLA,4,0.12
673,Dmitry Orlov,WAS,4,0.8
674,Derek Joslin,VAN,4,2
675,Jamal Mayers,CHI,4,0.21
676,Tyler Johnson,TB,4,0.29
677,Jordan Caron,BOS,4,0.24
678,Jonathan Rheault,FLA,4,0.8
679,Dylan Reese,PIT,4,1.33
680,Matt Kassian,OTT,4,0.27
681,Nathan Beaulieu,MON,4,0.67
682,Aaron Gagnon,WPG,4,0.4
