Rank,Player,Team,Blocks,PerGame
681,Cody Almond,MIN,5,0.71
682,Teemu Laakso,NSH,5,0.71
683,Mark Flood,NYI,5,0.83
684,Fabian Brunnstrom,DAL,5,0.11
685,Luca Sbisa,ANH,5,0.63
686,Liam Reddox,EDM,5,0.56
687,Jay Beagle,WAS,5,0.71
688,Tyler Ennis,BUF,5,0.5
689,Nate Prosser,MIN,5,1.67
690,Jason Williams,DET,5,0.11
691,Chris Bourque,WAS,5,0.24
692,Tyson Strachan,STL,5,0.63
693,Matt Pettinger,VAN,5,0.56
694,Michal Repik,FLA,5,0.26
695,Trent Whitfield,BOS,5,0.31
696,Georges Laraque,MON,5,0.18
697,Luca Caputi,TOR,5,0.22
698,Casey Borer,CAR,5,2.5
699,Maxime Fortunus,DAL,5,0.63
700,Eric Godard,PIT,4,0.09
701,Mikael Backlund,CGY,4,0.17
702,Philippe Dupuis,COL,4,1
703,Brad Marchand,BOS,4,0.2
704,Joe Callahan,SJ,4,4
705,Warren Peters,DAL,4,0.36
706,Ben Guite,NSH,4,0.67
707,Derek Peltier,COL,4,1.33
708,Jeff Penner,BOS,4,2
709,Mathieu Carle,MON,4,1.33
710,Kyle Calder,ANH,4,0.29
711,Brad May,DET,4,0.1
712,Darcy Hordichuk,VAN,4,0.07
713,Pierre-Luc Letourneau-Leblond,NJ,4,0.15
714,Raitis Ivanans,LA,4,0.07
715,Wade Belak,NSH,4,0.1
716,Justin Falk,MIN,4,1.33
717,Chris Conner,PIT,4,0.5
718,Miroslav Satan,BOS,4,0.11
719,P.A. Parenteau,NYR,4,0.18
720,Daniel Sedin,VAN,3,0.05
721,Dave Scatchard,NSH,3,0.19
722,Benn Ferriero,SJ,3,0.13
723,Tyler Eckford,NJ,3,1
724,Matt Martin,NYI,3,0.6
725,Mike Duco,FLA,3,0.3
726,Steve MacIntyre,FLA,3,0.14
727,Trevor Lewis,LA,3,0.6
728,Paul Bissonnette,PHO,3,0.07
729,Marc-Antoine Pouliot,EDM,3,0.09
730,Tom Preissing,COL,3,0.75
731,Matt Lashoff,TB,3,0.6
732,Andrew Peters,NJ,3,0.1
733,Nick Bonino,ANH,3,0.33
734,Yannick Weber,MON,3,0.6
735,Jon Kalinski,PHI,3,0.3
736,Derek Smith,OTT,3,1.5
737,Andrew Bodnarchuk,BOS,3,0.6
738,Brett Sutter,CGY,3,0.3
739,Corey Elkins,LA,3,1
740,Nathan Smith,MIN,2,0.22
741,D.J. King,STL,2,0.17
742,David Laliberte,PHI,2,0.18
743,Gregory Stewart,MON,2,0.4
744,David Koci,COL,2,0.05
745,Alexandre Picard,CLS,2,0.22
746,Andy Hilbert,MIN,2,0.5
747,Brock Trotter,MON,2,1
748,Jerome Samson,CAR,2,0.29
749,Nate Guenin,PIT,2,1
750,Evgeny Dadonov,FLA,2,0.5
751,J.T. Wyman,MON,2,0.67
752,David Desharnais,MON,2,0.33
753,Frazer McLaren,SJ,2,0.09
754,Mark Mancari,BUF,2,0.33
755,Cam Janssen,STL,2,0.05
756,Patrick Davis,NJ,2,0.25
757,Mattias Ritola,DET,2,0.4
758,Bobby Sanguinetti,NYR,2,0.4
759,Philip Larsen,DAL,2,1
760,Brayden Irwin,TOR,2,1
761,Vladimir Mihalik,TB,2,0.5
762,Tim Conboy,CAR,2,0.17
763,P.K. Subban,MON,2,1
764,Kris Newbury,DET,2,0.5
765,Brian McGrattan,CGY,2,0.06
766,Ryan Vesce,SJ,2,0.22
767,Bryan Bickell,CHI,2,0.13
768,Tim Stapleton,ATL,2,0.33
769,Chad Kolarik,CLS,2,1
770,Wes O'Neill,COL,2,1
771,Zack Smith,OTT,2,0.13
772,Zach Hamill,BOS,2,2
773,Yan Stastny,STL,2,0.5
774,Brad Staubitz,SJ,2,0.04
775,Ryan Stoa,COL,2,0.17
776,Alex Plante,EDM,2,0.5
777,Nikita Filatov,CLS,2,0.15
778,Dwight Helminen,SJ,1,0.25
779,Jack Skille,CHI,1,0.17
780,Alexandre Giroux,WAS,1,0.11
781,Sergei Shirokov,VAN,1,0.17
782,Mikkel Boedker,PHO,1,0.07
783,Evan Oberg,VAN,1,0.5
784,Jesse Joensuu,NYI,1,0.09
785,Mario Bliznak,VAN,1,0.5
786,Triston Grant,NSH,1,0.33
787,Drew Larman,BOS,1,0.25
788,Ryan Craig,TB,1,0.33
789,Ben Maxwell,MON,1,0.08
790,Richard Clune,LA,1,0.07
791,Derek MacKenzie,CLS,1,0.06
792,Mark Letestu,PIT,1,0.1
793,Michael Grabner,VAN,1,0.05
794,Brian Willsie,COL,1,0.25
795,Scott Jackson,TB,1,1
796,Nathan Oystrick,ANH,1,0.33
797,Jared Ross,PHI,1,0.33
798,Tom Sestito,CLS,1,0.33
799,Andy Wozniewski,BOS,1,0.5
800,Chris Minard,EDM,1,0.2
801,Andrew Gordon,WAS,1,0.5
802,John McCarthy,SJ,1,0.25
803,Ivan Vishnevskiy,DAL,1,0.5
804,Ryan Keller,OTT,1,0.17
805,Maksim Mayorov,CLS,1,0.25
806,Andreas Nodl,PHI,1,0.1
807,T.J. Hensick,COL,1,0.14
808,Ilkka Pikkarainen,NJ,1,0.03
809,Corey Locke,NYR,1,0.33
810,Steve Zalewski,SJ,1,0.33
811,Clay Wilson,FLA,1,0.5
812,Colin McDonald,EDM,1,0.5
813,Brayden Schenn,LA,1,1
814,Charles Linglet,EDM,1,0.2
815,Nazem Kadri,TOR,1,1
816,Aaron Gagnon,DAL,1,0.5
817,Marc-Andre Cliche,LA,1,1
818,Ville Koistinen,FLA,1,0.06
819,Petr Sykora,MIN,1,0.07
820,Lars Eller,STL,1,0.14
821,Justin Mercier,COL,1,0.11
822,Dustin Jeffrey,PIT,1,1
823,Tomas Kana,CLS,1,0.17
824,Ilya Bryzgalov,PHO,0,0
825,Chad Johnson,NYR,0,0
826,Brian Boucher,PHI,0,0
827,Joel Rechlicz,NYI,0,0
828,Jeff Hoggan,PHO,0,0
829,Riley Cote,PHI,0,0
830,Nick Palmieri,NJ,0,0
831,Jonas Hiller,ANH,0,0
832,Corey Potter,NYR,0,0
833,Micheal Haley,NYI,0,0
834,Jake Dowell,CHI,0,0
835,Johan Hedberg,ATL,0,0
836,Radek Smolenak,CHI,0,0
837,Pascal Leclaire,OTT,0,0
838,Brent Johnson,PIT,0,0
839,Mike Brodeur,OTT,0,0
840,Derek Armstrong,STL,0,0
841,Steven Goertzen,CAR,0,0
842,Devan Dubnyk,EDM,0,0
843,Jason LaBarbera,PHO,0,0
844,Tim Wallace,PIT,0,0
845,Ondrej Pavelec,ATL,0,0
846,Niklas Backstrom,MIN,0,0
847,Ryan O'Marra,EDM,0,0
848,Ty Conklin,STL,0,0
849,Alexander Salak,FLA,0,0
850,Roberto Luongo,VAN,0,0
851,Shean Donovan,OTT,0,0
852,Jason Jaffray,CGY,0,0
853,Matt Climie,DAL,0,0
854,Mikko Lehtonen,BOS,0,0
855,Dwayne Roloson,NYI,0,0
856,Jaroslav Halak,MON,0,0
857,Kyle Wilson,WAS,0,0
858,Tim Brent,TOR,0,0
859,Anton Klementyev,NYI,0,0
860,Martin St. Pierre,OTT,0,0
861,Jakub Kindl,DET,0,0
862,Nikolai Khabibulin,EDM,0,0
863,Erik Ersberg,LA,0,0
864,Jeff Deslauriers,EDM,0,0
865,Thomas Greiss,SJ,0,0
866,Ray Emery,PHI,0,0
867,Tuukka Rask,BOS,0,0
868,Yann Danis,NJ,0,0
869,Maxim Noreau,MIN,0,0
870,Andrew Raycroft,VAN,0,0
871,Alexander Pechurskiy,PIT,0,0
872,Jonathan Bernier,LA,0,0
873,Raymond Sawada,DAL,0,0
874,Brian Elliott,OTT,0,0
875,Joey MacDonald,TOR,0,0
876,Curtis McElhinney,ANH,0,0
877,Chris Mason,STL,0,0
878,Cory Schneider,VAN,0,0
879,Anton Khudobin,MIN,0,0
880,Nick Johnson,PIT,0,0
881,Scott Clemmensen,FLA,0,0
882,Greg Mauldin,NYI,0,0
883,Michal Neuvirth,WAS,0,0
884,Shawn Belle,MON,0,0
885,Manny Legace,CAR,0,0
886,Bobby Butler,OTT,0,0
887,Jean-Sebastien Giguere,TOR,0,0
888,Drayson Bowman,CAR,0,0
889,Vesa Toskala,CGY,0,0
890,Jonathan Quick,LA,0,0
891,Jonas Junland,STL,0,0
892,Darren Haydar,COL,0,0
893,Antero Niittymaki,TB,0,0
894,Tomas Vokoun,FLA,0,0
895,Kaspars Daugavins,OTT,0,0
896,Semyon Varlamov,WAS,0,0
897,Danny Irmen,MIN,0,0
898,Joel Perrault,PHO,0,0
899,Mathieu Garon,CLS,0,0
900,Trevor Frischmon,CLS,0,0
901,John Curry,PIT,0,0
902,Jeremy Duchesne,PHI,0,0
903,Johan Motin,EDM,0,0
904,Keith Aucoin,WAS,0,0
905,Andrei Loktionov,LA,0,0
906,Craig Anderson,COL,0,0
907,Pekka Rinne,NSH,0,0
908,Andre Deveaux,TOR,0,0
909,Alex Auld,NYR,0,0
910,Mike Smith,TB,0,0
911,Guillaume Lefebvre,BOS,0,0
912,Dane Byers,NYR,0,0
913,Josh Hennessy,OTT,0,0
914,Henrik Lundqvist,NYR,0,0
915,Justin Peters,CAR,0,0
916,Jhonas Enroth,BUF,0,0
917,Greg Moore,CLS,0,0
918,Peter Olvecky,NSH,0,0
919,Evgeni Nabokov,SJ,0,0
920,Peter Budaj,COL,0,0
921,Cam Ward,CAR,0,0
922,Marc-Andre Fleury,PIT,0,0
923,Dan Ellis,NSH,0,0
924,Jimmy Howard,DET,0,0
925,Stephen Valiquette,NYR,0,0
926,Trevor Gillies,NYI,0,0
927,Guillaume Desbiens,VAN,0,0
928,Boyd Kane,WAS,0,0
929,Kurt Sauer,PHO,0,0
930,Pierre-Marc Bouchard,MIN,0,0
931,Francis Wathier,DAL,0,0
932,Oskar Osala,CAR,0,0
933,Rick DiPietro,NYI,0,0
934,Steve Mason,CLS,0,0
935,Michael Leighton,PHI,0,0
936,Josh Harding,MIN,0,0
937,Patrick Lalime,BUF,0,0
938,Marty Turco,DAL,0,0
939,Dustin Tokarski,TB,0,0
940,Matt Zaba,NYR,0,0
941,Miikka Kiprusoff,CGY,0,0
942,Tim Thomas,BOS,0,0
943,Corey Crawford,CHI,0,0
944,Eric Tangradi,PIT,0,0
945,Cristobal Huet,CHI,0,0
946,Perttu Lindgren,DAL,0,0
947,Martin Biron,NYI,0,0
948,Martin Brodeur,NJ,0,0
949,Johan Backlund,PHI,0,0
950,Jared Cowen,OTT,0,0
951,Ben Walter,NJ,0,0
952,Petr Kalus,MIN,0,0
953,Ryan Miller,BUF,0,0
954,Kari Lehtonen,DAL,0,0
955,Jonas Gustavsson,TOR,0,0
956,Jose Theodore,WAS,0,0
957,Wade Dubielewicz,MIN,0,0
958,Chris Osgood,DET,0,0
959,MacGregor Sharp,ANH,0,0
960,Rob Davison,NJ,0,0
961,Carey Price,MON,0,0
962,Antti Niemi,CHI,0,0
963,Cody McCormick,BUF,-,-
