Rank,Player,Team,Blocks,PerGame
121,Tyson Barrie,COL,90,1.13
122,Erik Karlsson,OTT,89,1.09
123,Jon Merrill,NJ,89,1.35
124,Nicklas Grossmann,PHI,89,1.31
125,Luke Schenn,PHI,89,1.53
126,Danny DeKeyser,DET,88,1.1
127,David Backes,STL,87,1.09
128,Michal Rozsival,CHI,87,1.34
129,Andrew MacDonald,PHI,86,1.48
130,Andrew Ference,EDM,86,1.23
131,Kevin Shattenkirk,STL,86,1.54
132,Joe Pavelski,SJ,86,1.05
133,Brian Campbell,FLA,85,1.04
134,Brian Strait,NYI,85,1.63
135,Jason Demers,DAL,85,1.05
136,Dalton Prout,CLS,84,1.33
137,David Schlemko,CGY,84,1.91
138,Andrej Sustr,TB,84,1.17
139,Clayton Stoner,ANH,84,1.22
140,Jake Gardiner,TOR,83,1.05
141,Robyn Regehr,LA,83,1.24
142,Kyle Quincey,DET,82,1.12
143,Lance Bouma,CGY,82,1.05
144,James Wisniewski,ANH,81,1.17
145,Aaron Ekblad,FLA,80,0.99
146,Boyd Gordon,EDM,80,1.18
147,Frans Nielsen,NYI,80,1.03
148,Dan Boyle,NYR,79,1.22
149,Oliver Ekman-Larsson,ARI,77,0.94
150,John Klingberg,DAL,77,1.18
151,Anton Stralman,TB,77,0.94
152,Hampus Lindholm,ANH,77,0.99
153,Zach Redmond,COL,76,1.29
154,Jared Cowen,OTT,76,1.41
155,Stephane Robidas,TOR,75,1.44
156,Erik Gudbranson,FLA,75,0.99
157,Ben Smith,SJ,75,0.94
158,John-Michael Liles,CAR,74,1.3
159,Jay Harrison,WPG,74,1.35
160,Matt Duchene,COL,74,0.9
161,Ryan Ellis,NSH,74,1.28
162,Nikita Zadorov,BUF,73,1.22
163,Gabriel Landeskog,COL,73,0.89
164,Luke Glendening,DET,73,0.89
165,Matt Hendricks,EDM,72,1.01
166,Eric Brewer,TOR,72,1.64
167,Logan Couture,SJ,71,0.87
168,Antoine Roussel,DAL,71,0.89
169,Dan Hamhuis,VAN,71,1.2
170,Sergei Gonchar,MON,71,1.48
171,Marc Methot,OTT,70,1.56
172,Nathan Beaulieu,MON,69,1.08
173,Ryan Kesler,ANH,69,0.85
174,Daniel Winnik,PIT,69,0.87
175,Scott Hannan,SJ,69,1.19
176,Torey Krug,BOS,68,0.87
177,Brian Boyle,TB,68,0.83
178,Brendan Smith,DET,68,0.89
179,Raphael Diaz,CGY,67,1.2
180,Jyrki Jokipakka,DAL,66,1.29
181,Braydon Coburn,TB,66,1.53
182,Joe Vitale,ARI,65,0.93
183,Matt Irwin,SJ,65,1.23
184,Kyle Brodziak,MIN,63,0.86
185,Radko Gudas,PHI,63,2.03
186,Zemgus Girgensons,BUF,62,1.02
187,Yannick Weber,VAN,62,0.95
188,Manny Malhotra,MON,62,1.07
189,Robert Bortuzzo,STL,61,1.2
190,Pierre-Edouard Bellemare,PHI,61,0.75
191,Torrey Mitchell,MON,61,0.94
192,Lubomir Visnovsky,NYI,61,1.15
193,Mark Scheifele,WPG,61,0.74
194,Mike Weaver,MON,61,1.97
195,Vernon Fiddler,DAL,61,0.76
196,Michal Jordan,CAR,61,1.61
197,Chris Kelly,BOS,61,0.76
198,Mike Fisher,NSH,60,1.02
199,Kevan Miller,BOS,60,1.46
200,Patrice Bergeron,BOS,60,0.74
201,Dustin Byfuglien,WPG,59,0.86
202,Adam Pardy,WPG,59,1.07
203,Martin Marincin,EDM,59,1.44
204,Cody Eakin,DAL,59,0.76
205,Nikolay Kulemin,NYI,58,0.71
206,Andrew Campbell,ARI,58,1.76
207,Mirco Mueller,SJ,58,1.49
208,Cedric Paquette,TB,58,0.91
209,Eric Gryba,OTT,58,0.77
210,Paul Gaustad,NSH,58,0.79
211,Richard Panik,TOR,57,0.75
212,Jarret Stoll,LA,57,0.78
213,Brayden McNabb,LA,56,0.79
214,Zach Parise,MIN,56,0.76
215,John Mitchell,COL,56,0.82
216,Tomas Plekanec,MON,55,0.67
217,Tommy Wingels,SJ,55,0.73
218,Jonathan Ericsson,DET,55,0.67
219,Matt Read,PHI,55,0.69
220,Chris Phillips,OTT,54,1.5
221,Blake Wheeler,WPG,54,0.68
222,Ladislav Smid,CGY,54,1.74
223,Brett Bellemore,CAR,54,1.1
224,Korbinian Holzer,ANH,53,1.56
225,Jack Hillen,CAR,53,1.39
226,Jay McClement,CAR,53,0.65
227,Victor Bartley,NSH,53,1.43
228,Mark Stone,OTT,53,0.66
229,Erik Condra,OTT,53,0.78
230,Dougie Hamilton,BOS,53,0.74
231,Brooks Laich,WAS,53,0.8
232,Nate Thompson,ANH,52,0.65
233,Jim Slater,WPG,52,0.63
234,Nick Foligno,CLS,52,0.66
235,John Moore,ARI,52,0.91
236,Nicklas Backstrom,WAS,52,0.63
237,Charlie Coyle,MIN,52,0.63
238,Brock Nelson,NYI,52,0.63
239,Dylan Olsen,FLA,52,1.18
240,Ben Chiarot,WPG,51,1.28
241,Max Talbot,BOS,51,0.63
242,Derek MacKenzie,FLA,51,0.62
243,Matt Dumba,MIN,51,0.88
244,Antoine Vermette,CHI,50,0.61
245,Curtis Glencross,WAS,50,0.7
246,Ondrej Palat,TB,50,0.67
247,Casey Cizikas,NYI,50,0.71
248,Jamie Benn,DAL,50,0.61
249,Jordan Leopold,MIN,50,1.16
250,Jussi Jokinen,FLA,50,0.62
251,Eric Gelinas,NJ,50,0.82
252,Marcus Kruger,CHI,50,0.62
253,Mark Fraser,NJ,49,1.44
254,Brendan Gallagher,MON,49,0.6
255,Devante Smith-Pelly,MON,49,0.66
256,Christian Ehrhoff,PIT,49,1
257,Matt Moulson,BUF,49,0.64
258,Nikita Nikitin,EDM,49,1.17
259,David Desharnais,MON,49,0.6
260,Kevin Connauton,CLS,48,0.77
261,Marcus Foligno,BUF,48,0.84
262,Brandon Sutter,PIT,48,0.6
263,Ryan Garbutt,DAL,48,0.72
264,Lauri Korpikoski,ARI,48,0.7
265,Ryan O'Reilly,COL,48,0.59
266,Anton Volchenkov,NSH,48,1.04
267,Jarome Iginla,COL,47,0.57
268,Steve Bernier,NJ,47,0.7
269,Bo Horvat,VAN,47,0.69
270,Eric Fehr,WAS,47,0.63
271,Jamie Oleksiak,DAL,46,1.28
272,Mark Barberio,TB,46,0.88
273,Michael Raffl,PHI,46,0.69
274,Jaden Schwartz,STL,46,0.61
275,Brian Flynn,MON,46,0.73
276,Anze Kopitar,LA,46,0.58
277,Ryan Callahan,TB,46,0.6
278,Tyler Bozak,TOR,46,0.56
279,Riley Nash,CAR,46,0.68
280,Chris VandeVelde,PHI,46,0.64
281,Klas Dahlbeck,ARI,46,2
282,Mikael Granlund,MIN,45,0.66
283,Alexander Wennberg,CLS,45,0.66
284,Dominic Moore,NYR,45,0.55
285,Nick Spaling,PIT,45,0.55
286,David Jones,CGY,45,0.67
287,Adam Henrique,NJ,44,0.59
288,Patrick Wiercioch,OTT,44,0.79
289,Alex Galchenyuk,MON,44,0.55
290,Gabriel Bourque,NSH,44,0.64
291,Matt Hunwick,NYR,43,0.78
292,Derek Roy,EDM,43,0.6
293,Cody McLeod,COL,43,0.52
294,James Sheppard,NYR,43,0.61
295,Erik Haula,MIN,42,0.58
296,Sean Monahan,CGY,42,0.52
297,Mats Zuccarello,NYR,42,0.54
298,Christian Folin,MIN,42,1.05
299,Stephen Gionta,NJ,41,0.67
300,Dainius Zubrus,NJ,41,0.55
301,Dennis Everberg,COL,41,0.75
302,Colton Sceviour,DAL,41,0.58
303,Nathan MacKinnon,COL,41,0.64
304,Mikko Koivu,MIN,41,0.51
305,Gregory Campbell,BOS,41,0.59
306,Michael Frolik,WPG,41,0.5
307,R.J. Umberger,PHI,40,0.6
308,Milan Michalek,OTT,40,0.61
309,Curtis Lazar,OTT,40,0.6
310,Kyle Turris,OTT,40,0.49
311,Troy Brouwer,WAS,39,0.48
312,Reilly Smith,BOS,39,0.48
313,Peter Harrold,NJ,39,0.91
314,T.J. Oshie,STL,39,0.54
315,Alex Tanguay,COL,39,0.49
316,Cam Atkinson,CLS,39,0.5
317,Matthew Nieto,SJ,38,0.53
318,Patrick Dwyer,CAR,38,0.54
319,Scott Hartnell,CLS,38,0.49
320,David Rundblad,CHI,38,0.78
321,Andrew Ladd,WPG,38,0.47
322,Chris Butler,STL,38,1.15
323,Brayden Schenn,PHI,38,0.46
324,Max Pacioretty,MON,38,0.48
325,Joel Ward,WAS,38,0.46
326,Brad Boyes,FLA,38,0.49
327,Keith Aulie,EDM,37,1.19
328,Jakob Silfverberg,ANH,37,0.46
329,Alexander Steen,STL,37,0.5
330,Jiri Tlusty,WPG,37,0.51
331,John Tavares,NYI,37,0.45
332,Ryan Nugent-Hopkins,EDM,37,0.49
333,Lars Eller,MON,37,0.48
334,Derek Dorsett,VAN,37,0.47
335,Tobias Rieder,ARI,37,0.51
336,Taylor Hall,EDM,37,0.7
337,Martin St. Louis,NYR,37,0.5
338,Ryan Murphy,CAR,37,1
339,Victor Rask,CAR,36,0.45
340,Matt Martin,NYI,36,0.46
341,Maxim Lapierre,PIT,36,0.45
342,Jordan Eberle,EDM,36,0.44
343,David Moss,ARI,36,0.6
344,Nicolas Deslauriers,BUF,36,0.44
345,Tyler Johnson,TB,36,0.47
346,Carl Hagelin,NYR,36,0.44
347,Wayne Simmonds,PHI,36,0.48
348,Carl Soderberg,BOS,36,0.44
349,Josh Bailey,NYI,36,0.51
350,Andrew Desjardins,CHI,35,0.51
351,Joe Colborne,CGY,35,0.55
352,Marcel Goc,STL,35,0.47
353,Ales Hemsky,DAL,35,0.46
354,Tyler Ennis,BUF,35,0.45
355,Jori Lehtera,STL,35,0.47
356,Aleksander Barkov,FLA,35,0.49
357,Travis Zajac,NJ,35,0.47
358,Steven Stamkos,TB,35,0.43
359,Sean Couturier,PHI,35,0.43
360,Mike Santorelli,NSH,34,0.43
361,Chris Higgins,VAN,34,0.44
362,Daniel Paille,BOS,34,0.48
363,Matt Tennyson,SJ,34,1.26
364,Brandon Prust,MON,34,0.41
365,Damon Severson,NJ,34,0.67
366,Steve Downie,PIT,34,0.47
367,Dale Weise,MON,34,0.43
368,Alex Petrovic,FLA,34,1.03
369,Jay Beagle,WAS,33,0.53
370,Alexandre Burrows,VAN,33,0.47
371,Shawn Matthias,VAN,33,0.42
372,Patric Hornqvist,PIT,33,0.52
373,Andrew Shaw,CHI,33,0.42
374,Bobby Ryan,OTT,33,0.42
375,Tomas Hertl,SJ,33,0.4
376,Carlo Colaiacovo,PHI,33,1
377,Olli Maatta,PIT,33,1.65
378,Jeff Carter,LA,33,0.4
379,Kevin Hayes,NYR,33,0.42
380,Steven Kampfer,FLA,33,1.32
381,Rick Nash,NYR,33,0.42
382,Nate Schmidt,WAS,33,0.85
383,Zach Trotman,BOS,33,1.22
384,Colin Wilson,NSH,33,0.43
385,Mike Hoffman,OTT,33,0.42
386,Ryan Johansen,CLS,33,0.4
387,Brandon Gormley,ARI,32,1.19
388,Cody Goloubef,CLS,32,0.89
389,Alex Ovechkin,WAS,32,0.4
390,Tanner Glass,NYR,32,0.48
391,Tim Erixon,TOR,32,0.76
392,Adam Lowry,WPG,32,0.4
393,Jason Pominville,MIN,32,0.39
394,Mikael Backlund,CGY,32,0.62
395,Nino Niederreiter,MIN,32,0.4
396,Bryan Little,WPG,32,0.46
397,Brian Gionta,BUF,31,0.45
398,Cal Clutterbuck,NYI,31,0.41
399,Craig Cunningham,ARI,31,0.61
400,Benoit Pouliot,EDM,31,0.53
401,Gustav Nyquist,DET,31,0.38
402,Ryan Carter,MIN,30,0.57
403,Jannik Hansen,VAN,30,0.37
404,Paul Stastny,STL,30,0.41
405,Elias Lindholm,CAR,30,0.37
406,Jacob Josefson,NJ,30,0.48
407,Andrew Cogliano,ANH,30,0.37
408,James Neal,NSH,30,0.45
409,Brandon Saad,CHI,29,0.35
410,Jiri Sekac,ANH,29,0.42
411,Chris Thorburn,WPG,29,0.36
412,Chris Kunitz,PIT,29,0.39
413,James van Riemsdyk,TOR,29,0.35
414,Eric Nystrom,NSH,29,0.48
415,Nick Bjugstad,FLA,29,0.4
416,Sidney Crosby,PIT,29,0.38
417,Josh Jooris,CGY,29,0.48
418,Craig Adams,PIT,29,0.41
419,Valtteri Filppula,TB,29,0.35
420,Kyle Chipchura,ARI,29,0.41
421,Anders Lee,NYI,29,0.38
422,David Krejci,BOS,29,0.62
423,Cody McCormick,BUF,29,0.88
424,Filip Forsberg,NSH,28,0.34
425,J.T. Miller,NYR,28,0.48
426,Claude Giroux,PHI,28,0.35
427,Marc-Andre Cliche,COL,28,0.38
428,Jesper Fast,NYR,28,0.48
429,Justin Abdelkader,DET,28,0.39
430,Jakub Voracek,PHI,28,0.34
431,Jamie McBain,LA,28,1.08
432,Nikita Kucherov,TB,28,0.34
433,Patrick Marleau,SJ,28,0.34
434,Nail Yakupov,EDM,28,0.35
435,Brad Marchand,BOS,28,0.36
436,Pavel Datsyuk,DET,28,0.44
437,Corey Tropp,CLS,28,0.46
438,Paul Postma,WPG,28,0.67
439,Mark Arcobello,ARI,27,0.35
440,Zach Sill,TOR,27,0.43
441,Eric Staal,CAR,27,0.35
442,Scottie Upshall,FLA,27,0.43
443,Johnny Gaudreau,CGY,27,0.34
444,Derek Stepan,NYR,27,0.4
445,Corey Perry,ANH,27,0.4
446,Patrick Eaves,DAL,27,0.57
447,Brad Richards,CHI,27,0.36
448,Justin Fontaine,MIN,27,0.38
449,Shane Doan,ARI,26,0.33
450,Patrik Berglund,STL,26,0.34
451,Chris Summers,NYR,26,1.3
452,Artem Anisimov,CLS,26,0.5
453,Joe Thornton,SJ,26,0.33
454,Marian Hossa,CHI,26,0.32
455,Jason Spezza,DAL,26,0.32
456,Mika Zibanejad,OTT,26,0.33
457,Henrik Zetterberg,DET,26,0.34
458,Tyler Seguin,DAL,26,0.37
459,Melker Karlsson,SJ,26,0.49
460,David Legwand,OTT,25,0.31
461,Patrick Kaleta,BUF,25,0.6
462,Patrik Elias,NJ,25,0.36
463,Shawn Horcoff,DAL,25,0.33
464,Jakub Kindl,DET,25,0.71
465,Trevor Smith,TOR,25,0.46
466,Matt Beleskey,ANH,25,0.38
467,Leo Komarov,TOR,25,0.4
468,Radim Vrbata,VAN,25,0.32
469,Darren Helm,DET,25,0.33
470,Martin Erat,ARI,25,0.32
471,Boone Jenner,CLS,25,0.81
472,Joakim Andersson,DET,24,0.35
473,Markus Granlund,CGY,24,0.5
474,Tom Wilson,WAS,24,0.36
475,Matt Bartkowski,BOS,24,0.51
476,Paul Byron,CGY,24,0.42
477,Justin Williams,LA,24,0.3
478,Mark Letestu,CLS,24,0.44
479,Dustin Brown,LA,24,0.29
480,Josh Manson,ANH,24,0.86
481,Travis Moen,DAL,24,0.55
482,Jonathan Huberdeau,FLA,24,0.3
483,Kyle Palmieri,ANH,24,0.42
484,Jacob De La Rose,MON,24,0.73
485,Matt Halischuk,WPG,24,0.51
486,Henrik Sedin,VAN,24,0.29
487,Barclay Goodrow,SJ,24,0.4
488,Lee Stempniak,WPG,23,0.32
489,Milan Lucic,BOS,23,0.28
490,Tuomo Ruutu,NJ,23,0.3
491,Brandon McMillan,VAN,23,0.4
492,Brandon Bollig,CGY,23,0.37
493,Nathan Gerbe,CAR,23,0.29
494,Nazem Kadri,TOR,23,0.32
495,Kyle Okposo,NYI,23,0.38
496,Taylor Beck,NSH,23,0.37
497,Loui Eriksson,BOS,23,0.28
498,Joe Morrow,BOS,22,1.47
499,Brandon Davidson,EDM,22,1.83
500,Rickard Rakell,ANH,22,0.31
501,Petteri Lindbohm,STL,22,0.96
502,Adam Clendening,VAN,22,1.05
503,Matt Cooke,MIN,22,0.76
504,Tomas Kopecky,FLA,22,0.34
505,Kris Versteeg,CHI,22,0.36
506,Philip Varone,BUF,22,0.79
507,Calle Jarnkrok,NSH,21,0.28
508,Patrik Nemeth,DAL,21,0.95
509,Peter Holland,TOR,21,0.34
510,Karl Stollery,SJ,21,2.1
511,Ryan Strome,NYI,21,0.26
512,Mark Fistric,ANH,21,2.33
513,Dave Bolland,FLA,21,0.4
514,David Perron,PIT,21,0.26
515,Cody Hodgson,BUF,21,0.27
516,Alex Killorn,TB,21,0.3
517,Matt Stajan,CGY,21,0.36
518,Dmitrij Jaskin,STL,21,0.39
519,Michael Grabner,NYI,21,0.62
520,Zac Rinaldo,PHI,20,0.34
521,Brad Richardson,VAN,20,0.44
522,Erik Cole,DET,20,0.29
523,Keith Ballard,MIN,20,1.43
524,Joffrey Lupul,TOR,20,0.36
525,J.T. Brown,TB,20,0.38
526,Jean-Gabriel Pageau,OTT,20,0.4
527,Grant Clitsome,WPG,20,0.83
528,Riley Sheahan,DET,20,0.25
529,Alex Chiasson,OTT,20,0.26
530,Luke Witkowski,TB,20,1.25
531,Emerson Etem,ANH,20,0.44
532,Matt Fraser,EDM,20,0.33
533,Matt Calvert,CLS,20,0.36
534,Andrew MacWilliam,TOR,20,1.67
535,Derrick Pouliot,PIT,20,0.59
536,Michael Chaput,CLS,20,0.61
537,Justin Falk,CLS,19,1.06
538,Johan Larsson,BUF,19,0.49
539,Mikhail Grabovski,NYI,19,0.37
540,Olli Jokinen,STL,19,0.31
541,David Clarkson,CLS,19,0.31
542,Sam Gagner,ARI,19,0.23
543,Mike Ribeiro,NSH,19,0.23
544,Vincent Trocheck,FLA,19,0.38
545,Adam Burish,SJ,19,0.95
546,Pierre-Alexandr Parenteau,MON,19,0.34
547,Bryce Salvador,NJ,19,1.27
548,Tim Jackman,ANH,19,0.35
549,Teddy Purcell,EDM,19,0.23
550,Trevor Lewis,LA,19,0.26
551,Greg Pateryn,MON,18,1.06
552,Vladimir Tarasenko,STL,18,0.23
553,Andre Burakovsky,WAS,18,0.34
554,Evgeni Malkin,PIT,18,0.26
555,Jarred Tinordi,MON,18,1.38
556,Martin Hanzal,ARI,18,0.49
557,Matt Cullen,NSH,18,0.29
558,Jason Chimera,WAS,18,0.23
559,Marcus Johansson,WAS,18,0.22
560,Tomas Tatar,DET,18,0.22
561,Seth Helgeson,NJ,18,0.82
562,Clarke MacArthur,OTT,17,0.27
563,Brian Gibbons,CLS,17,0.68
564,Nikita Nesterov,TB,17,0.63
565,Andrej Nestrasil,CAR,17,0.31
566,Chris Tierney,SJ,17,0.4
567,Chris Kreider,NYR,17,0.21
568,Tye McGinn,ARI,17,0.33
569,Michael Cammalleri,NJ,17,0.25
570,Craig Smith,NSH,17,0.21
571,Jared Boll,CLS,17,0.24
572,Alexander Semin,CAR,17,0.3
573,Chris Terry,CAR,17,0.3
574,Tyler Pitlick,EDM,17,1
575,Joakim Nordstrom,CHI,17,0.45
576,Chris Stewart,MIN,16,0.2
577,Matt Donovan,NYI,16,1.33
578,Jonathan Drouin,TB,16,0.23
579,Matt Ellis,BUF,16,0.41
580,Brad Malone,CAR,16,0.25
581,Brenden Morrow,TB,16,0.23
582,Jonathan Toews,CHI,16,0.2
583,Daniel Sedin,VAN,16,0.2
584,Mikhail Grigorenko,BUF,15,0.6
585,Kimmo Timonen,CHI,15,0.94
586,Scott Gomez,NJ,15,0.26
587,Patrick Sharp,CHI,15,0.22
588,Jack Skille,CLS,15,0.33
589,Tomas Fleischmann,ANH,15,0.23
590,Drew Stafford,WPG,15,0.2
591,Jordan Staal,CAR,15,0.33
592,Evgeny Kuznetsov,WAS,15,0.19
593,Trevor van Riemsdyk,CHI,15,0.83
594,Luke Gazdic,EDM,15,0.38
595,Bryan Allen,MON,15,1.36
596,Vincent Lecavalier,PHI,15,0.26
597,Brian Lashoff,DET,14,1.27
598,Nick Shore,LA,14,0.41
599,John Scott,SJ,14,0.37
600,Colin Greening,OTT,14,0.54
601,T.J. Galiardi,WPG,14,0.37
602,Teuvo Teravainen,CHI,14,0.41
603,Patrick Kane,CHI,14,0.23
604,Kyle Clifford,LA,14,0.18
605,Jiri Hudler,CGY,14,0.18
606,Ryan White,PHI,14,0.41
607,Evander Kane,BUF,14,0.38
608,Tim Schaller,BUF,14,0.78
609,Jaromir Jagr,FLA,14,0.18
610,Dwight King,LA,14,0.17
611,Steve Ott,STL,14,0.18
612,Michael Ryder,NJ,14,0.3
613,Michael Latta,WAS,14,0.26
614,Ryan Reaves,STL,14,0.17
615,Mathieu Perreault,WPG,13,0.21
616,Xavier Ouellet,DET,13,0.62
617,Curtis McKenzie,DAL,13,0.36
618,Ryan Hamilton,EDM,13,0.81
619,Johan Franzen,DET,13,0.39
620,Mason Raymond,CGY,13,0.23
621,Thomas Vanek,MIN,13,0.16
622,Jason Zucker,MIN,13,0.25
623,Sean Bergenheim,MIN,13,0.23
624,Stuart Percy,TOR,13,1.44
625,Beau Bennett,PIT,13,0.27
626,Vladislav Namestnikov,TB,13,0.3
627,Zack Smith,OTT,13,0.35
628,Phil Kessel,TOR,13,0.16
629,Brandon Manning,PHI,13,1.18
630,Derick Brassard,NYR,13,0.16
631,Bryan Bickell,CHI,13,0.16
632,Seth Griffith,BOS,13,0.43
633,Brandon Pirri,FLA,13,0.27
634,Brett Connolly,BOS,13,0.24
635,Jeff Skinner,CAR,12,0.16
636,B.J. Crombeen,ARI,12,0.21
637,Rob Klinkhammer,EDM,12,0.17
638,Shane O'Brien,FLA,12,1.33
639,Andrew Ebbett,PIT,12,0.5
640,Frank Corrado,VAN,12,1.2
641,Marko Dano,CLS,12,0.34
642,Jimmy Hayes,FLA,12,0.17
643,Stephen Weiss,DET,12,0.23
644,Anton Lander,EDM,12,0.32
645,Blake Comeau,PIT,11,0.18
646,Rene Bourque,CLS,11,0.22
647,Scott Laughton,PHI,11,0.35
648,Brandon Dubinsky,CLS,11,0.23
649,Mark Pysyk,BUF,11,1.57
650,Ryan Murray,CLS,11,0.92
651,Jordan Nolan,LA,11,0.18
652,Tomas Jurco,DET,11,0.17
653,Kyle Cumiskey,CHI,11,1.57
654,David Pastrnak,BOS,11,0.24
655,Chris Neil,OTT,11,0.29
656,Tyler Toffoli,LA,11,0.14
657,Martin Havlat,NJ,11,0.28
658,Brad Hunt,EDM,10,0.91
659,Alexey Marchenko,DET,10,0.77
660,Scott Harrington,PIT,10,1
661,Michael Bournival,MON,10,0.34
662,Mike Richards,LA,10,0.19
663,Patrick Maroon,ANH,10,0.14
664,Colby Robak,ANH,10,0.83
665,Viktor Stalberg,NSH,10,0.4
666,Micheal Ferland,CGY,10,0.38
667,Zach Boychuk,CAR,9,0.29
668,Michael Kostka,NYR,9,1.29
669,Linden Vey,VAN,9,0.12
670,Daniel Cleary,DET,9,0.53
671,Stu Bickel,MIN,9,1
672,Tanner Pearson,LA,9,0.21
673,Jordan Szwarz,ARI,9,1
674,Daniel Briere,COL,9,0.16
675,Brian Dumoulin,PIT,9,1.13
676,Jeff Schultz,LA,9,1
677,Jesse Joensuu,EDM,9,0.45
678,Mikkel Boedker,ARI,9,0.2
679,Jayson Megna,PIT,8,0.67
680,Zac Dalpe,BUF,8,0.38
